profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,profile_objective_score,dominant_anchor,dominant_anchor_abs_corr,ready_for_paper,rejection_reasons,source_profile_id,source_model_id,live_efficiency_score,efficiency_repair_reasons,relaxed_policy_id,relaxations_applied,sleeve_multiplier,weighted_notional_fraction,profile_weight_rank
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,ADAUSDT,crypto_core,cross_sectional_momentum_rank,30m,short_only,6,0.2,0.44999999999999996,72,18,8,0.8,0.925073581560059,0.06943028874900703,0.3824338723992907,0.1502744903162908,446,53,25.92695015583125,16.3750681011809,0.45649290093989614,,crypto_liquidity_eth,0.018821251590434483,True,,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_adausdt_lb6_th0p2_exit0p45_hold72_cool18_lev8_short_only_dc771698,-0.7757119485979624,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.9837885986134592,0.7870308788907674,3
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,CRCLUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_only,24,0.1,0.6,42,9,8,0.8,0.4400571445677077,0.3161317420712033,0.09685576256550676,0.10056935595514871,12,11,458.3928589246955,359.24061599000373,4.545418570300281,,precious_metal_gold,0.042003278793365476,False,train_trade_event_count_12_below_80;validation_trade_event_count_11_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_crclusdt_lb24_th0p1_exit0p6_hold42_cool9_lev8_long_only_21fb7a93,7.26332137476496,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.9797920371035179,0.7838336296828143,4
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,GOOGLUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,72,0.3,0.35,48,6,8,0.8,0.030632030971421864,0.04777803923934276,0.030792816218701335,0.048716274027167605,6,48,63.81673119046221,12.442197718578843,0.8176299574949943,,silver_metal_beta,0.061101171630169065,False,train_trade_event_count_6_below_80;train_return_below_validation_return_possible_validation_spike,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_googlusdt_lb72_th0p3_exit0p35_hold48_cool6_lev8_long_short_cbaec2f7,-2.39785074890869,,material_positive_tradfi_low_sample_mdd_guard_20260531,train_below_validation_relaxed_material_positive_mdd_guarded;low_train_sample_relaxed_tradfi_mdd_guarded,0.9787595451678068,0.7830076361342455,5
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,INTCUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,12,0.2,0.5,54,6,7,0.7000000000000001,0.09468006062339884,0.6687150986948263,0.1002371148205552,0.13613974374599958,28,31,48.30615337928512,308.1636399515328,3.5906691044243937,,crypto_beta_btc,0.040808349815855564,False,train_trade_event_count_28_below_80;train_return_below_validation_return_possible_validation_spike,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_intcusdt_lb12_th0p2_exit0p5_hold54_cool6_lev7_long_only_289c9961,3.342716140039707,,material_positive_tradfi_low_sample_mdd_guard_20260531,train_below_validation_relaxed_material_positive_mdd_guarded,0.9999175961849819,0.6999423173294874,6
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,BTCUSDT,crypto_core,cross_sectional_momentum_rank,4h,long_only,24,0.25,0.65,12,18,7,0.7000000000000001,0.0619272282147203,0.037525872118689074,0.09478568615433591,0.02777590697255483,36,6,24.57429691060329,89.34731456830731,1.4429259044735465,,crypto_beta_btc,0.018392902375531903,False,train_trade_event_count_36_below_80;validation_trade_event_count_6_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_btcusdt_lb24_th0p25_exit0p65_hold12_cool18_lev7_long_only_9c818112,0.8995145660023197,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.9249448216801822,0.6474613751761276,7
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,XAGUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,30m,long_short,24,1.8000000000000003,0.6,66,18,7,0.7000000000000001,0.23950623449313646,0.10600547799261495,0.1622483360810243,0.06604886686921485,62,37,55.185768316390885,40.928755981704604,1.6575019314418467,,high_beta_alt_sol,0.019067451865059513,False,train_trade_event_count_62_below_80,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_xagusdt_lb24_th1p8_exit0p6_hold66_cool18_lev7_long_short_c8fa59c9,2.1973426822957447,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.8664104202832281,0.6064872941982598,8
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,DOGEUSDT,crypto_core,volatility_adjusted_trend_persistence,4h,long_only,48,0.7000000000000001,0.25,24,3,4,0.4,0.1083971968331634,0.026084054404087675,0.13339891654125202,0.03696054144481431,38,6,71.31394528497593,108.68356001703197,1.8053503395454862,,crypto_liquidity_eth,0.022509446904884024,False,train_trade_event_count_38_below_80;validation_trade_event_count_6_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_4h_dogeusdt_lb48_th0p7_exit0p25_hold24_cool3_lev4_long_only_326457f4,1.6822141789984117,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.9799406042572585,0.3919762417029034,9
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,COINUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,12,0.3,0.6,18,0,4,0.4,0.10668857276316879,0.1092449903407331,0.09897986413556259,0.04262196762589421,47,69,56.749240831472754,39.58151823939605,1.7634278108458932,,crypto_liquidity_eth,0.050172857564656385,False,train_trade_event_count_47_below_80;train_return_below_validation_return_possible_validation_spike,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_coinusdt_lb12_th0p3_exit0p6_hold18_cool0_lev4_long_only_6a5598a3,2.1206013041702043,,material_positive_tradfi_low_sample_mdd_guard_20260531,train_below_validation_relaxed_material_positive_mdd_guarded,0.9591201753614879,0.3836480701445952,10
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,METAUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,short_only,12,0.05,0.35,24,6,12,1.2000000000000002,0.038205975152355576,0.04754351047733141,0.011249856633180677,0.02573273482988392,4,6,79.59578156740744,66.03265344073806,1.685032759672699,,us_equity_beta_spy,0.0234671914959056,False,train_trade_event_count_4_below_80;validation_trade_event_count_6_below_30;train_return_below_validation_return_possible_validation_spike,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_metausdt_lb12_th0p05_exit0p35_hold24_cool6_lev12_short_only_302ce3af,1.3975974113100804,,material_positive_tradfi_low_sample_mdd_guard_20260531,train_below_validation_relaxed_material_positive_mdd_guarded;low_train_sample_relaxed_tradfi_mdd_guarded,0.1979058661999285,0.23748703943991423,11
aggressive_mdd30_gross10_69_asset_relaxed_efficiency_repair_optuna,BNBUSDT,crypto_core,cross_sectional_momentum_rank,2h,long_only,24,0.25,0.39999999999999997,42,12,3,0.30000000000000004,0.02721159077766777,0.020097233366703326,0.1188721322252384,0.02103659541851932,70,10,12.957900370317985,66.99077788901108,0.9591018149401551,,silver_metal_beta,0.014042420177990397,False,train_trade_event_count_70_below_80;validation_trade_event_count_10_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_bnbusdt_lb24_th0p25_exit0p4_hold42_cool12_lev3_long_only_f069edb3,-1.3105580013257812,,material_positive_tradfi_low_sample_mdd_guard_20260531,,0.1124109825041385,0.033723294751241556,12
