selection_rank,model_id,source_artifact_kind,symbol,timeframe,family,side,notional_fraction,monitoring_score_train_validation_only,train_return,validation_return,locked_oos_return,validation_mdd,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,max_abs_corr_to_prior_train_validation,max_abs_corr_to_prior_validation,nearest_prior_model_id_train_validation,correlation_decision,correlation_rejection_reasons,ready_for_paper,ready_for_real,real_money_execution
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_2p0x_0p15_3fa94945,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.835365516171054,0.2254303742433803,0.09589641088755507,0.025822922008857274,0.06622627125136926,242,53,27,31.0510157360028,60.312208105380556,31.880150628218857,1.0,0.999999999999998,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_adx20_4p0x_0p1_83808fb2,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.8344345314297831,0.28563127383594233,0.10003900142625288,0.028181114843290223,0.09322448357581137,210,51,24,34.00372307570742,49.03872618933964,29.35532796176064,0.855669658307474,0.8214942675553167,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8557_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8215_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_2p0x_0p15_ceaf4509,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.3,0.8287456753856819,0.1861113454428973,0.1011709642698635,0.012176043919103652,0.06936717291678962,250,61,22,24.814846059052975,55.28467992888716,18.44855139258129,1.0,1.0,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p1_da1b90f4,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.30000000000000004,0.8287456753856806,0.18611134544289532,0.1011709642698635,0.012176043919103874,0.0693671729167894,250,61,22,24.814846059052705,55.284679928887144,18.448551392581624,1.0,1.0,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828;validation_abs_corr_1.0000_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail2p0_hold18_3p0x_0p1_5e18fb88,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.8232444211792341,0.21398447288652034,0.0958964108875553,0.025822922008857274,0.06622627125136926,244,53,27,29.232851487229546,60.31220810538068,31.88015062821885,0.9983648746217775,0.9999999999999983,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9984_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_1.0000_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail2p0_hold18_2p0x_0p15_56095a3e,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.8232444211792321,0.21398447288652012,0.09589641088755507,0.025822922008857274,0.06622627125136926,244,53,27,29.23285148722952,60.312208105380556,31.880150628218857,0.9983648746217775,0.999999999999998,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9984_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_1.0000_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p125_c0b334c0,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.7907855900768481,0.3104633513479593,0.09934052134341842,0.028995229468097072,0.08848289704443335,232,45,26,26.764082012755114,44.15134281929708,22.30402266776698,0.734385007585677,0.6845366716159281,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold12_5p0x_0p1_559e4350,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.7907855900768481,0.3104633513479593,0.09934052134341842,0.028995229468097072,0.08848289704443335,232,45,26,26.764082012755114,44.15134281929708,22.30402266776698,0.734385007585677,0.6845366716159281,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p125_92888586,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.7903966446107409,0.30978658623693267,0.09934052134341842,0.028995229468097072,0.08848289704443335,232,45,26,26.705740192839023,44.15134281929708,22.30402266776698,0.7343957407350458,0.6845366716159281,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail3p0_hold12_5p0x_0p1_1b982013,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.7903966446107409,0.30978658623693267,0.09934052134341842,0.028995229468097072,0.08848289704443335,232,45,26,26.705740192839023,44.15134281929708,22.30402266776698,0.7343957407350458,0.6845366716159281,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_adx20_4p0x_0p1_def286e6,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.7862054475553174,0.23210050012724737,0.10422726228495938,0.016342806254864284,0.07028016499641876,372,92,30,15.598151890272,28.32262562091287,13.619005212386902,0.7290062781462021,0.7686937397269791,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7290_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7687_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_none_4p0x_0p1_377fe0d7,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.7846048407339868,0.2849095726341322,0.1015475055007451,0.016342806254864284,0.072536424301332,370,92,30,19.250646799603526,27.594430842593773,13.619005212386902,0.72955979288278,0.7677700971202813,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7296_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7678_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool12_none_2p0x_0p15_cc327ac3,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.7789118213067883,0.16908130388050369,0.0907796427870986,0.01665578000731549,0.05180444980925325,230,59,26,24.504536794275896,51.28793377802181,21.353564111942937,0.9103471219541229,0.9208713341933273,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9103_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9209_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool12_none_3p0x_0p1_2bceab04,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.7789118213067847,0.16908130388050369,0.09077964278709816,0.016655780007315935,0.05180444980925325,230,59,26,24.504536794275893,51.28793377802155,21.353564111943502,0.9103471219541229,0.9208713341933273,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9103_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9209_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_adx20_3p0x_0p15_2ba33ec4,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.44999999999999996,0.7557852015106984,0.15973127582852764,0.11027761920021417,0.014143708519347653,0.10792945947857602,244,63,26,14.547475029920554,38.89863111118666,12.088639760126199,0.9397298480177602,0.9770600541370803,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9397_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9771_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_none_2p0x_0p15_5ee15f39,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.7425875663331079,0.16217934683512492,0.09218231159112289,0.01665578000731549,0.06690720070251077,246,63,26,21.97552125137194,48.77370983657296,21.353564111942937,0.9650737061007378,0.9820049262593054,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9651_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9820_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_none_3p0x_0p1_5c607f19,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.7425875663331056,0.16217934683512492,0.09218231159112267,0.016655780007315935,0.066907200702511,246,63,26,21.975521251371937,48.773709836572834,21.353564111943502,0.9650737061007378,0.9820049262593054,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9651_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9820_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold12_3p0x_0p15_f85ad5d9,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.44999999999999996,0.7298343599985486,0.2799456242286893,0.08951836395012358,0.026193360698671286,0.07983865901599951,232,45,26,26.814714964433843,44.20659948154252,22.387487776642125,0.7343850075856849,0.6845366716159283,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail3p0_hold12_3p0x_0p15_3e387b21,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.44999999999999996,0.7294544721925333,0.27935071992446936,0.08951836395012358,0.026193360698671286,0.07983865901599951,232,45,26,26.75773179353155,44.20659948154252,22.387487776642125,0.7343957407350474,0.6845366716159283,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold18_cool0_adx20_3p0x_0p15_e92f3de1,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.44999999999999996,0.7262765378320092,0.16077832289342342,0.1050259157312654,0.024044766982457055,0.08614850921231099,342,94,30,10.446934560976182,24.828821685878346,17.810938505523747,0.8246167188084059,0.8503655974307046,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8246_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8504_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool12_none_3p0x_0p15_9eb0e26f,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.44999999999999996,0.7175474572586076,0.30562484346455676,0.08662476191355828,0.04335214032002033,0.09362607524450084,208,49,20,32.65222686587145,39.28560631000376,48.16904480002259,0.8343912064905414,0.782575886849635,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8344_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7826_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_adx20_3p0x_0p15_feb660b6,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.44999999999999996,0.7122062355632156,0.1716682652727517,0.10576205579196629,0.013039908927900523,0.114559975539409,248,61,22,15.382461045945494,38.52898207357607,13.1716251796975,0.7853179716225256,0.6000765235290684,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7853_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_adx20_4p0x_0p1_b91a1902,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6870015517663943,0.14612611830794897,0.09839252245540675,0.012667616826911976,0.09619577510917743,244,63,26,14.971938351224278,39.04465176801855,12.18040079510767,0.939729848017762,0.9770600541370799,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9397_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9771_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_adx20_2p0x_0p15_a7f035e1,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.683612671092459,0.21522229166806328,0.0753689639211701,0.02124098968181576,0.07048374853425154,210,51,24,34.162268518740206,49.260760732790914,29.501374558077448,0.8556696583074749,0.8214942675553147,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8557_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8215_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool0_adx20_3p0x_0p1_8a3a1aa2,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.6836126710924587,0.21522229166806306,0.0753689639211701,0.02124098968181598,0.07048374853425154,210,51,24,34.16226851874016,49.26076073279091,29.501374558077746,0.8556696583074749,0.8214942675553147,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8557_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8215_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool6_adx20_3p0x_0p15_ee603b40,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.44999999999999996,0.6668486744673229,0.2854567676093258,0.08591674381102465,0.04484466962314282,0.10884103103370135,208,51,22,30.497517906979258,37.43648967800638,45.29764608398265,0.8437838726812852,0.8067366088425286,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8438_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8067_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool12_none_4p0x_0p1_04c979bc,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6646194410366272,0.27276122571078054,0.0773667320282807,0.03855603049874201,0.08349654481867963,208,49,20,32.78380116716112,39.47282246340852,48.195038123427516,0.8343912064905373,0.7825758868496344,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8344_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7826_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold18_cool0_adx20_4p0x_0p1_f85f64f5,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6548741872693504,0.14583112860108316,0.0935717915033818,0.02141597952280172,0.07674397311011005,342,94,30,10.660170219377422,24.88611476153771,17.846649602334768,0.8246167188084084,0.8503655974307054,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8246_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8504_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_adx20_4p0x_0p1_c04d6a79,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.4,0.6512934676172382,0.15843817249475278,0.0946006148658507,0.011779138544047774,0.10233435888554743,248,61,22,15.971589969229111,38.77074379747979,13.385384709145196,0.7853179716225239,0.6000765235290686,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7853_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold18_3p0x_0p1_ff6828e8,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.6511882196841458,0.23948832625926975,0.07381944628274462,0.032164342607933216,0.07949712456351465,236,49,23,33.82603478238273,50.2173103964249,46.61498928685973,0.9686421082578017,0.9363490594519971,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9686_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9363_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold18_2p0x_0p15_fb50ee3d,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.6511882196841429,0.2394883262592684,0.0738194462827444,0.032164342607933216,0.07949712456351465,236,49,23,33.82603478238255,50.21731039642476,46.61498928685974,0.9686421082578017,0.9363490594519969,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9686_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9363_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold18_cool0_none_2p0x_0p15_9c252c31,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.6433573408458627,0.10672955033588782,0.0863507173019662,0.020304038212809905,0.05177408209802936,352,94,30,10.106964993928772,30.620821738285887,22.56004245867767,0.8370076256559829,0.8490869491434345,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8370_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8491_above_0.75,False,False,False
