selection_rank,model_id,source_artifact_kind,symbol,timeframe,family,side,notional_fraction,monitoring_score_train_validation_only,train_return,validation_return,locked_oos_return,validation_mdd,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,max_abs_corr_to_prior_train_validation,max_abs_corr_to_prior_validation,nearest_prior_model_id_train_validation,correlation_decision,correlation_rejection_reasons,ready_for_paper,ready_for_real,real_money_execution
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold18_cool0_none_3p0x_0p1_93d755d3,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.6433573408458603,0.1067295503358876,0.08635071730196597,0.02030403821281035,0.051774082098029583,352,94,30,10.106964993928747,30.6208217382858,22.56004245867816,0.8370076256559831,0.8490869491434343,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8370_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8491_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail2p0_hold18_3p0x_0p1_96d23673,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.6384834866365231,0.22791111925220875,0.07381944628274462,0.032164342607933216,0.07949712456351465,238,49,23,31.92032482523932,50.2173103964249,46.61498928685973,0.9669939350086408,0.9363490594519971,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9670_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9363_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail2p0_hold18_2p0x_0p15_e4835679,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.6384834866365203,0.22791111925220764,0.0738194462827444,0.032164342607933216,0.07949712456351465,238,49,23,31.920324825239167,50.21731039642476,46.61498928685974,0.9669939350086408,0.9363490594519969,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9670_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9363_above_0.75,False,False,False
4,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6375613836535556,0.24293293090049795,0.0859147081079703,0.012826162289531373,0.06831475257674935,410,99,32,14.81298359149378,21.69563336059856,10.020439288696386,0.674665190101603,0.7311599263356451,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,selected_corr_diversified_paper_monitor,,True,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_none_3p0x_0p1_59a8ac16,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.6188226576117477,0.21358588254046107,0.07629906316204127,0.012334253026742292,0.05440482850909634,370,92,30,19.241971400041535,27.644588102188862,13.70472558526921,0.8786032605939735,0.924128048460295,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8786_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8;validation_abs_corr_0.9241_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_none_2p0x_0p15_99448b7f,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.6188226576117474,0.21358588254046063,0.07629906316204127,0.012334253026741848,0.05440482850909634,370,92,30,19.241971400041496,27.64458810218887,13.70472558526872,0.8786032605939738,0.9241280484602951,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8786_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8;validation_abs_corr_0.9241_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool6_adx20_4p0x_0p1_d29a687c,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6187963375236019,0.25542583242718586,0.0768244043940518,0.03987795606233635,0.09717351629324678,208,51,22,30.700220243652147,37.65902176179009,45.31585916174585,0.8437838726812875,0.8067366088425276,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8438_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.8067_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p125_09855687,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.6173299233031938,0.2470105493669983,0.09112800585780478,0.051460508324018495,0.11979628291814637,244,59,32,20.246766341557237,30.890849443323656,32.16281770251156,0.9237964262694338,0.9084468827948341,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9238_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_5p0x_0p1_9ba7d42a,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.6173299233031938,0.2470105493669983,0.09112800585780478,0.051460508324018495,0.11979628291814637,244,59,32,20.246766341557237,30.890849443323656,32.16281770251156,0.9237964262694338,0.9084468827948341,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9238_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_adx20_2p0x_0p15_07b26490,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.614838204934646,0.17597511028478663,0.07826407156504134,0.012334253026741848,0.052678447318764254,372,92,30,15.768379057776581,28.356547668493242,13.70472558526872,0.8741353773936973,0.9232632001915088,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8741_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8;validation_abs_corr_0.9233_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_adx20_3p0x_0p1_990b654b,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.6148382049346393,0.1759751102847884,0.07826407156504045,0.012334253026742292,0.05267844731876459,372,92,30,15.768379057776736,28.356547668492908,13.70472558526921,0.8741353773936972,0.923263200191509,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8741_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8;validation_abs_corr_0.9233_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_adx20_4p0x_0p1_200ca6b9,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.6101768209752704,0.172376278333348,0.08611935274357663,0.012826162289531373,0.0683147525767498,412,99,32,10.459725627023543,21.747311298882988,10.020439288696386,0.9950710406686364,0.9990733354588369,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9951_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_b27a86b8;validation_abs_corr_0.9991_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p125_6573a062,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.605729496018829,0.22763243766150087,0.09112800585780478,0.051460508324018495,0.11979628291814637,246,59,32,18.50670224890251,30.890849443323656,32.16281770251156,0.9221848183666287,0.9084468827948341,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9222_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_5p0x_0p1_c28e80e1,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.5,0.605729496018829,0.22763243766150087,0.09112800585780478,0.051460508324018495,0.11979628291814637,246,59,32,18.50670224890251,30.890849443323656,32.16281770251156,0.9221848183666287,0.9084468827948341,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9222_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail3p0_hold18_3p0x_0p15_ed6820f0,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.44999999999999996,0.5739322443253795,0.22530822540985906,0.08255947673729058,0.04646089678948795,0.10813136748527619,244,59,32,20.51987480964108,31.095848111973858,32.26451165936663,0.9237964262694297,0.9084468827948353,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9238_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
5,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.30000000000000004,0.5676156971086295,0.11639687680058386,0.08333447331241417,0.014278695722198309,0.09772198994004588,250,59,29,15.519583573411179,47.08162334034698,16.412293933561273,0.22895343277826377,0.24298724197439758,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x-0p005_hold48_cool0_none_3p0x_0p15_d6eac828,selected_corr_diversified_paper_monitor,,True,False,False
,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_2p0x_0p15_5f977da5,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.3,0.5676156971086266,0.11639687680058253,0.08333447331241395,0.014278695722198309,0.09772198994004588,250,59,29,15.519583573411003,47.081623340346866,16.412293933561276,1.0,1.0,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_1.0000_above_0.70_to_debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_adx20_4p0x_0p1_c05661f5,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.4,0.566796805586977,0.20126810306722853,0.08425522375827188,0.012667616826911976,0.11681185992867515,250,65,26,20.126810306722852,32.40585529164303,12.18040079510767,0.9704205446149863,0.9850680114019869,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9704_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9851_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail2p0_hold12_3p0x_0p1_b5d9c18f,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.5644978408058383,0.09288826095304525,0.07577996458544467,0.030449421600885707,0.05353806340624312,286,57,26,10.826137640215064,44.31576876341793,39.03772000113552,0.8320159306355146,0.8154883059332683,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8320_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.8155_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail2p0_hold12_2p0x_0p15_ce11185e,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.5644978408058361,0.09288826095304481,0.07577996458544445,0.030449421600885707,0.05353806340624312,286,57,26,10.826137640215013,44.315768763417815,39.03772000113552,0.8320159306355147,0.8154883059332682,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8320_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.8155_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold12_3p0x_0p1_9ed17b35,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.5642347161492938,0.09254961952007257,0.07577996458544467,0.030449421600885707,0.05353806340624312,286,57,26,10.786668941733398,44.31576876341793,39.03772000113552,0.8320257160298721,0.8154883059332683,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8320_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.8155_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold12_2p0x_0p15_67a10879,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.5642347161492919,0.09254961952007235,0.07577996458544445,0.030449421600885707,0.05353806340624312,286,57,26,10.786668941733375,44.315768763417815,39.03772000113552,0.8320257160298722,0.8154883059332682,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8320_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.8155_above_0.75,False,False,False
6,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold24_cool0_trend_strength2_3p0x_0p15_c6ebae40,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,2h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.44999999999999996,0.5636540017555234,0.170562319511794,0.07892078566447691,0.02367768700711137,0.0918977085578504,208,45,22,18.22247003331133,38.97322748863058,23.91685556273876,0.32737961211769073,0.3497854342961281,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,selected_corr_diversified_paper_monitor,,True,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p0_trail2p0_hold18_3p0x_0p15_be9815a7,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.44999999999999996,0.5624952302336995,0.2081638522434921,0.08255947673729058,0.04646089678948795,0.10813136748527619,246,59,32,18.80432269588908,31.095848111973858,32.26451165936663,0.9221848183666251,0.9084468827948353,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9222_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26;validation_abs_corr_0.9084_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_none_3p0x_0p1_7865a8ae,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.30000000000000004,0.5594257633983734,0.10718320137654569,0.08333447331241417,0.016427241454975983,0.09772198994004588,250,59,29,14.291093516872754,47.08162334034698,18.88188672985745,0.9974437502944392,1.0,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9974_above_0.70_to_debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_none_2p0x_0p15_3a8c496f,alpha_zoo_debounced_efficiency_repair_discovery,ETHUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,long_short,0.3,0.5594257633983714,0.10718320137654547,0.08333447331241395,0.016427241454975983,0.09772198994004588,250,59,29,14.291093516872728,47.081623340346866,18.881886729857452,0.9974437502944391,1.0,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9974_above_0.70_to_debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p1_236cf336;validation_abs_corr_1.0000_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool12_none_3p0x_0p1_6945c0fc,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.5562771254969338,0.20574262498222007,0.058551175412482115,0.02894652053697233,0.06303138728939961,208,49,20,32.971574516381416,39.83073157311707,48.24420089495388,0.8343912064905414,0.7825758868496323,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8344_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7826_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold36_cool12_none_2p0x_0p15_06dfa05d,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.5562771254969335,0.20574262498221985,0.058551175412482115,0.02894652053697211,0.06303138728939961,208,49,20,32.97157451638138,39.830731573117085,48.244200894953515,0.8343912064905414,0.7825758868496325,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.8344_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.7826_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_adx20_2p0x_0p15_087c8689,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.3,0.5470312814479749,0.11547980041865213,0.07430889964519771,0.009643173033802244,0.07252638791994193,244,63,26,15.775929018941548,39.31687811915223,12.363042351028517,0.93972984801776,0.9770600541370796,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9397_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9771_above_0.75,False,False,False
,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool6_adx20_3p0x_0p1_98546977,alpha_zoo_debounced_efficiency_repair_discovery,SOLUSDT,1h,debounced_momentum_hysteresis_efficiency_repair,short_only,0.30000000000000004,0.5470312814479746,0.11547980041865213,0.07430889964519771,0.009643173033802688,0.07252638791994204,244,63,26,15.775929018941547,39.31687811915222,12.363042351029087,0.9397298480177598,0.9770600541370794,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.9397_above_0.70_to_debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_none_3p0x_0p15_1e40357d;validation_abs_corr_0.9771_above_0.75,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold12_3p0x_0p1_009ee0a3,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.30000000000000004,0.5455311546717995,0.18708789566702944,0.05987390931074499,0.017655028075666213,0.053631542506232255,232,45,26,26.880444779745606,44.35104393388517,22.634651379059243,0.7343850075856837,0.6845366716159307,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p005_trail2p0_hold12_2p0x_0p15_854256af,alpha_zoo_30m_plus_alpha_booster_discovery,SOLUSDT,2h,relative_strength_chandelier_breakout,long_short,0.3,0.545531154671796,0.18708789566702788,0.059873909310744766,0.017655028075666213,0.053631542506232366,232,45,26,26.880444779745385,44.35104393388501,22.634651379059246,0.7343850075856837,0.6845366716159307,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,rejected_high_pnl_correlation_duplicate,train_validation_abs_corr_0.7344_above_0.70_to_a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p005_trail3p0_hold18_4p0x_0p125_9eeb8c26,False,False,False
