decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons
73,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_low_vol_q70_2p0x_0p15_f80a1626,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.1152020193659613,0.10694381219371785,-0.0120865157477692,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.922_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.275_not_above_10.000
74,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_none_3p0x_0p1_f05fbdff,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.24440690044603897,0.10712405897580823,-0.01396894371202817,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.460_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.980_not_above_10.000
75,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool2_none_2p0x_0p15_d7acaa38,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.24440690044603874,0.10712405897580779,-0.01396894371202817,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.460_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.980_not_above_10.000
76,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_none_2p0x_0p15_7dbc5991,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.1083989779368173,0.08078267045772569,-0.049992426846953486,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
77,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_none_3p0x_0p1_58353233,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.10839897793681708,0.08078267045772569,-0.049992426846953486,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
78,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_adx15_2p0x_0p15_35400822,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.09563144659088052,0.08078267045772569,-0.049992426846953486,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
79,a30fb_voladj_trend_4h_solusdt_lb6_z2p0_hold8_cool0_adx15_3p0x_0p1_96bbd1e8,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.09563144659087963,0.08078267045772569,-0.049992426846953486,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-79.353_not_above_10.000
80,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool2_low_vol_q70_3p0x_0p1_48e467da,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.10003419825425697,0.0961767361802337,-0.05268428624430688,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.719_not_above_10.000
81,a30fb_voladj_trend_4h_ethusdt_lb6_z2p0_hold8_cool2_low_vol_q70_2p0x_0p15_3aba1b0f,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.10003419825425763,0.09617673618023348,-0.05268428624430688,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.719_not_above_10.000
82,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold12_cool0_adx20_low_vol_q75_3p0x_0p15_122f98fe,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.2350909206369498,0.06809682723104693,-0.023689455948140203,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_20_below_30;locked_oos_trade_event_count_6_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.739_not_above_10.000
83,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p15_4fe8bbfc,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.2350909206369498,0.06809682723104693,-0.023689455948140203,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_20_below_30;locked_oos_trade_event_count_6_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.739_not_above_10.000
84,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool2_low_vol_q70_3p0x_0p15_e6291e56,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.125531604237326,0.09243889943179595,-0.06524526068878123,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.098_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-30.206_not_above_10.000
85,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold12_cool0_low_vol_q70_3p0x_0p15_af03bde6,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.10329029805572376,0.13690765141468852,-0.05128692779311539,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.7545_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_9.369_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-39.300_not_above_10.000
86,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_none_3p0x_0p1_6857fe86,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.2370544305434319,0.09024317636497647,-0.08831123184222045,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
87,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_none_2p0x_0p15_f729880e,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.23705443054343167,0.09024317636497647,-0.08831123184222045,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
88,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx15_2p0x_0p15_d5302f52,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.23474225928887127,0.09024317636497647,-0.08831123184222045,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
89,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_adx15_3p0x_0p1_45b1fe77,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.23474225928887105,0.09024317636497647,-0.08831123184222045,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-91.991_not_above_10.000
90,a30fb_voladj_trend_1h_ethusdt_lb6_z2p0_hold8_cool0_adx15_3p0x_0p1_8ef5eb09,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.10958653027520393,0.10028242515661723,-0.03177634454995559,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.877_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.150_not_above_10.000
91,a30fb_voladj_trend_1h_ethusdt_lb6_z2p0_hold8_cool0_adx15_2p0x_0p15_89dc9519,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.10958653027520371,0.10028242515661723,-0.03177634454995559,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.877_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.150_not_above_10.000
92,a30fb_voladj_trend_4h_ethusdt_lb6_z1p5_hold8_cool2_low_vol_q70_3p0x_0p15_2700a3b6,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.13173975634999446,0.11349296385461671,-0.06698036901343374,False,False,False,validation_mdd_0.1353_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-49.615_not_above_10.000
93,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool0_adx20_low_vol_q75_2p0x_0p15_6180d564,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.08797963895209482,0.08241047377359223,-0.05102819859469809,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.999_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-34.019_not_above_10.000
94,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool0_adx20_low_vol_q75_3p0x_0p1_02a4b63b,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.08797963895209482,0.08241047377359223,-0.05102819859469809,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.999_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-34.019_not_above_10.000
95,a30fb_voladj_trend_4h_ethusdt_lb6_z1p0_hold12_cool2_low_vol_q70_3p0x_0p15_db57ab8c,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,4h,0.7143869435299985,0.10764400284458131,-0.09361255121494005,False,False,False,validation_mdd_0.1624_above_0.12;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.009_not_above_10.000
96,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool2_adx20_low_vol_q75_2p0x_0p15_2f116699,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.12219657735830403,0.08019591965771089,-0.054510430096526674,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-37.854_not_above_10.000
97,a30fb_voladj_trend_4h_bnbusdt_lb6_z1p0_hold4_cool2_adx20_low_vol_q75_3p0x_0p1_48c5912d,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.1221965773583038,0.08019591965771089,-0.054510430096526674,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-37.854_not_above_10.000
98,a30fb_voladj_trend_1h_ethusdt_lb6_z1p5_hold8_cool0_adx15_3p0x_0p15_a93faa8a,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,ETHUSDT,1h,0.38166426335196135,0.11692604124374384,-0.06444436760621974,False,False,False,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.524_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-11.643_not_above_10.000
99,a30fb_voladj_trend_6h_solusdt_lb24_z1p0_hold8_cool2_none_3p0x_0p1_cb50b126,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.09666895110834939,0.07520738719012332,-0.0185640705147454,False,False,False,validation_trade_event_count_17_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-41.253_not_above_10.000
100,a30fb_voladj_trend_6h_solusdt_lb24_z1p0_hold8_cool2_none_2p0x_0p15_b21de25b,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.09666895110834894,0.07520738719012332,-0.01856407051474529,False,False,False,validation_trade_event_count_17_below_30;locked_oos_trade_event_count_15_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-41.253_not_above_10.000
189,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold8_cool2_adx20_low_vol_q75_3p0x_0p15_a70db3e2,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.2119379573622835,0.08164711132995706,0.0269858970717769,False,False,False,validation_mdd_0.1582_above_0.12
211,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool0_adx20_low_vol_q75_3p0x_0p15_2c3d91a0,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.2734065686710143,0.03886578589909706,0.010371921524480632,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
212,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool2_adx20_low_vol_q75_3p0x_0p15_0d0e37de,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.2734065686710143,0.03886578589909706,0.010371921524480632,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
240,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool0_adx20_low_vol_q75_3p0x_0p15_0c2b80b7,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.256027373331811,0.0411739147838619,0.004577617997604921,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
241,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool2_adx20_low_vol_q75_3p0x_0p15_a3867c45,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.25958126388370983,0.0411739147838619,0.004577617997604921,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
244,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold8_cool2_adx20_low_vol_q75_3p0x_0p1_e295f93a,paper_testnet_candidate_after_fill_preflight,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.1445403062026802,0.05546889503033259,0.018229983401978345,True,False,False,
245,a30fb_voladj_trend_6h_solusdt_lb6_z1p5_hold8_cool2_adx20_low_vol_q75_2p0x_0p15_f0c8eb5b,paper_testnet_candidate_after_fill_preflight,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.1445403062026791,0.05546889503033259,0.018229983401978345,True,False,False,
250,a30fb_donchian_atr_30m_ethusdt_lb12_atr0p5_hold8_3p0x_0p15_6d5fd55a,train_dominant_shadow_until_execution_efficiency,donchian_atr_volatility_breakout,ETHUSDT,30m,0.1529755231779606,0.07633487974566577,0.00202942362421088,False,False,False,train_return_per_turnover_proxy_bps_3.719_not_above_10.000;validation_return_per_turnover_proxy_bps_7.641_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.425_not_above_10.000
274,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool0_adx20_low_vol_q75_2p0x_0p15_2c0733c5,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.17670538087256205,0.026070460263037276,0.006954536153811475,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
275,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool0_adx20_low_vol_q75_3p0x_0p1_15babdd7,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.17670538087256205,0.026070460263037276,0.006954536153811475,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
276,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool2_adx20_low_vol_q75_2p0x_0p15_202112d3,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.17670538087256205,0.026070460263037276,0.006954536153811475,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
277,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold4_cool2_adx20_low_vol_q75_3p0x_0p1_096f1c65,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.17670538087256205,0.026070460263037276,0.006954536153811475,False,False,False,train_trade_event_count_71_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
290,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool0_adx20_low_vol_q75_2p0x_0p15_4b634ee0,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.1662101751835141,0.02767502958177248,0.003110728089799508,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
291,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool0_adx20_low_vol_q75_3p0x_0p1_6f84f176,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.1662101751835141,0.02767502958177248,0.003110728089799508,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
292,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool2_adx20_low_vol_q75_2p0x_0p15_6b541da8,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.16840785970241834,0.02767502958177248,0.003110728089799508,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
293,a30fb_voladj_trend_4h_bnbusdt_lb24_z1p5_hold8_cool2_adx20_low_vol_q75_3p0x_0p1_2316e01e,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.16840785970241834,0.02767502958177248,0.003110728089799508,False,False,False,train_trade_event_count_69_below_80;validation_trade_event_count_26_below_30;locked_oos_trade_event_count_8_below_20
332,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_low_vol_q70_3p0x_0p15_144859db,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.17448202025522286,0.035094263820031335,0.0031013449267609516,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.377_not_above_10.000
345,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool2_low_vol_q70_3p0x_0p15_b1f89590,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.1515916279644176,0.06914455823994126,0.028213348694228202,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1742_above_0.12
348,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p15_2f65923b,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.18586538576479672,0.032841644841804074,0.0031013449267609516,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.377_not_above_10.000
353,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool2_low_vol_q70_2p0x_0p15_15c83ddf,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.10564387168891431,0.046979872849371995,0.01916538470225526,False,False,False,locked_oos_trade_event_count_19_below_20
354,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool2_low_vol_q70_3p0x_0p1_2e1a5102,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.10564387168891409,0.04697987284937177,0.019165384702255484,False,False,False,locked_oos_trade_event_count_19_below_20
355,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_3p0x_0p15_ec826339,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.0889988737002041,0.04168801277105727,0.014828249322150988,False,False,False,locked_oos_trade_event_count_11_below_20
364,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_3p0x_0p1_ceb2bdc0,no_promotion_shadow_or_reject,donchian_atr_volatility_breakout,SOLUSDT,4h,0.041521270810103594,0.044946304866345654,0.010035287918122027,False,False,False,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9238_below_1.00
365,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_2p0x_0p15_4262b2e4,no_promotion_shadow_or_reject,donchian_atr_volatility_breakout,SOLUSDT,4h,0.04152127081010293,0.044946304866345654,0.010035287918121805,False,False,False,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9238_below_1.00
378,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_3p0x_0p15_98b5a9e1,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.07240709397871248,0.04168801277105727,0.016612508800623482,False,False,False,locked_oos_trade_event_count_11_below_20
404,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_2p0x_0p15_f1947726,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.11075263801255386,0.04316427870045225,0.0207753229167138,False,False,False,locked_oos_trade_event_count_19_below_20
405,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_3p0x_0p1_ff4736db,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.11075263801255342,0.04316427870045225,0.020775322916714023,False,False,False,locked_oos_trade_event_count_19_below_20
423,a30fb_voladj_trend_4h_solusdt_lb24_z1p0_hold12_cool0_low_vol_q70_3p0x_0p15_538c57a0,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,4h,0.15952027714154582,0.06329749726890044,0.030652541297524483,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1742_above_0.12
441,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_2p0x_0p15_b66b2649,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.05928711918479457,0.028012207084405993,0.009910058164889213,False,False,False,locked_oos_trade_event_count_11_below_20
442,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool2_low_vol_q70_3p0x_0p1_a3b3a69c,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.05928711918479457,0.028012207084405993,0.009910058164889213,False,False,False,locked_oos_trade_event_count_11_below_20
449,a30fb_donchian_atr_30m_ethusdt_lb12_atr0p5_hold8_3p0x_0p1_c8b080a8,train_dominant_shadow_until_execution_efficiency,donchian_atr_volatility_breakout,ETHUSDT,30m,0.10557789618796765,0.05152168244751887,0.0015700336255648484,False,False,False,train_return_per_turnover_proxy_bps_3.850_not_above_10.000;validation_return_per_turnover_proxy_bps_7.736_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.494_not_above_10.000
450,a30fb_donchian_atr_30m_ethusdt_lb12_atr0p5_hold8_2p0x_0p15_dd6d5130,train_dominant_shadow_until_execution_efficiency,donchian_atr_volatility_breakout,ETHUSDT,30m,0.10557789618796765,0.051521682447517314,0.0015700336255648484,False,False,False,train_return_per_turnover_proxy_bps_3.850_not_above_10.000;validation_return_per_turnover_proxy_bps_7.736_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_0.494_not_above_10.000
452,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_low_vol_q70_3p0x_0p1_6fa819a1,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.11565714434561447,0.02347651127150807,0.002120933332841579,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
453,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_low_vol_q70_2p0x_0p15_1ea8ea41,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.11565714434561425,0.02347651127150807,0.002120933332841579,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
458,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p15_cca555d7,paper_testnet_candidate_after_fill_preflight,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.1349142742436873,0.029576296641619093,0.011824956187697966,True,False,False,
459,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_3p0x_0p15_c555caef,paper_testnet_candidate_after_fill_preflight,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.13277671699059757,0.029576296641619093,0.011824956187697966,True,False,False,
460,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_2p0x_0p15_0ce85167,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.04850883212589885,0.028012207084405993,0.011093708647715417,False,False,False,locked_oos_trade_event_count_11_below_20
461,a30fb_voladj_trend_4h_bnbusdt_lb12_z2p0_hold4_cool0_low_vol_q70_3p0x_0p1_a0e2210d,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,BNBUSDT,4h,0.04850883212589863,0.028012207084405993,0.011093708647715417,False,False,False,locked_oos_trade_event_count_11_below_20
469,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_2p0x_0p15_63f1d28c,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.12290735798302266,0.021985848611739245,0.002120933332841579,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
470,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx20_low_vol_q75_3p0x_0p1_c9c4ba31,train_dominant_shadow_until_execution_efficiency,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.12290735798302266,0.021985848611739245,0.002120933332841579,False,False,False,locked_oos_return_per_turnover_proxy_bps_2.438_not_above_10.000
508,a30fb_donchian_atr_4h_solusdt_lb24_atr0p5_hold8_3p0x_0p15_58f3e37f,no_promotion_shadow_or_reject,donchian_atr_volatility_breakout,SOLUSDT,4h,0.05150948634759911,0.0665269259074952,0.014717221604055197,False,False,False,validation_trade_event_count_14_below_30;locked_oos_trade_event_count_9_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7743_below_1.00;validation_mdd_0.1327_above_0.12
512,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_2p0x_0p15_b3875185,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.09056259971007674,0.019860017961934595,0.007931809336055418,False,False,False,validation_return_0.0199_below_0.02
513,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_adx15_3p0x_0p1_566c20e6,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.09056259971007674,0.019860017961934595,0.007931809336055418,False,False,False,validation_return_0.0199_below_0.02
516,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_3p0x_0p1_d75d9e4e,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.089234770873726,0.019860017961934595,0.007931809336055418,False,False,False,validation_return_0.0199_below_0.02
517,a30fb_voladj_trend_4h_trxusdt_lb6_z1p5_hold12_cool2_none_2p0x_0p15_19dee726,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,TRXUSDT,4h,0.08923477087372556,0.019860017961934595,0.007931809336055418,False,False,False,validation_return_0.0199_below_0.02
531,a30fb_voladj_trend_6h_solusdt_lb12_z1p5_hold12_cool0_adx20_low_vol_q75_2p0x_0p15_769d3a48,no_promotion_shadow_or_reject,volatility_adjusted_trend_persistence,SOLUSDT,6h,0.09282887834720777,0.03522254102528821,0.016682660843551522,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_11_below_20;validation_mdd_0.1340_above_0.12
