decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,asset_group,universe_role,cross_asset_inputs,asset_diverse_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return
70,a30fb_asset_diverse_breadth_pullback_12h_ethusdt_fast6_slow30_z-0p25_hold6_5p0x_0p1_93733797,no_promotion_shadow_or_reject,breadth_regime_pullback_reclaim,ETHUSDT,12h,0.24852047497521856,0.21041183283542608,-0.0886294370209153,False,False,False,train_trade_event_count_44_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_8_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-221.574_not_above_10.000,crypto_major,promotion_eligible,"{""long_breadth_floor"": 0.6, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""short_breadth_ceiling"": 0.4}",2.3880675258353476,0.19787681970016768,0.010464359046864491,0.010464359046864491
71,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold8_4p0x_0p125_19a5c67d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6447819809734472,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.267659187987032,0.20806352917454363,0.01984826535718076,0.01984826535718076
72,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold8_5p0x_0p1_af300bae,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6447819809734472,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.267659187987032,0.20806352917454363,0.01984826535718076,0.01984826535718076
73,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold8_4p0x_0p125_228c9a10,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6447819809734472,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.267659187987032,0.20806352917454363,0.01984826535718076,0.01984826535718076
74,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold8_5p0x_0p1_cd988c77,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6447819809734472,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.267659187987032,0.20806352917454363,0.01984826535718076,0.01984826535718076
75,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail2p0_hold8_4p0x_0p125_37a4d907,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6118940394011927,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.264147880777864,0.20806352917454363,0.01984826535718076,0.01984826535718076
76,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail2p0_hold8_5p0x_0p1_0fad3426,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6118940394011927,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.264147880777864,0.20806352917454363,0.01984826535718076,0.01984826535718076
77,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail2p0_hold8_4p0x_0p125_d44fb917,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6118940394011927,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.264147880777864,0.20806352917454363,0.01984826535718076,0.01984826535718076
78,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail2p0_hold8_5p0x_0p1_ceb158d8,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6118940394011927,0.23204149466993562,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.264147880777864,0.20806352917454363,0.01984826535718076,0.01984826535718076
79,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold8_4p0x_0p125_5ba1747c,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6517854832263212,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.231914066835196,0.20806352917454363,0.017473234712458874,0.017473234712458874
80,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold8_5p0x_0p1_acff19e8,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6517854832263212,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.231914066835196,0.20806352917454363,0.017473234712458874,0.017473234712458874
81,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail3p0_hold8_4p0x_0p125_68e086b0,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6517854832263212,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.231914066835196,0.20806352917454363,0.017473234712458874,0.017473234712458874
82,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail3p0_hold8_5p0x_0p1_0d74b26d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6517854832263212,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.231914066835196,0.20806352917454363,0.017473234712458874,0.017473234712458874
83,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold8_4p0x_0p125_a2f2ae01,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6187575043873932,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.2283794526528844,0.20806352917454363,0.017473234712458874,0.017473234712458874
84,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold8_5p0x_0p1_1805227d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6187575043873932,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.2283794526528844,0.20806352917454363,0.017473234712458874,0.017473234712458874
85,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold8_4p0x_0p125_113a9e57,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6187575043873932,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.2283794526528844,0.20806352917454363,0.017473234712458874,0.017473234712458874
86,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold8_5p0x_0p1_fc89280c,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.6187575043873932,0.22917230676737455,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.2283794526528844,0.20806352917454363,0.017473234712458874,0.017473234712458874
87,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb36_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_7c636af0,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.21840590799156523,0.2115256025190293,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.2052029248749205,0.21757226593106505,-0.004966163883021957,-0.004966163883021957
88,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb36_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_5dda3d38,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.21840590799156523,0.2115256025190293,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.2052029248749205,0.21757226593106505,-0.004966163883021957,-0.004966163883021957
89,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb36_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_7d39914f,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.21840590799156523,0.2115256025190293,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.2052029248749205,0.21757226593106505,-0.004966163883021957,-0.004966163883021957
90,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb36_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_ac1834d9,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.21840590799156523,0.2115256025190293,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.2052029248749205,0.21757226593106505,-0.004966163883021957,-0.004966163883021957
91,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail2p0_hold12_4p0x_0p125_56a81e2b,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.22134342455307854,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1932243905110966,0.12920182156235116,0.06224925298669448,0.06224925298669448
92,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail2p0_hold12_5p0x_0p1_71aaeede,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.22134342455307854,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1932243905110966,0.12920182156235116,0.06224925298669448,0.06224925298669448
93,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail2p0_hold12_4p0x_0p125_78c29914,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.22134342455307854,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1932243905110966,0.12920182156235116,0.06224925298669448,0.06224925298669448
94,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail2p0_hold12_5p0x_0p1_4fd8f22b,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.22134342455307854,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1932243905110966,0.12920182156235116,0.06224925298669448,0.06224925298669448
95,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold12_4p0x_0p125_cf3dc15e,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2156498343364348,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1919975880511435,0.12920182156235116,0.06224925298669448,0.06224925298669448
96,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold12_5p0x_0p1_bea202d2,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2156498343364348,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1919975880511435,0.12920182156235116,0.06224925298669448,0.06224925298669448
97,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold12_4p0x_0p125_2dc0833d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2156498343364348,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1919975880511435,0.12920182156235116,0.06224925298669448,0.06224925298669448
98,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold12_5p0x_0p1_99af6554,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2156498343364348,0.1994937914258217,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1919975880511435,0.12920182156235116,0.06224925298669448,0.06224925298669448
99,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_04df03d4,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2126475888845376,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7980_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1861511877040405,0.1609455297166391,0.09089306294673594,0.09089306294673594
100,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_3567bfe6,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2126475888845376,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7980_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.1861511877040405,0.1609455297166391,0.09089306294673594,0.09089306294673594
101,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_d6231203,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2126475888845376,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7980_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1861511877040405,0.1609455297166391,0.09089306294673594,0.09089306294673594
102,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_7910f64f,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2126475888845376,0.2664674248269061,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7980_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_8.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.1861511877040405,0.1609455297166391,0.09089306294673594,0.09089306294673594
