decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,asset_group,universe_role,cross_asset_inputs,asset_diverse_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return
136,a30fb_asset_diverse_breadth_pullback_12h_ethusdt_fast8_slow40_z-0p5_hold6_5p0x_0p1_be98307f,no_promotion_shadow_or_reject,breadth_regime_pullback_reclaim,ETHUSDT,12h,0.3024730564539426,0.17643040138296207,-0.009869906561288722,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_9_below_30;locked_oos_trade_event_count_4_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-49.350_not_above_10.000,crypto_major,promotion_eligible,"{""long_breadth_floor"": 0.6, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""short_breadth_ceiling"": 0.4}",2.020945344150938,0.19590360152883513,-0.016283252363299194,-0.016283252363299194
137,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail2p0_hold8_4p0x_0p125_2d09f1e4,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2715932601509492,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.016787165156858,0.1916391727370732,0.02299545389821045,0.02299545389821045
138,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail2p0_hold8_5p0x_0p1_7ce97bb4,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2715932601509492,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.016787165156858,0.1916391727370732,0.02299545389821045,0.02299545389821045
139,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail2p0_hold8_4p0x_0p125_403b2cf7,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2715932601509492,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.016787165156858,0.1916391727370732,0.02299545389821045,0.02299545389821045
140,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail2p0_hold8_5p0x_0p1_279b8503,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2715932601509492,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.195_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.016787165156858,0.1916391727370732,0.02299545389821045,0.02299545389821045
141,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold8_4p0x_0p125_f24d6480,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2577865578181111,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.793_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.015242054482653,0.1916391727370732,0.02299545389821045,0.02299545389821045
142,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold8_5p0x_0p1_d4a6c7cf,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2577865578181111,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.793_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.015242054482653,0.1916391727370732,0.02299545389821045,0.02299545389821045
143,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold8_4p0x_0p125_66566585,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2577865578181111,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.793_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.015242054482653,0.1916391727370732,0.02299545389821045,0.02299545389821045
144,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold8_5p0x_0p1_e3b72985,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2577865578181111,0.21904145639704953,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.793_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.015242054482653,0.1916391727370732,0.02299545389821045,0.02299545389821045
145,a30fb_asset_diverse_breadth_pullback_12h_ethusdt_fast8_slow40_z-0p25_hold6_4p0x_0p125_868344a5,no_promotion_shadow_or_reject,breadth_regime_pullback_reclaim,ETHUSDT,12h,0.2547104196089083,0.17492252768751526,-0.009869906561288722,False,False,False,train_trade_event_count_36_below_80;validation_trade_event_count_9_below_30;locked_oos_trade_event_count_4_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-49.350_not_above_10.000,crypto_major,promotion_eligible,"{""long_breadth_floor"": 0.6, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""short_breadth_ceiling"": 0.4}",2.007374480891917,0.194370768323475,-0.016283252363299194,-0.016283252363299194
146,a30fb_asset_diverse_breadth_pullback_12h_ethusdt_fast8_slow40_z-0p25_hold6_5p0x_0p1_c972afe8,no_promotion_shadow_or_reject,breadth_regime_pullback_reclaim,ETHUSDT,12h,0.2547104196089083,0.17492252768751526,-0.009869906561288722,False,False,False,train_trade_event_count_36_below_80;validation_trade_event_count_9_below_30;locked_oos_trade_event_count_4_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-49.350_not_above_10.000,crypto_major,promotion_eligible,"{""long_breadth_floor"": 0.6, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""short_breadth_ceiling"": 0.4}",2.007374480891917,0.194370768323475,-0.016283252363299194,-0.016283252363299194
147,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_058ea1fb,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.4408167435157957,0.22149920872369555,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9907974634921248,0.2892716433719844,-0.0525664509854854,-0.0525664509854854
148,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_b2d66e83,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.4408167435157957,0.22149920872369555,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9907974634921248,0.2892716433719844,-0.0525664509854854,-0.0525664509854854
149,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_4p0x_0p125_2a42c419,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.4408167435157957,0.22149920872369555,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9907974634921248,0.2892716433719844,-0.0525664509854854,-0.0525664509854854
150,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p015_breadth0p4_adx18p0_trail3p0_hold18_5p0x_0p1_e335a168,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.4408167435157957,0.22149920872369555,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9907974634921248,0.2892716433719844,-0.0525664509854854,-0.0525664509854854
151,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold8_4p0x_0p125_889ef854,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.276283031069571,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.319_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.986172301582741,0.1916391727370732,0.020613094056113113,0.020613094056113113
152,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx18p0_trail3p0_hold8_5p0x_0p1_3704944a,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.276283031069571,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.319_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.986172301582741,0.1916391727370732,0.020613094056113113,0.020613094056113113
153,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold8_4p0x_0p125_2e2b7270,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.276283031069571,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.319_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.986172301582741,0.1916391727370732,0.020613094056113113,0.020613094056113113
154,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx18p0_trail3p0_hold8_5p0x_0p1_548d3d05,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.276283031069571,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_7.319_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.986172301582741,0.1916391727370732,0.020613094056113113,0.020613094056113113
155,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_2p0x_0p15_80ae7c6d,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.22266396539281064,0.18456356532139795,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9847505134011678,0.16007628564181586,0.021108335704005166,0.021108335704005166
156,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_2p0x_0p15_d3d43e46,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.22266396539281064,0.18456356532139795,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9847505134011678,0.16007628564181586,0.021108335704005166,0.021108335704005166
157,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_3p0x_0p1_e285e342,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.22266396539281175,0.1845635653213975,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9847505134011625,0.16007628564181564,0.021108335704005166,0.021108335704005166
158,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold18_3p0x_0p1_6af10069,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,0.22266396539281175,0.1845635653213975,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9847505134011625,0.16007628564181564,0.021108335704005166,0.021108335704005166
159,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold8_4p0x_0p125_7f2caa3c,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2624254081529944,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.915_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9846195120748298,0.1916391727370732,0.020613094056113113,0.020613094056113113
160,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold8_5p0x_0p1_2ad6e005,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2624254081529944,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.915_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9846195120748298,0.1916391727370732,0.020613094056113113,0.020613094056113113
161,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail3p0_hold8_4p0x_0p125_0b970abd,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2624254081529944,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.915_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9846195120748298,0.1916391727370732,0.020613094056113113,0.020613094056113113
162,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail3p0_hold8_5p0x_0p1_083d7269,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,0.2624254081529944,0.21620254308565112,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.915_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9846195120748298,0.1916391727370732,0.020613094056113113,0.020613094056113113
163,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold12_4p0x_0p125_983df0f2,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2044118494764573,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9786623680461162,0.11171266077582565,0.06224925298669448,0.06224925298669448
164,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail2p0_hold12_5p0x_0p1_3a9d022a,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2044118494764573,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9786623680461162,0.11171266077582565,0.06224925298669448,0.06224925298669448
165,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold12_4p0x_0p125_f94f2409,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2044118494764573,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9786623680461162,0.11171266077582565,0.06224925298669448,0.06224925298669448
166,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top2_mom0p005_breadth0p4_adx12p0_trail2p0_hold12_5p0x_0p1_ccf034a0,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.2044118494764573,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",1.9786623680461162,0.11171266077582565,0.06224925298669448,0.06224925298669448
167,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold12_4p0x_0p125_0f9897c4,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.1987971899260501,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9774593126464146,0.11171266077582565,0.06224925298669448,0.06224925298669448
168,a30fb_asset_diverse_rank_chandelier_2h_avaxusdt_lb12_top1_mom0p005_breadth0p4_adx12p0_trail3p0_hold12_5p0x_0p1_62fa5f95,no_promotion_shadow_or_reject,cross_asset_rank_chandelier_breakout,AVAXUSDT,2h,0.1987971899260501,0.18091594344497142,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",1.9774593126464146,0.11171266077582565,0.06224925298669448,0.06224925298669448
