shadow_rank,model_id,profile_id,source_profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,target_train_rows,target_validation_rows,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,donor_symbol,donor_asset_group,donor_model_id,donor_selection_score,donor_quality_score,donor_train_return,donor_validation_return,donor_train_return_per_turnover_proxy_bps,donor_validation_return_per_turnover_proxy_bps,shadow_validation_score,primary_shadow_selected,oracle_shadow_selected,shadow_multiplier,weighted_notional_fraction,promotion_status,ready_for_paper,ready_for_real,real_money_execution,real_execution_allowed,rejection_reasons
93,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_30m_qntxusdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_e7dc1aa5,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,QNTXUSDT,tradfi_premarket,volatility_adjusted_trend_persistence,30m,long_only,6,1.5,0.45,24,15,5,0.5,0,39,0.0,0.0,0.0,0.0,0,0,,,NVDAUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_nvdausdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_8ddb0442,46.54759053124732,-0.9914094687526736,0.01811687845191856,0.04843861187467291,25.88125493131223,10.645848763664375,-28.5,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_0_below_30;validation_return_0.0000_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_missing_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
94,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_disusdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_d85cd2ff,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,DISUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,6,0.3,0.5,30,3,9,0.9,0,88,0.0,-0.03799025315947546,0.0,0.04801213304321428,0,4,,-105.52848099854295,AMZNUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_amznusdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_f2288761,63.45048160967535,-1.63751839032465,0.007448487776891,0.10988149068821951,9.195663922087654,71.81796777007811,-29.31025912941864,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_4_below_30;validation_return_-0.0380_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-105.528_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
95,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_2h_babausdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_f8955c55,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,BABAUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.4,0.6,72,0,1,0.1,0,476,0.0,-0.012021442695696605,0.0,0.01542824820046762,0,11,,-109.28584268815095,AMZNUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_amznusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_537966e8,67.36537429472696,1.8893742947269576,0.003478296864790398,0.02456977734618171,21.739355404939985,144.52810203636298,-29.49982238010061,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_11_below_30;validation_return_-0.0120_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-109.286_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
96,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_2h_uberusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_7d8b2989,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,UBERUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.4,0.6,72,0,1,0.1,0,176,0.0,-0.005806777034785493,0.0,0.008062153191917942,0,4,,-145.1694258696373,AMZNUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_amznusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_537966e8,67.06537429472696,1.8893742947269576,0.003478296864790398,0.02456977734618171,21.739355404939985,144.52810203636298,-36.61587103228762,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_4_below_30;validation_return_-0.0058_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-145.169_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
97,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_2h_jpmusdt_lb12_th0p25_exit0p65_hold72_cool15_lev2_long_short_8a811bc8,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,JPMUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,12,0.25,0.65,72,15,2,0.2,0,140,0.0,-0.009307121412036823,0.0,0.01595655919752692,0,3,,-155.11869020061368,PAYPUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_paypusdt_lb12_th0p25_exit0p65_hold72_cool15_lev2_long_short_b6fccdcf,63.264520369463185,-0.3754796305368193,0.007500885651985811,0.03089978489774703,125.01476086643017,102.99928299249011,-38.694192818494635,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_3_below_30;validation_return_-0.0093_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-155.119_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
98,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_1h_cohrusdt_lb72_th0p8_exit0p05_hold18_cool12_lev2_long_short_7755cb0c,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,COHRUSDT,tradfi_equity,volatility_adjusted_trend_persistence,1h,long_short,72,0.8,0.05,18,12,2,0.2,0,87,0.0,-0.003798465619074265,0.0,0.009191091851586952,0,1,,-189.92328095371323,NVDAUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_1h_nvdausdt_lb72_th0p8_exit0p05_hold18_cool12_lev2_long_short_ac3b46f6,51.96215628320381,-13.124843716796189,0.0023299163550334345,-0.0023868934450612667,23.299163550334345,-3.729521007908229,-46.565468663175984,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.0038_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-189.923_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
99,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_1h_beusdt_lb12_th0p3_exit0p6_hold18_cool0_lev4_long_only_ace62356,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,BEUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,12,0.3,0.6,18,0,4,0.4,0,87,0.0,-0.04089633601700138,0.0,0.04643787691367296,0,5,,-204.4816800850069,COINUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_coinusdt_lb12_th0p3_exit0p6_hold18_cool0_lev4_long_only_6a5598a3,63.73753364389856,3.150533643898554,0.10668857276316879,0.1092449903407331,56.749240831472754,39.58151823939605,-49.13064695978759,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_5_below_30;validation_return_-0.0409_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-204.482_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
100,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_nbisusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_61614988,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,NBISUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0,172,0.0,-0.14679168754587935,0.0,0.15265011641491577,0,11,,-222.41164779678684,PLTRUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,63.817159875949635,-1.3548401240503634,0.012887205130036161,0.15362737365633428,2.06525723237759,32.82636189237911,-54.626813613331095,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_11_below_30;validation_return_-0.1468_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-222.412_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
101,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_liteusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_3d6d1042,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,LITEUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,12,0.2,0.39999999999999997,54,12,4,0.4,0,88,0.0,-0.020374599583975694,0.0,0.046855919712683325,0,2,,-254.68249479969617,COINUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_coinusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_ecb6327f,62.79992296277356,2.2119229627735537,0.09197936486575498,0.04535095836509617,328.4977316634106,125.97488434748936,-59.8894470060266,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.0204_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-254.682_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
102,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_1h_cohrusdt_lb6_th0p3_exit0p5_hold72_cool12_lev4_long_only_ab95f598,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,COHRUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,6,0.3,0.5,72,12,4,0.4,0,87,0.0,-0.02481084918622467,0.0,0.04223088730729341,0,2,,-310.13561482780835,INTCUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_intcusdt_lb6_th0p3_exit0p5_hold72_cool12_lev4_long_only_b3059cfe,67.86331539207536,4.276315392075358,0.03887366891650634,0.34703302161616456,32.39472409708862,299.16639794496945,-71.0304271422639,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.0248_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-310.136_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
103,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_flncusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_0e47e5ee,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,FLNCUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,12,0.2,0.39999999999999997,54,12,4,0.4,0,70,0.0,-0.014125387986127835,0.0,0.07477294338229323,0,1,,-353.13469965319587,COINUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_coinusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_ecb6327f,62.78192296277356,2.2119229627735537,0.09197936486575498,0.04535095836509617,328.4977316634106,125.97488434748936,-79.59219271893578,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.0141_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-353.135_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
104,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_spcxusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_81f2d4a9,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,SPCXUSDT,tradfi_premarket,cross_sectional_momentum_rank,4h,long_only,12,0.2,0.39999999999999997,54,12,4,0.4,0,54,0.0,-0.015379356673750677,0.0,0.029304240397824977,0,1,,-384.4839168437669,COINUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_coinusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_ecb6327f,54.76592296277356,2.2119229627735537,0.09197936486575498,0.04535095836509617,328.4977316634106,125.97488434748936,-85.72170522691869,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.0154_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-384.484_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
105,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_usarusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_7ddcdbe7,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,USARUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,12,0.2,0.39999999999999997,54,12,4,0.4,0,142,0.0,-0.05698543287218871,0.0,0.11211073460705323,0,3,,-474.8786072682392,COINUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_coinusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_ecb6327f,62.85392296277356,2.2119229627735537,0.09197936486575498,0.04535095836509617,328.4977316634106,125.97488434748936,-103.69789051785536,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_3_below_30;validation_return_-0.0570_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-474.879_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
106,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_2h_wmtusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_a3269a6e,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,WMTUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.4,0.6,72,0,1,0.1,0,140,0.0,-0.015339572927762113,0.0,0.015944805632724823,0,3,,-511.3190975920703,AMZNUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_amznusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_537966e8,67.02937429472696,1.8893742947269576,0.003478296864790398,0.02456977734618171,21.739355404939985,144.52810203636298,-110.02471993204503,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_3_below_30;validation_return_-0.0153_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-511.319_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
107,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_30m_wmtusdt_lb72_th0p9_exit0p2_hold66_cool0_lev2_long_only_9117fe3b,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,WMTUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,72,0.9,0.2,66,0,2,0.2,0,556,0.0,-0.0214978630085515,0.0,0.0214978630085515,0,2,,-537.4465752137875,AMZNUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_amznusdt_lb72_th0p9_exit0p2_hold66_cool0_lev2_long_only_33a980cd,66.65725356783902,1.1012535678390158,0.008452935637138559,0.027590523268133715,16.905871274277118,43.11019260645893,-116.37035884174904,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.0215_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-537.447_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
108,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_wmtusdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_5ae73673,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,WMTUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,6,0.3,0.5,30,3,9,0.9,0,70,0.0,-0.10274268562347089,0.0,0.10402625626304451,0,2,,-570.7926979081716,AMZNUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_amznusdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_f2288761,63.43248160967535,-1.63751839032465,0.007448487776891,0.10988149068821951,9.195663922087654,71.81796777007811,-124.54710509624037,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.1027_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-570.793_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
109,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_flncusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_eb816a93,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,FLNCUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,24,0.25,0.5,66,0,10,1.0,0,70,0.0,-0.09893666558438274,0.0,0.18095238095238098,0,1,,-989.3666558438274,PLTRUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_pltrusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_bff8f33f,64.60864455476174,-0.4613554452382591,0.07002369246427165,0.06278255382770492,233.41230821423883,89.68936261100703,-208.48238115253122,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.0989_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-989.367_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
110,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_cbrsusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_2aca6560,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,CBRSUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,12,0.2,0.39999999999999997,54,12,4,0.4,0,65,0.0,-0.04062737035581987,0.0,0.04892278218598589,0,1,,-1015.6842588954967,COINUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_coinusdt_lb12_th0p2_exit0p4_hold54_cool12_lev4_long_only_ecb6327f,62.776922962773554,2.2119229627735537,0.09197936486575498,0.04535095836509617,328.4977316634106,125.97488434748936,-212.40915873875426,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.0406_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-1015.684_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
111,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_liteusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_f0a3ae91,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,LITEUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,24,0.25,0.5,66,0,10,1.0,0,88,0.0,-0.11265647724939909,0.0,0.18394174948342001,0,1,,-1126.5647724939909,PLTRUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_pltrusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_bff8f33f,64.62664455476174,-0.4613554452382591,0.07002369246427165,0.06278255382770492,233.41230821423883,89.68936261100703,-236.1382644473978,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_1_below_30;validation_return_-0.1127_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-1126.565_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
