shadow_rank,model_id,profile_id,source_profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,target_train_rows,target_validation_rows,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,donor_symbol,donor_asset_group,donor_model_id,donor_selection_score,donor_quality_score,donor_train_return,donor_validation_return,donor_train_return_per_turnover_proxy_bps,donor_validation_return_per_turnover_proxy_bps,shadow_validation_score,primary_shadow_selected,oracle_shadow_selected,shadow_multiplier,weighted_notional_fraction,promotion_status,ready_for_paper,ready_for_real,real_money_execution,real_execution_allowed,rejection_reasons
72,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_aaplusdt_lb72_th0p3_exit0p35_hold48_cool6_lev8_long_short_d830171a,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,AAPLUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,72,0.3,0.35,48,6,8,0.8,0,2572,0.0,-0.04585052667752931,0.0,0.07664646279682485,0,44,,-13.025717806116281,GOOGLUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_googlusdt_lb72_th0p3_exit0p35_hold48_cool6_lev8_long_short_cbaec2f7,63.67320781140823,-1.8267921885917688,0.030632030971421864,0.04777803923934276,63.81673119046221,12.442197718578843,-10.32475459256958,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_return_-0.0459_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-13.026_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
73,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_2h_vusdt_lb12_th0p25_exit0p65_hold72_cool15_lev2_long_short_83fcd10c,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,VUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,12,0.25,0.65,72,15,2,0.2,0,140,0.0,-0.001001872073755905,0.0,0.005176431896815048,0,3,,-16.697867895931747,PAYPUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_paypusdt_lb12_th0p25_exit0p65_hold72_cool15_lev2_long_short_b6fccdcf,64.76452036946318,-0.3754796305368193,0.007500885651985811,0.03089978489774703,125.01476086643017,102.99928299249011,-10.514697850890858,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_3_below_30;validation_return_-0.0010_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-16.698_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
74,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_crwvusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_1f5318ce,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,CRWVUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0,556,0.0,-0.03688426962514246,0.0,0.08296033583075024,0,32,,-19.210557096428364,PLTRUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,64.20115987594964,-1.3548401240503634,0.012887205130036161,0.15362737365633428,2.06525723237759,32.82636189237911,-11.611175543368052,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_return_-0.0369_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-19.211_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
75,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_vusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_b9775634,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,VUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_only,12,0.3,0.6,48,15,11,1.1,0,556,0.0,-0.02970384643302415,0.0,0.04920165706395363,0,12,,-22.502913964412233,HOODUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_hoodusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_d0752562,65.22987803329292,1.173878033292918,0.042532690493775505,0.715842237697494,5.6037800387056,101.68213603657584,-12.243375428745768,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_12_below_30;validation_return_-0.0297_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-22.503_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
76,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_30m_uberusdt_lb72_th0p9_exit0p2_hold66_cool0_lev2_long_only_c06c9b99,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,UBERUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,72,0.9,0.2,66,0,2,0.2,0,700,0.0,-0.003320178582527533,0.0,0.006653672705733693,0,6,,-27.668154854396104,AMZNUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_amznusdt_lb72_th0p9_exit0p2_hold66_cool0_lev2_long_only_33a980cd,66.80125356783903,1.1012535678390158,0.008452935637138559,0.027590523268133715,16.905871274277118,43.11019260645893,-12.833403052631162,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_6_below_30;validation_return_-0.0033_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-27.668_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
77,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_4h_orclusdt_lb6_th1p1_exit0p4_hold60_cool18_lev5_long_only_58457ad6,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,ORCLUSDT,tradfi_equity,volatility_adjusted_trend_persistence,4h,long_only,6,1.1,0.4,60,18,5,0.5,0,88,0.0,-0.0024392119148847202,0.0,0.03169210953366253,0,2,,-24.3921191488472,GOOGLUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_4h_googlusdt_lb6_th1p1_exit0p4_hold60_cool18_lev5_long_only_a5d54c41,66.9235836053989,1.8355836053989023,0.03524810115324062,0.1192255914627458,704.9620230648123,298.0639786568645,-13.253188916682337,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.0024_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-24.392_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
78,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_1h_wdcusdt_lb6_th0p3_exit0p5_hold72_cool12_lev4_long_only_8d01dcf1,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,WDCUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,6,0.3,0.5,72,12,4,0.4,0,87,0.0,-0.002027885045730815,0.0,0.03244195184165388,0,2,,-25.34856307163519,INTCUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_intcusdt_lb6_th0p3_exit0p5_hold72_cool12_lev4_long_only_b3059cfe,67.86331539207536,4.276315392075358,0.03887366891650634,0.34703302161616456,32.39472409708862,299.16639794496945,-13.450496685508474,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_2_below_30;validation_return_-0.0020_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-25.349_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
79,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_liteusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_a5f7b3cf,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,LITEUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0,700,0.0,-0.08092360656985509,0.0,0.08436228790371436,0,44,,-30.652881276460253,PLTRUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,64.34515987594963,-1.3548401240503634,0.012887205130036161,0.15362737365633428,2.06525723237759,32.82636189237911,-14.579560507600814,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_return_-0.0809_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-30.653_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
80,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_rklbusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_966b24e5,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,RKLBUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0,555,0.0,-0.07780246307153116,0.0,0.1151879066257977,0,37,,-35.046154536725744,PLTRUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,64.20015987594964,-1.3548401240503634,0.012887205130036161,0.15362737365633428,2.06525723237759,32.82636189237911,-15.621553738642332,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_return_-0.0778_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-35.046_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
81,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_2h_brkbusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_aef55935,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,BRKBUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.4,0.6,72,0,1,0.1,0,140,0.0,-0.0013753760722762243,0.0,0.0034857453424276263,0,3,,-45.845869075874134,AMZNUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_amznusdt_lb6_th0p4_exit0p6_hold72_cool0_lev1_long_only_537966e8,67.02937429472696,1.8893742947269576,0.003478296864790398,0.02456977734618171,21.739355404939985,144.52810203636298,-16.635463255716207,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_3_below_30;validation_return_-0.0014_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-45.846_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
82,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_cbrsusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f766c09e,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,CBRSUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0,516,0.0,-0.08299698937944222,0.0,0.1294531965788056,0,35,,-39.52237589497248,PLTRUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,64.16115987594964,-1.3548401240503634,0.012887205130036161,0.15362737365633428,2.06525723237759,32.82636189237911,-16.706073299995005,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_return_-0.0830_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-39.522_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
83,az69_growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_2h_cscousdt_lb6_th0p7_exit0p55_hold42_cool18_lev2_long_only_cef14190,growth_mdd20_gross8_69_asset_profile_optuna_cold_start_transfer_shadow,growth_mdd20_gross8_69_asset_profile_optuna,CSCOUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.7000000000000001,0.55,42,18,2,0.2,0,176,0.0,-0.0049567117612923095,0.0,0.01067435422140317,0,5,,-49.5671176129231,GOOGLUSDT,tradfi_equity,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_googlusdt_lb6_th0p7_exit0p55_hold42_cool18_lev2_long_only_c44daa20,62.6545781081587,0.47857810815870083,0.0125975083565808,0.045078046067647426,314.93770891452,107.32868111344625,-17.479138948241477,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_5_below_30;validation_return_-0.0050_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-49.567_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
84,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_30m_openaiusdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_96ce575a,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,OPENAIUSDT,tradfi_premarket,volatility_adjusted_trend_persistence,30m,long_only,6,1.5,0.45,24,15,5,0.5,0,182,0.0,-0.0130342173491661,0.0,0.02205951709729026,0,5,,-52.136869396664395,NVDAUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_nvdausdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_8ddb0442,46.690590531247324,-0.9914094687526736,0.01811687845191856,0.04843861187467291,25.88125493131223,10.645848763664375,-18.15842878274422,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_5_below_30;validation_return_-0.0130_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-52.137_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
85,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_babausdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_0764ea25,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,BABAUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,6,0.3,0.5,30,3,9,0.9,0,238,0.0,-0.04753375708365515,0.0,0.12844061450200495,0,9,,-58.683650720561914,AMZNUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_amznusdt_lb6_th0p3_exit0p5_hold30_cool3_lev9_long_only_f2288761,63.60048160967535,-1.63751839032465,0.007448487776891,0.10988149068821951,9.195663922087654,71.81796777007811,-20.324278651124224,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_9_below_30;validation_return_-0.0475_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-58.684_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
86,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_jpmusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_d185b778,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,JPMUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_only,12,0.3,0.6,48,15,11,1.1,0,556,0.0,-0.0960320632337518,0.0,0.10396499503142775,0,13,,-67.1552889746516,HOODUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_hoodusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_d0752562,66.72987803329292,1.173878033292918,0.042532690493775505,0.715842237697494,5.6037800387056,101.68213603657584,-22.62708289271326,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_13_below_30;validation_return_-0.0960_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-67.155_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
87,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_uberusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_71f58770,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,UBERUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_only,12,0.3,0.6,48,15,11,1.1,0,700,0.0,-0.12396221866836721,0.0,0.12938406974842975,0,16,,-70.433078788845,HOODUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_hoodusdt_lb12_th0p3_exit0p6_hold48_cool15_lev11_long_only_d0752562,65.37387803329293,1.173878033292918,0.042532690493775505,0.715842237697494,5.6037800387056,101.68213603657584,-23.76555994858068,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_16_below_30;validation_return_-0.1240_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-70.433_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
88,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_30m_nbisusdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_5b228130,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,NBISUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,6,1.5,0.45,24,15,5,0.5,0,172,0.0,-0.028089234718083556,0.0,0.04836438260501652,0,6,,-93.63078239361185,NVDAUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_nvdausdt_lb6_th1p5_exit0p45_hold24_cool15_lev5_long_only_8ddb0442,54.68059053124732,-0.9914094687526736,0.01811687845191856,0.04843861187467291,25.88125493131223,10.645848763664375,-26.76677033861118,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_6_below_30;validation_return_-0.0281_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_-93.631_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
89,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_trend_pullback_reclaim_1h_vusdt_lb36_th-0p25_exit0_hold30_cool6_lev3_short_only_e42512b7,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,VUSDT,tradfi_equity,trend_pullback_reclaim,1h,short_only,36,-0.25,0.0,30,6,3,0.30000000000000004,0,279,0.0,0.0,0.0,0.0,0,0,,,HOODUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_trend_pullback_reclaim_1h_hoodusdt_lb36_th-0p25_exit0_hold30_cool6_lev3_short_only_b0ba9665,65.10957107700689,1.3305710770068973,0.049379756213416615,0.013213867100697163,102.8744921112846,55.057779586238176,-28.5,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_0_below_30;validation_return_0.0000_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_missing_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
90,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_4h_cbrsusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_8f6ad705,aggressive_mdd30_gross10_69_asset_profile_optuna_cold_start_transfer_shadow,aggressive_mdd30_gross10_69_asset_profile_optuna,CBRSUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_only,24,0.25,0.5,66,0,10,1.0,0,65,0.0,0.0,0.0,0.0,0,0,,,PLTRUSDT,tradfi_equity,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_pltrusdt_lb24_th0p25_exit0p5_hold66_cool0_lev10_long_only_bff8f33f,64.60364455476174,-0.4613554452382591,0.07002369246427165,0.06278255382770492,233.41230821423883,89.68936261100703,-28.5,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_0_below_30;validation_return_0.0000_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_missing_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
91,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_cross_sectional_momentum_rank_30m_beusdt_lb48_th0p05_exit0p55_hold48_cool18_lev3_long_only_a819b694,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,BEUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_only,48,0.05,0.55,48,18,3,0.30000000000000004,0,172,0.0,0.0,0.0,0.0,0,0,,,TSLAUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_tslausdt_lb48_th0p05_exit0p55_hold48_cool18_lev3_long_only_7de52156,60.47892785703042,-3.1930721429695774,0.0016511549536371017,0.012574609246837953,27.519249227285027,41.9153641561265,-28.5,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_0_below_30;validation_return_0.0000_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_missing_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
92,az69_balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow_volatility_adjusted_trend_persistence_1h_wdcusdt_lb72_th0p8_exit0p05_hold18_cool12_lev2_long_short_adf6a60c,balanced_mdd12_gross5_69_asset_profile_optuna_cold_start_transfer_shadow,balanced_mdd12_gross5_69_asset_profile_optuna,WDCUSDT,tradfi_equity,volatility_adjusted_trend_persistence,1h,long_short,72,0.8,0.05,18,12,2,0.2,0,87,0.0,0.0,0.0,0.0,0,0,,,NVDAUSDT,tradfi_equity,az69_balanced_mdd12_gross5_69_asset_profile_optuna_volatility_adjusted_trend_persistence_1h_nvdausdt_lb72_th0p8_exit0p05_hold18_cool12_lev2_long_short_ac3b46f6,51.96215628320381,-13.124843716796189,0.0023299163550334345,-0.0023868934450612667,23.299163550334345,-3.729521007908229,-28.5,False,False,0.0,0.0,blocked_shadow_only_no_target_train_rows,False,False,False,False,train_trade_event_count_0_below_80;validation_trade_event_count_0_below_30;validation_return_0.0000_below_0.02;train_return_not_positive;train_return_per_turnover_proxy_bps_missing_not_above_10.000;validation_return_per_turnover_proxy_bps_missing_not_above_10.000;target_symbol_has_no_train_rows;cold_start_transfer_shadow_report_only_not_promotable
