profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,profile_objective_score,dominant_anchor,dominant_anchor_abs_corr,ready_for_paper,rejection_reasons,sleeve_multiplier,weighted_notional_fraction,profile_weight_rank
growth_mdd20_gross8_69_asset_profile_optuna,BTCUSDT,crypto_core,volatility_adjusted_trend_persistence,1h,long_only,48,1.9,0.6,18,9,3,0.30000000000000004,0.00515346324542576,-0.004031029453339663,0.03342390901756864,0.005460395577481458,70,8,2.454030116869409,-16.795956055581925,-0.22630784509365118,-6.331337189553374,high_beta_alt_sol,0.05805266543798173,False,train_trade_event_count_70_below_80;validation_trade_event_count_8_below_30;validation_return_-0.0040_below_0.02;train_return_per_turnover_proxy_bps_2.454_not_above_10.000;validation_return_per_turnover_proxy_bps_-16.796_not_above_10.000,0.36201849682791987,0.10860554904837598,20
growth_mdd20_gross8_69_asset_profile_optuna,PAYPUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,12,0.25,0.65,72,15,2,0.2,0.007500885651985811,0.03089978489774703,0.019121928895727613,0.034029054664105995,3,15,125.01476086643017,102.99928299249011,1.9497833372191695,-0.41147069288421956,energy_crude_beta,0.10443655862159933,False,train_trade_event_count_3_below_80;validation_trade_event_count_15_below_30;train_return_below_validation_return_possible_validation_spike,0.5193340984930636,0.10386681969861272,21
growth_mdd20_gross8_69_asset_profile_optuna,BZUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,1h,long_only,48,0.9,0.2,42,15,10,1.0,0.0012424053999910978,0.1488272991218269,0.001829156758734407,0.16759780715536732,1,18,12.424053999910978,82.68183284545938,0.8063871187927605,-1.323393187761364,high_beta_alt_sol,0.03915610365427174,False,train_trade_event_count_1_below_80;validation_trade_event_count_18_below_30;train_return_below_validation_return_possible_validation_spike,0.09618257729181026,0.09618257729181026,22
growth_mdd20_gross8_69_asset_profile_optuna,GOOGLUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.7000000000000001,0.55,42,18,2,0.2,0.0125975083565808,0.045078046067647426,0.0048934341965483075,0.015391010711307995,2,21,314.93770891452,107.32868111344625,2.09999834411993,-0.3085502673378089,crypto_liquidity_eth,0.03183027225753281,False,train_trade_event_count_2_below_80;validation_trade_event_count_21_below_30;train_return_below_validation_return_possible_validation_spike,0.4201746006848874,0.08403492013697748,23
growth_mdd20_gross8_69_asset_profile_optuna,AVAXUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,short_only,12,0.9,0.15000000000000002,60,18,2,0.2,0.14515415147691835,0.0319925062657207,0.10923516601892702,0.017757078025148698,453,55,16.02142952283867,29.084096605200635,0.6895690390607478,0.3946358063543798,high_beta_alt_sol,0.012006394974430989,True,,0.2753199876701329,0.055063997534026576,24
growth_mdd20_gross8_69_asset_profile_optuna,COINUSDT,tradfi_equity,volatility_adjusted_trend_persistence,4h,long_only,12,0.9,0.25,60,6,3,0.30000000000000004,0.029499613039241757,0.019903510637306887,0.03978964275426633,0.061767461696672354,7,9,140.47434780591308,73.71670606409957,1.5944213494243882,-0.33463942664612656,energy_crude_beta,0.04857202523179792,False,train_trade_event_count_7_below_80;validation_trade_event_count_9_below_30;validation_return_0.0199_below_0.02,0.1710341763652136,0.051310252909564084,25
growth_mdd20_gross8_69_asset_profile_optuna,MSTRUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_short,72,0.25,0.5,42,6,3,0.30000000000000004,0.02596900326040208,0.04972954838627475,0.0403149975667928,0.037400138295623275,7,7,123.66192028762893,236.80737326797492,2.112831057613389,0.2466388623473066,us_equity_beta_spy,0.044402390249856045,False,train_trade_event_count_7_below_80;validation_trade_event_count_7_below_30;train_return_below_validation_return_possible_validation_spike,0.1363713125213755,0.04091139375641265,26
growth_mdd20_gross8_69_asset_profile_optuna,DOGEUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,short_only,24,0.8,0.15000000000000002,6,6,5,0.5,0.10220108363233549,0.018012218677277536,0.18785049368696638,0.060044704375569746,729,72,2.8038706071971324,5.003394077021538,0.009896115847628562,-2.005750771452135,high_beta_alt_sol,0.020673833199590236,False,validation_return_0.0180_below_0.02;train_return_per_turnover_proxy_bps_2.804_not_above_10.000;validation_return_per_turnover_proxy_bps_5.003_not_above_10.000,0.06853386066589749,0.034266930332948746,27
growth_mdd20_gross8_69_asset_profile_optuna,NVDAUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,72,0.3,0.44999999999999996,18,3,3,0.30000000000000004,0.004199365600570326,0.02687677544485112,0.0018122735961291214,0.03569618856327428,1,19,139.97885335234417,47.15223762254582,1.3223885331801168,-1.0329969821884117,tech_growth_qqq,0.08427666330030507,False,train_trade_event_count_1_below_80;validation_trade_event_count_19_below_30;train_return_below_validation_return_possible_validation_spike,0.07018727322876431,0.021056181968629295,28
growth_mdd20_gross8_69_asset_profile_optuna,AMZNUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,72,0.9,0.2,66,0,2,0.2,0.008452935637138559,0.027590523268133715,0.009636630899426568,0.013891839752965818,25,32,16.905871274277118,43.11019260645893,0.7020326931246804,0.47388818509189023,us_equity_beta_spy,0.06421485707354987,False,train_trade_event_count_25_below_80;train_return_below_validation_return_possible_validation_spike,0.08676179708565263,0.017352359417130526,29
