decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
1,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p15_866d30f9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.2516812425646826,0.25550481775595557,-0.05829428527697689,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.9850_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.863_not_above_10.000,2.6835175389095838,0.09594223300525218,0.14559397379290173,0.09594223300525218,False,locked_oos_return_-0.0583_below_preferred_0.03;train_rpt_17.478_below_preferred_20bps;locked_oos_rpt_-38.863_below_preferred_20bps
2,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_499b43f0,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.4487637085148397,0.22721730042003951,-0.07737128083289746,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.476_not_above_10.000,2.5458047086587654,0.16518333009991437,0.053239665139050985,0.053239665139050985,False,locked_oos_return_-0.0774_below_preferred_0.03;locked_oos_rpt_-64.476_below_preferred_20bps
3,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p15_4f222cb4,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.3929115134865484,0.2182703474289791,-0.07827604448583014,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.230_not_above_10.000,2.435869651410229,0.15668863199159722,0.053239665139050985,0.053239665139050985,False,locked_oos_return_-0.0783_below_preferred_0.03;locked_oos_rpt_-65.230_below_preferred_20bps
4,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p15_dbb8df09,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.36067442794185367,0.22233461887573425,-0.136144402413648,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-126.060_not_above_10.000,2.427490679590395,0.15037764126452813,0.06255074423396234,0.06255074423396234,False,locked_oos_return_-0.1361_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-126.060_below_preferred_20bps
5,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p125_ed09e150,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.21176029808727503,0.20994472520685048,-0.04869079960546563,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.953_not_above_10.000,2.307356469873998,0.07997727415814015,0.12034276475865857,0.07997727415814015,False,locked_oos_return_-0.0487_below_preferred_0.03;train_rpt_17.647_below_preferred_20bps;locked_oos_rpt_-38.953_below_preferred_20bps
6,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_5p0x_0p1_68624f57,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.21176029808727503,0.20994472520685048,-0.04869079960546563,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.953_not_above_10.000,2.307356469873998,0.07997727415814015,0.12034276475865857,0.07997727415814015,False,locked_oos_return_-0.0487_below_preferred_0.03;train_rpt_17.647_below_preferred_20bps;locked_oos_rpt_-38.953_below_preferred_20bps
7,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p15_58aa5594,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.21127052260312262,0.24306208740262414,-0.08318847596300394,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8692_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.725_not_above_10.000,2.2786964975536357,0.09594223300525218,0.1342405192233016,0.09594223300525218,False,locked_oos_return_-0.0832_below_preferred_0.03;train_rpt_14.314_below_preferred_20bps;locked_oos_rpt_-44.725_below_preferred_20bps
8,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold12_4p0x_0p15_8805e5b8,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2332462802806594,0.22836278176099656,-0.025992440487929924,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.741_not_above_10.000,2.1879975855832408,0.22080998751554093,0.006186707450539508,0.006186707450539508,False,locked_oos_return_-0.0260_below_preferred_0.03;validation_mdd_0.1056_above_preferred_0.10;train_rpt_16.613_below_preferred_20bps;locked_oos_rpt_-12.741_below_preferred_20bps
9,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p15_f37ffd11,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.23248201498020316,0.22836278176099656,-0.025992440487929924,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.741_not_above_10.000,2.1877798461814013,0.22080998751554093,0.006186707450539508,0.006186707450539508,False,locked_oos_return_-0.0260_below_preferred_0.03;validation_mdd_0.1056_above_preferred_0.10;train_rpt_16.559_below_preferred_20bps;locked_oos_rpt_-12.741_below_preferred_20bps
10,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_4p0x_0p15_1f67c762,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.29591754818429306,0.20985339565201167,0.030255439257693473,False,False,False,locked_oos_trade_event_count_15_below_20,2.182812639611241,0.18198334707447583,0.023579053500641267,0.023579053500641267,False,locked_oos_trade_event_count_15_below_20
11,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p125_05459e55,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.36652770118546507,0.18697875675715192,-0.06480725436871582,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.807_not_above_10.000,2.1812645922726537,0.1364918520254088,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0648_below_preferred_0.03;locked_oos_rpt_-64.807_below_preferred_20bps
12,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_5p0x_0p1_6d748517,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.36652770118546507,0.18697875675715192,-0.06480725436871582,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.807_not_above_10.000,2.1812645922726537,0.1364918520254088,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0648_below_preferred_0.03;locked_oos_rpt_-64.807_below_preferred_20bps
13,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p15_8eb92429,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.202693782155823,0.3022481588524746,-0.08301894697887136,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6706_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-60.159_not_above_10.000,2.174821826438819,0.12265927195846893,0.15996740184643454,0.12265927195846893,False,locked_oos_return_-0.0830_below_preferred_0.03;train_rpt_14.315_below_preferred_20bps;locked_oos_rpt_-60.159_below_preferred_20bps
14,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_4p0x_0p15_cc80b247,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2717732471869154,0.20985339565201167,0.030255439257693473,False,False,False,locked_oos_trade_event_count_15_below_20,2.1744213698354624,0.18198334707447583,0.023579053500641267,0.023579053500641267,False,locked_oos_trade_event_count_15_below_20
15,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_3p0x_0p15_38519586,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1913879684637989,0.18761773197364184,-0.04387190575965938,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.997_not_above_10.000,2.104182760688069,0.07198659495726689,0.10786621545485575,0.07198659495726689,False,locked_oos_return_-0.0439_below_preferred_0.03;train_rpt_17.721_below_preferred_20bps;locked_oos_rpt_-38.997_below_preferred_20bps
16,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p125_9a5b2f3e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.3226101111746751,0.17976742647463606,-0.06557137591503026,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.571_not_above_10.000,2.089364405907854,0.12958724816313416,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0656_below_preferred_0.03;locked_oos_rpt_-65.571_below_preferred_20bps
17,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_5p0x_0p1_7f9dfbe3,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.3226101111746751,0.17976742647463606,-0.06557137591503026,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.571_not_above_10.000,2.089364405907854,0.12958724816313416,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0656_below_preferred_0.03;locked_oos_rpt_-65.571_below_preferred_20bps
18,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p125_f4b06ee9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.29790473630552095,0.18324153067644167,-0.11468541240663677,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-127.428_not_above_10.000,2.084031741892702,0.12453647197604067,0.052203783659630076,0.052203783659630076,False,locked_oos_return_-0.1147_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-127.428_below_preferred_20bps
19,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_5p0x_0p1_fb40f0ff,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.29790473630552095,0.18324153067644167,-0.11468541240663677,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-127.428_not_above_10.000,2.084031741892702,0.12453647197604067,0.052203783659630076,0.052203783659630076,False,locked_oos_return_-0.1147_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-127.428_below_preferred_20bps
20,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_3p0x_0p15_ce45d834,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.32651552485096724,0.1672191588718337,-0.058476024819068884,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.973_not_above_10.000,2.00221142576919,0.12231996180914262,0.04000570121760805,0.04000570121760805,False,locked_oos_return_-0.0585_below_preferred_0.03;locked_oos_rpt_-64.973_below_preferred_20bps
21,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p125_e33eea72,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.17919329570168996,0.2000018780988142,-0.06965839119768813,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8960_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.941_not_above_10.000,1.9969724984059516,0.07997727415814015,0.1111362311158215,0.07997727415814015,False,locked_oos_return_-0.0697_below_preferred_0.03;train_rpt_14.569_below_preferred_20bps;locked_oos_rpt_-44.941_below_preferred_20bps
22,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_5p0x_0p1_495728a9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.17919329570168996,0.2000018780988142,-0.06965839119768813,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8960_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.941_not_above_10.000,1.9969724984059516,0.07997727415814015,0.1111362311158215,0.07997727415814015,False,locked_oos_return_-0.0697_below_preferred_0.03;train_rpt_14.569_below_preferred_20bps;locked_oos_rpt_-44.941_below_preferred_20bps
23,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold6_4p0x_0p15_5d910ec7,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.20062892845913294,0.18572161311734559,-0.11685953467918186,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-55.647_not_above_10.000,1.9603980722453889,0.15949184918046955,0.022621775181443038,0.022621775181443038,False,locked_oos_return_-0.1169_below_preferred_0.03;train_rpt_15.062_below_preferred_20bps;locked_oos_rpt_-55.647_below_preferred_20bps
24,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p15_e5b8c466,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.30448300715970067,0.18075885563026772,-0.13699153098209738,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-126.844_not_above_10.000,1.9362867571461762,0.12002774207968869,0.05422286544243127,0.05422286544243127,False,locked_oos_return_-0.1370_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-126.844_below_preferred_20bps
25,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_3p0x_0p15_a8abed79,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.2881400688105138,0.1608370037263369,-0.059168337666724025,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.743_not_above_10.000,1.9189620625322241,0.11618330781000963,0.04000570121760805,0.04000570121760805,False,locked_oos_return_-0.0592_below_preferred_0.03;locked_oos_rpt_-65.743_below_preferred_20bps
26,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p125_f17de202,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1727140790385333,0.24743106365705225,-0.06952992288161419,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6980_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-60.461_not_above_10.000,1.9188905673390984,0.1018882862853232,0.132084875738524,0.1018882862853232,False,locked_oos_return_-0.0695_below_preferred_0.03;train_rpt_14.637_below_preferred_20bps;locked_oos_rpt_-60.461_below_preferred_20bps
27,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold12_5p0x_0p1_4d5378c0,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.1727140790385333,0.24743106365705225,-0.06952992288161419,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6980_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-60.461_not_above_10.000,1.9188905673390984,0.1018882862853232,0.132084875738524,0.1018882862853232,False,locked_oos_return_-0.0695_below_preferred_0.03;train_rpt_14.637_below_preferred_20bps;locked_oos_rpt_-60.461_below_preferred_20bps
28,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_3p0x_0p15_b16019ed,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.26683953622135137,0.16399944538237365,-0.10377651512710695,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-128.119_not_above_10.000,1.9149686802888122,0.11172944467424051,0.047016835758496356,0.047016835758496356,False,locked_oos_return_-0.1038_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-128.119_below_preferred_20bps
29,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_4p0x_0p125_827991f9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2524615083773383,0.17344828064845164,0.025441870213286144,False,False,False,locked_oos_trade_event_count_15_below_20,1.8777497316043275,0.15044744963283918,0.019992943635064986,0.019992943635064986,False,locked_oos_return_0.0254_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
30,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_5p0x_0p1_27ea40d6,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.2524615083773383,0.17344828064845164,0.025441870213286144,False,False,False,locked_oos_trade_event_count_15_below_20,1.8777497316043275,0.15044744963283918,0.019992943635064986,0.019992943635064986,False,locked_oos_return_0.0254_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
31,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p15_1a7d1d88,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.17264769009398107,0.28934217676099605,-0.10845265607172017,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.5967_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.329_not_above_10.000,1.8770701044927136,0.12265927195846893,0.1484714988473308,0.12265927195846893,False,locked_oos_return_-0.1085_below_preferred_0.03;train_rpt_11.890_below_preferred_20bps;locked_oos_rpt_-62.329_below_preferred_20bps
32,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold12_4p0x_0p125_d1c5d8af,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.20011383188445242,0.18849767407557838,-0.021382324438489198,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.578_not_above_10.000,1.8732542130053107,0.18181328272678088,0.005656046895476052,0.005656046895476052,False,locked_oos_return_-0.0214_below_preferred_0.03;train_rpt_17.104_below_preferred_20bps;locked_oos_rpt_-12.578_below_preferred_20bps
33,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold12_5p0x_0p1_870010ab,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.20011383188445242,0.18849767407557838,-0.021382324438489198,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.578_not_above_10.000,1.8732542130053107,0.18181328272678088,0.005656046895476052,0.005656046895476052,False,locked_oos_return_-0.0214_below_preferred_0.03;train_rpt_17.104_below_preferred_20bps;locked_oos_rpt_-12.578_below_preferred_20bps
34,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p125_a938515d,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.19949405478817583,0.18849767407557838,-0.021382324438489198,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.578_not_above_10.000,1.8730423233997462,0.18181328272678088,0.005656046895476052,0.005656046895476052,False,locked_oos_return_-0.0214_below_preferred_0.03;train_rpt_17.051_below_preferred_20bps;locked_oos_rpt_-12.578_below_preferred_20bps
35,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail3p0_hold12_5p0x_0p1_87aeb5e7,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.19949405478817583,0.18849767407557838,-0.021382324438489198,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.578_not_above_10.000,1.8730423233997462,0.18181328272678088,0.005656046895476052,0.005656046895476052,False,locked_oos_return_-0.0214_below_preferred_0.03;train_rpt_17.051_below_preferred_20bps;locked_oos_rpt_-12.578_below_preferred_20bps
36,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_4p0x_0p125_8c4031de,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.23299869065820222,0.17344828064845164,0.025441870213286144,False,False,False,locked_oos_trade_event_count_15_below_20,1.8695835521417785,0.15044744963283918,0.019992943635064986,0.019992943635064986,False,locked_oos_return_0.0254_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
37,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_5p0x_0p1_7058e87a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.23299869065820222,0.17344828064845164,0.025441870213286144,False,False,False,locked_oos_trade_event_count_15_below_20,1.8695835521417785,0.15044744963283918,0.019992943635064986,0.019992943635064986,False,locked_oos_return_0.0254_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
38,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p15_c6b75fe1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,1h,0.17706173303224415,0.20094703538688719,-0.16632448671444555,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.8811_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-86.627_not_above_10.000,1.8654741743539394,0.07656182793314037,0.11553930691797887,0.07656182793314037,False,locked_oos_return_-0.1663_below_preferred_0.03;train_rpt_10.247_below_preferred_20bps;locked_oos_rpt_-86.627_below_preferred_20bps
39,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold18_4p0x_0p15_9d7c55ba,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.31748913271833223,0.16714482619471305,-0.1543074195011268,False,False,False,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-142.877_not_above_10.000,1.8573023213550954,0.09569359635550923,0.06521095868120885,0.06521095868120885,False,locked_oos_return_-0.1543_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-142.877_below_preferred_20bps
40,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_3p0x_0p15_2d7e16ac,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.16258594966802642,0.1788563258389504,-0.06284319543055028,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.9090_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-45.049_not_above_10.000,1.8499902216320563,0.07198659495726689,0.09969315976935822,0.07198659495726689,False,locked_oos_return_-0.0628_below_preferred_0.03;train_rpt_14.687_below_preferred_20bps;locked_oos_rpt_-45.049_below_preferred_20bps
41,a30fb_booster_mh_consensus_2h_bnbusdt_s6_l24_thr0p005_adx18p0_hold18_cool2_4p0x_0p15_64149974,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,2h,0.31804789004206446,0.20471138511059772,-0.0755368944734992,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-34.026_not_above_10.000,1.8440205837490655,0.2488059043705355,-0.03530934559615562,-0.03530934559615562,False,locked_oos_return_-0.0755_below_preferred_0.03;validation_min_half_return_-0.0353_below_0;train_rpt_18.999_below_preferred_20bps;locked_oos_rpt_-34.026_below_preferred_20bps
42,a30fb_booster_mh_consensus_2h_bnbusdt_s6_l24_thr0p005_adx12p0_hold18_cool2_4p0x_0p15_3fc12c1f,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,2h,0.260675559899473,0.20471138511059772,-0.0755368944734992,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-34.026_not_above_10.000,1.8303115442884699,0.2488059043705355,-0.03530934559615562,-0.03530934559615562,False,locked_oos_return_-0.0755_below_preferred_0.03;validation_min_half_return_-0.0353_below_0;train_rpt_15.572_below_preferred_20bps;locked_oos_rpt_-34.026_below_preferred_20bps
43,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_dd006ca1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.168281372306476,0.2802793092103304,-0.04689054111127855,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.6004_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-30.058_not_above_10.000,1.8210728965501823,0.1101855498918829,0.15321200977171223,0.1101855498918829,False,locked_oos_return_-0.0469_below_preferred_0.03;train_rpt_11.219_below_preferred_20bps;locked_oos_rpt_-30.058_below_preferred_20bps
44,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail2p0_hold6_4p0x_0p15_53e01e64,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.45723202148644226,0.16170931080328965,-0.07594819081172677,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-52.742_not_above_10.000,1.81075753948525,0.16518333009991437,-0.0029815216257235155,-0.0029815216257235155,False,locked_oos_return_-0.0759_below_preferred_0.03;validation_min_half_return_-0.0030_below_0;locked_oos_rpt_-52.742_below_preferred_20bps
45,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail2p0_hold12_4p0x_0p15_04c8b049,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,ETHUSDT,2h,0.45025271294567304,0.1671814695168785,-0.13022863197370238,False,False,False,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-98.658_not_above_10.000,1.8009291525732536,0.15037764126452813,0.014607227791630484,0.014607227791630484,False,locked_oos_return_-0.1302_below_preferred_0.03;locked_oos_rpt_-98.658_below_preferred_20bps
46,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold12_3p0x_0p15_8b8545e5,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,1h,0.15704881038085872,0.22070945053732993,-0.0627334911356553,False,False,False,train_return_below_validation_return;train_validation_return_ratio_0.7116_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-60.612_not_above_10.000,1.7835111663931198,0.09154771406095508,0.11832898810794545,0.09154771406095508,False,locked_oos_return_-0.0627_below_preferred_0.03;train_rpt_14.788_below_preferred_20bps;locked_oos_rpt_-60.612_below_preferred_20bps
