decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
2699,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_3p0x_0p15_01d2dee1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.334351255209544,0.055129161578552965,0.026041638127054734,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1289_above_0.12,0.37073271002340724,0.06995648261799525,-0.013857872988592534,-0.013857872988592534,False,validation_return_0.0551_below_preferred_0.10;locked_oos_return_0.0260_below_preferred_0.03;validation_mdd_0.1289_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0139_below_0
2704,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_2p0x_0p15_2d30e4c2,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22565494212450932,0.037608800547170196,0.017545911589702756,False,False,False,locked_oos_trade_event_count_19_below_20,0.3698112360982196,0.04673332083488324,-0.008717139414683217,-0.008717139414683217,False,validation_return_0.0376_below_preferred_0.10;locked_oos_return_0.0175_below_preferred_0.03;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0087_below_0
2705,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_3p0x_0p1_6f6a1ff9,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.22565494212450954,0.037608800547170196,0.017545911589702756,False,False,False,locked_oos_trade_event_count_19_below_20,0.3698112360982195,0.04673332083488302,-0.008717139414682995,-0.008717139414682995,False,validation_return_0.0376_below_preferred_0.10;locked_oos_return_0.0175_below_preferred_0.03;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0087_below_0
2717,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_4p0x_0p125_95b90952,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.37179887412539814,0.0607648149715625,0.02883111070305744,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1423_above_0.12,0.3670349416018912,0.07766876045673388,-0.015685659736490387,-0.015685659736490387,False,validation_return_0.0608_below_preferred_0.10;locked_oos_return_0.0288_below_preferred_0.03;validation_mdd_0.1423_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0157_below_0
2718,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_5p0x_0p1_b89f2cbb,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.37179887412539814,0.0607648149715625,0.02883111070305744,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1423_above_0.12,0.3670349416018912,0.07766876045673388,-0.015685659736490387,-0.015685659736490387,False,validation_return_0.0608_below_preferred_0.10;locked_oos_return_0.0288_below_preferred_0.03;validation_mdd_0.1423_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0157_below_0
2727,a30fb_booster_mh_consensus_6h_bnbusdt_s12_l48_thr0p005_adx18p0_hold18_cool4_4p0x_0p125_7b7bef5f,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.04216427754908891,0.09791315862414351,0.034003603842221564,False,False,False,train_trade_event_count_75_below_80;validation_trade_event_count_21_below_30;locked_oos_trade_event_count_10_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4306_below_1.00,0.3659717248132539,0.12869746970450602,-0.027274191629420685,-0.027274191629420685,False,validation_return_0.0979_below_preferred_0.10;locked_oos_trade_event_count_10_below_20;validation_min_half_return_-0.0273_below_0;train_rpt_11.244_below_preferred_20bps
2728,a30fb_booster_mh_consensus_6h_bnbusdt_s12_l48_thr0p005_adx18p0_hold18_cool4_5p0x_0p1_10515489,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.04216427754908891,0.09791315862414351,0.034003603842221564,False,False,False,train_trade_event_count_75_below_80;validation_trade_event_count_21_below_30;locked_oos_trade_event_count_10_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4306_below_1.00,0.3659717248132539,0.12869746970450602,-0.027274191629420685,-0.027274191629420685,False,validation_return_0.0979_below_preferred_0.10;locked_oos_trade_event_count_10_below_20;validation_min_half_return_-0.0273_below_0;train_rpt_11.244_below_preferred_20bps
2737,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_3p0x_0p15_3bc504eb,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.3409860350006171,0.055129161578552965,0.026041638127054734,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1289_above_0.12,0.36378951076358823,0.06995648261799525,-0.013857872988592534,-0.013857872988592534,False,validation_return_0.0551_below_preferred_0.10;locked_oos_return_0.0260_below_preferred_0.03;validation_mdd_0.1289_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0139_below_0
2742,a30fb_booster_mh_consensus_6h_bnbusdt_s12_l48_thr0p01_adx12p0_hold18_cool4_4p0x_0p15_bc1298a2,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.048417277300173645,0.11189727100830216,0.02317228326136167,False,False,False,train_trade_event_count_73_below_80;validation_trade_event_count_21_below_30;locked_oos_trade_event_count_12_below_20;train_return_below_validation_return;train_validation_return_ratio_0.4327_below_1.00,0.3632608655048882,0.14653766508890098,-0.030213045009656825,-0.030213045009656825,False,locked_oos_return_0.0232_below_preferred_0.03;validation_mdd_0.1163_above_preferred_0.10;locked_oos_trade_event_count_12_below_20;validation_min_half_return_-0.0302_below_0;train_rpt_11.054_below_preferred_20bps
2768,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_4p0x_0p125_59b7c203,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.37938209413979895,0.0607648149715625,0.02883111070305744,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1423_above_0.12,0.3587553034229025,0.07766876045673388,-0.015685659736490387,-0.015685659736490387,False,validation_return_0.0608_below_preferred_0.10;locked_oos_return_0.0288_below_preferred_0.03;validation_mdd_0.1423_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0157_below_0
2769,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_5p0x_0p1_6814fe21,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.37938209413979895,0.0607648149715625,0.02883111070305744,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1423_above_0.12,0.3587553034229025,0.07766876045673388,-0.015685659736490387,-0.015685659736490387,False,validation_return_0.0608_below_preferred_0.10;locked_oos_return_0.0288_below_preferred_0.03;validation_mdd_0.1423_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0157_below_0
2792,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_4p0x_0p15_e65d32fd,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.44608594055824313,0.07171702734784846,0.034345194499768805,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1688_above_0.12,0.3556752232514224,0.09304325831701665,-0.019510875536624228,-0.019510875536624228,False,validation_return_0.0717_below_preferred_0.10;validation_mdd_0.1688_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0195_below_0
2807,a30fb_booster_squeeze_expansion_6h_solusdt_lb24_volz0p5_hold6_3p0x_0p1_13988428,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,SOLUSDT,6h,0.06602850698629004,0.00910794082483024,0.0035541408464503377,False,False,False,train_trade_event_count_38_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0091_below_0.02,0.3541729023894647,0.020372581822748037,-0.011039733131397278,-0.011039733131397278,False,validation_return_0.0091_below_preferred_0.10;locked_oos_return_0.0036_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0110_below_0
2808,a30fb_booster_squeeze_expansion_6h_solusdt_lb24_volz0p5_hold6_2p0x_0p15_60fd650a,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,SOLUSDT,6h,0.06602850698628981,0.00910794082483024,0.0035541408464503377,False,False,False,train_trade_event_count_38_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0091_below_0.02,0.35417290238946425,0.020372581822748037,-0.011039733131397278,-0.011039733131397278,False,validation_return_0.0091_below_preferred_0.10;locked_oos_return_0.0036_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0110_below_0
2856,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p01_trail2p0_hold18_4p0x_0p15_7f7520a2,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.45568962212112285,0.07171702734784846,0.034345194499768805,False,False,False,locked_oos_trade_event_count_19_below_20;validation_mdd_0.1688_above_0.12,0.34453625926182374,0.09304325831701665,-0.019510875536624228,-0.019510875536624228,False,validation_return_0.0717_below_preferred_0.10;validation_mdd_0.1688_above_preferred_0.10;locked_oos_trade_event_count_19_below_20;validation_min_half_return_-0.0195_below_0
2883,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_4p0x_0p125_dec52581,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.08730498115429852,0.03733936796198489,0.016055575325182314,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.3403878375830229,0.06929224931852396,-0.029882271546346484,-0.029882271546346484,False,validation_return_0.0373_below_preferred_0.10;locked_oos_return_0.0161_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0299_below_0;train_rpt_18.979_below_preferred_20bps
2884,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_5p0x_0p1_9305dc5a,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.08730498115429852,0.03733936796198489,0.016055575325182314,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.3403878375830229,0.06929224931852396,-0.029882271546346484,-0.029882271546346484,False,validation_return_0.0373_below_preferred_0.10;locked_oos_return_0.0161_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0299_below_0;train_rpt_18.979_below_preferred_20bps
2889,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail3p0_hold18_4p0x_0p125_172a6c2e,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.038448308029871425,0.07176897035240537,0.021891671010296765,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5357_below_1.00,0.3400971829914238,0.12378555504016253,-0.046286931216070304,-0.046286931216070304,False,validation_return_0.0718_below_preferred_0.10;locked_oos_return_0.0219_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0463_below_0;train_rpt_11.651_below_preferred_20bps
2890,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p015_trail3p0_hold18_5p0x_0p1_9403478a,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.038448308029871425,0.07176897035240537,0.021891671010296765,False,False,False,train_trade_event_count_66_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.5357_below_1.00,0.3400971829914238,0.12378555504016253,-0.046286931216070304,-0.046286931216070304,False,validation_return_0.0718_below_preferred_0.10;locked_oos_return_0.0219_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0463_below_0;train_rpt_11.651_below_preferred_20bps
2892,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_4p0x_0p15_b03084aa,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.1015837664393191,0.04352636056076875,0.01900362336338768,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.33957713977878656,0.08311278022410007,-0.036548751326838325,-0.036548751326838325,False,validation_return_0.0435_below_preferred_0.10;locked_oos_return_0.0190_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0365_below_0;train_rpt_18.403_below_preferred_20bps
2894,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_3p0x_0p15_c8df83f7,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.07973756372353602,0.03408094231709158,0.014548230749144908,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.3390703054230362,0.06237451326652921,-0.0266323886690798,-0.0266323886690798,False,validation_return_0.0341_below_preferred_0.10;locked_oos_return_0.0145_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0266_below_0;train_rpt_19.260_below_preferred_20bps
2965,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_3p0x_0p1_89adb952,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.05540038816584447,0.023658212954240865,0.009894056165054899,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.3283000124717759,0.04159875868977725,-0.017224046770278445,-0.017224046770278445,False,validation_return_0.0237_below_preferred_0.10;locked_oos_return_0.0099_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0172_below_0
2966,a30fb_booster_mh_consensus_6h_btcusdt_s6_l24_thr0p005_adx24p0_hold18_cool4_2p0x_0p15_e9bf9592,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BTCUSDT,6h,0.05540038816584425,0.023658212954240865,0.009894056165054899,False,False,False,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_13_below_20,0.3283000124717757,0.04159875868977725,-0.017224046770278445,-0.017224046770278445,False,validation_return_0.0237_below_preferred_0.10;locked_oos_return_0.0099_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0172_below_0
3000,a30fb_booster_pullback_reclaim_6h_ethusdt_fast12_slow48_z-0p5_hold12_3p0x_0p15_ea9141f9,no_promotion_shadow_or_reject,trend_pullback_reclaim,ETHUSDT,6h,0.035152929827924506,0.12508708665098833,0.014000729938798084,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_5_below_30;locked_oos_trade_event_count_8_below_20;train_return_below_validation_return;train_validation_return_ratio_0.2810_below_1.00,0.32334436963490676,0.15181410520359773,-0.023204281343545685,-0.023204281343545685,False,locked_oos_return_0.0140_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0232_below_0;train_rpt_13.469_below_preferred_20bps
3015,a30fb_booster_mh_consensus_6h_bnbusdt_s12_l48_thr0p005_adx18p0_hold18_cool4_4p0x_0p15_87986846,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,BNBUSDT,6h,0.046453979045459226,0.11683396113708189,0.04072747260982479,False,False,False,train_trade_event_count_75_below_80;validation_trade_event_count_21_below_30;locked_oos_trade_event_count_10_below_20;train_return_below_validation_return;train_validation_return_ratio_0.3976_below_1.00,0.320354625163982,0.15510616559966683,-0.03313306222611534,-0.03313306222611534,False,validation_mdd_0.1189_above_preferred_0.10;locked_oos_trade_event_count_10_below_20;validation_min_half_return_-0.0331_below_0;train_rpt_10.323_below_preferred_20bps
3145,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_3p0x_0p1_1e90de6f,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,SOLUSDT,6h,0.10385012204451205,0.04210194607535844,0.014366705827822956,False,False,False,locked_oos_trade_event_count_13_below_20,0.3018124335485371,0.11212490909336581,-0.06296321793124005,-0.06296321793124005,False,validation_return_0.0421_below_preferred_0.10;locked_oos_return_0.0144_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0630_below_0
3146,a30fb_booster_mh_consensus_6h_solusdt_s6_l24_thr0p02_adx24p0_hold12_cool2_2p0x_0p15_f737ca14,no_promotion_shadow_or_reject,multi_horizon_consensus_momentum,SOLUSDT,6h,0.1038501220445116,0.04210194607535844,0.014366705827822956,False,False,False,locked_oos_trade_event_count_13_below_20,0.30181243354853654,0.11212490909336581,-0.06296321793124005,-0.06296321793124005,False,validation_return_0.0421_below_preferred_0.10;locked_oos_return_0.0144_below_preferred_0.03;locked_oos_trade_event_count_13_below_20;validation_min_half_return_-0.0630_below_0
3170,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_3p0x_0p1_e6e792bc,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.02880683268676809,0.03825030009384456,0.013457741469882434,False,False,False,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7531_below_1.00,0.29832387396140786,0.09798506163391574,-0.05440398383123568,-0.05440398383123568,False,validation_return_0.0383_below_preferred_0.10;locked_oos_return_0.0135_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0544_below_0;train_rpt_14.121_below_preferred_20bps
3171,a30fb_booster_rs_chandelier_6h_solusdt_lb12_atr0p5_rel0p01_trail3p0_hold18_2p0x_0p15_c87571c1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,6h,0.02880683268676698,0.03825030009384456,0.013457741469882656,False,False,False,train_trade_event_count_68_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;train_return_below_validation_return;train_validation_return_ratio_0.7531_below_1.00,0.29832387396139487,0.09798506163391574,-0.05440398383123557,-0.05440398383123557,False,validation_return_0.0383_below_preferred_0.10;locked_oos_return_0.0135_below_preferred_0.03;locked_oos_trade_event_count_7_below_20;validation_min_half_return_-0.0544_below_0;train_rpt_14.121_below_preferred_20bps
3223,a30fb_booster_squeeze_expansion_6h_solusdt_lb24_volz0p5_hold6_3p0x_0p15_f1888721,no_promotion_shadow_or_reject,volatility_squeeze_range_expansion,SOLUSDT,6h,0.09475010108853543,0.013069445292934745,0.005090018986729783,False,False,False,train_trade_event_count_38_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0131_below_0.02,0.28900931240056343,0.030369249052895064,-0.01678990689586457,-0.01678990689586457,False,validation_return_0.0131_below_preferred_0.10;locked_oos_return_0.0051_below_preferred_0.03;locked_oos_trade_event_count_4_below_20;validation_min_half_return_-0.0168_below_0
3291,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail2p0_hold18_3p0x_0p1_1af68644,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.08695897427195742,0.04136011968209208,0.008462549769783445,False,False,False,locked_oos_trade_event_count_15_below_20,0.2782913435817965,0.07751053707466204,-0.0335499432708255,-0.0335499432708255,False,validation_return_0.0414_below_preferred_0.10;locked_oos_return_0.0085_below_preferred_0.03;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0335_below_0;train_rpt_15.097_below_preferred_20bps;locked_oos_rpt_18.806_below_preferred_20bps
3292,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail2p0_hold18_2p0x_0p15_15bb14af,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.0869589742719572,0.04136011968209208,0.008462549769783445,False,False,False,locked_oos_trade_event_count_15_below_20,0.27829134358179586,0.07751053707466249,-0.03354994327082583,-0.03354994327082583,False,validation_return_0.0414_below_preferred_0.10;locked_oos_return_0.0085_below_preferred_0.03;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0335_below_0;train_rpt_15.097_below_preferred_20bps;locked_oos_rpt_18.806_below_preferred_20bps
3300,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail2p0_hold18_3p0x_0p15_aaff6821,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.12009431391906156,0.06067353827682531,0.012343979534434668,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1444_above_0.12,0.27641800459312155,0.11724330502352998,-0.05063334592594726,-0.05063334592594726,False,validation_return_0.0607_below_preferred_0.10;locked_oos_return_0.0123_below_preferred_0.03;validation_mdd_0.1444_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0506_below_0;train_rpt_13.900_below_preferred_20bps;locked_oos_rpt_18.287_below_preferred_20bps
3303,a30fb_booster_pullback_reclaim_6h_ethusdt_fast12_slow48_z-0p5_hold12_4p0x_0p125_daadc237,no_promotion_shadow_or_reject,trend_pullback_reclaim,ETHUSDT,6h,0.035527381775102285,0.13880339871288738,0.015422859398498856,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_5_below_30;locked_oos_trade_event_count_8_below_20;train_return_below_validation_return;train_validation_return_ratio_0.2560_below_1.00,0.27592028491134346,0.16914426763460533,-0.025951347290187443,-0.025951347290187443,False,locked_oos_return_0.0154_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0260_below_0;train_rpt_12.251_below_preferred_20bps
3304,a30fb_booster_pullback_reclaim_6h_ethusdt_fast12_slow48_z-0p5_hold12_5p0x_0p1_3acb2f58,no_promotion_shadow_or_reject,trend_pullback_reclaim,ETHUSDT,6h,0.035527381775102285,0.13880339871288738,0.015422859398498856,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_5_below_30;locked_oos_trade_event_count_8_below_20;train_return_below_validation_return;train_validation_return_ratio_0.2560_below_1.00,0.27592028491134346,0.16914426763460533,-0.025951347290187443,-0.025951347290187443,False,locked_oos_return_0.0154_below_preferred_0.03;locked_oos_trade_event_count_8_below_20;validation_min_half_return_-0.0260_below_0;train_rpt_12.251_below_preferred_20bps
3312,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail2p0_hold18_4p0x_0p125_a9c306b1,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.12941297625206372,0.06689197151518322,0.013585305103815282,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1593_above_0.12,0.2746621816252941,0.13062380229615145,-0.056368732598355065,-0.056368732598355065,False,validation_return_0.0669_below_preferred_0.10;locked_oos_return_0.0136_below_preferred_0.03;validation_mdd_0.1593_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0564_below_0;train_rpt_13.481_below_preferred_20bps;locked_oos_rpt_18.114_below_preferred_20bps
3313,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail2p0_hold18_5p0x_0p1_f6cef146,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.12941297625206372,0.06689197151518322,0.013585305103815282,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1593_above_0.12,0.2746621816252941,0.13062380229615145,-0.056368732598355065,-0.056368732598355065,False,validation_return_0.0669_below_preferred_0.10;locked_oos_return_0.0136_below_preferred_0.03;validation_mdd_0.1593_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0564_below_0;train_rpt_13.481_below_preferred_20bps;locked_oos_rpt_18.114_below_preferred_20bps
3318,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail3p0_hold18_3p0x_0p1_be1dbc82,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.08097024229374683,0.04136011968209208,0.008462549769783445,False,False,False,locked_oos_trade_event_count_15_below_20,0.2741325019302613,0.07751053707466204,-0.0335499432708255,-0.0335499432708255,False,validation_return_0.0414_below_preferred_0.10;locked_oos_return_0.0085_below_preferred_0.03;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0335_below_0;train_rpt_14.057_below_preferred_20bps;locked_oos_rpt_18.806_below_preferred_20bps
3319,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail3p0_hold18_2p0x_0p15_ba159d3c,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.08097024229374639,0.04136011968209208,0.008462549769783445,False,False,False,locked_oos_trade_event_count_15_below_20,0.2741325019302606,0.07751053707466249,-0.03354994327082583,-0.03354994327082583,False,validation_return_0.0414_below_preferred_0.10;locked_oos_return_0.0085_below_preferred_0.03;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0335_below_0;train_rpt_14.057_below_preferred_20bps;locked_oos_rpt_18.806_below_preferred_20bps
3334,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail3p0_hold18_3p0x_0p15_7940010f,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.11084184389029894,0.06067353827682531,0.012343979534434668,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1444_above_0.12,0.2721344536538795,0.11724330502352998,-0.05063334592594726,-0.05063334592594726,False,validation_return_0.0607_below_preferred_0.10;locked_oos_return_0.0123_below_preferred_0.03;validation_mdd_0.1444_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0506_below_0;train_rpt_12.829_below_preferred_20bps;locked_oos_rpt_18.287_below_preferred_20bps
3344,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail3p0_hold18_4p0x_0p125_f252fed6,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.11904859122234446,0.06689197151518322,0.013585305103815282,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1593_above_0.12,0.2703436878629111,0.13062380229615145,-0.056368732598355065,-0.056368732598355065,False,validation_return_0.0669_below_preferred_0.10;locked_oos_return_0.0136_below_preferred_0.03;validation_mdd_0.1593_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0564_below_0;train_rpt_12.401_below_preferred_20bps;locked_oos_rpt_18.114_below_preferred_20bps
3345,a30fb_booster_rs_chandelier_2h_solusdt_lb24_atr0p25_rel0p01_trail3p0_hold18_5p0x_0p1_0595e4cd,no_promotion_shadow_or_reject,relative_strength_chandelier_breakout,SOLUSDT,2h,0.11904859122234446,0.06689197151518322,0.013585305103815282,False,False,False,locked_oos_trade_event_count_15_below_20;validation_mdd_0.1593_above_0.12,0.2703436878629111,0.13062380229615145,-0.056368732598355065,-0.056368732598355065,False,validation_return_0.0669_below_preferred_0.10;locked_oos_return_0.0136_below_preferred_0.03;validation_mdd_0.1593_above_preferred_0.10;locked_oos_trade_event_count_15_below_20;validation_min_half_return_-0.0564_below_0;train_rpt_12.401_below_preferred_20bps;locked_oos_rpt_18.114_below_preferred_20bps
