rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
64,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p125_a8cc7f61,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.0,-0.005,12,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.125,0.5,0.1483773448647896,0.23718016864890523,-0.09105026724277143,0.21093548674564966,0.03781282703491673,0.11172486342264087,0.7007818697074323,4.2699805408620835,-5.967659851695483,242,46,29,2188,479,277,0.6255891700812081,-0.08880282378411564,12.262590484693355,103.12181245604576,-62.79328775363547,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.6256_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.793_not_above_10.000,1.6757773371117903,0.1018882862853232,0.12278185007273223,0.1018882862853232,False,locked_oos_return_-0.0911_below_preferred_0.03;train_rpt_12.263_below_preferred_20bps;locked_oos_rpt_-62.793_below_preferred_20bps
65,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold12_5p0x_0p1_c925e17d,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.0,-0.005,12,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,5.0,0.1,0.5,0.1483773448647896,0.23718016864890523,-0.09105026724277143,0.21093548674564966,0.03781282703491673,0.11172486342264087,0.7007818697074323,4.2699805408620835,-5.967659851695483,242,46,29,2188,479,277,0.6255891700812081,-0.08880282378411564,12.262590484693355,103.12181245604576,-62.79328775363547,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.6256_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-62.793_not_above_10.000,1.6757773371117903,0.1018882862853232,0.12278185007273223,0.1018882862853232,False,locked_oos_return_-0.0911_below_preferred_0.03;train_rpt_12.263_below_preferred_20bps;locked_oos_rpt_-62.793_below_preferred_20bps
66,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p15_18028558,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.0,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.40105335923311713,0.14932108852129922,-0.07685434999907037,0.0741776866567262,0.05790695978887084,0.09051815572463273,1.6005677494106814,2.615916632203289,-5.106899021435146,172,38,24,907,218,97,2.685845403383265,0.2517322707118179,38.86175961561212,65.4917054917979,-53.37107638824332,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-53.371_not_above_10.000,1.6592942295176494,0.15668863199159722,-0.006369513165882856,-0.006369513165882856,False,locked_oos_return_-0.0769_below_preferred_0.03;validation_min_half_return_-0.0064_below_0;locked_oos_rpt_-53.371_below_preferred_20bps
67,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail2p0_hold18_4p0x_0p125_7b8755aa,relative_strength_chandelier_breakout,ETHUSDT,1h,long_short,36,0.0,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.125,0.5,0.15163632469177935,0.16622633621898486,-0.14045709180730204,0.17226109674620527,0.05188602849224788,0.14312520792645012,0.7239843785457875,2.964858550192122,-8.705681697879976,288,60,32,3221,727,335,0.9122280388350449,-0.014590011527205515,10.530300325818011,55.40877873966162,-87.78568237956377,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.9122_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.786_not_above_10.000,1.651603095972847,0.06415567109847342,0.09591704286568348,0.06415567109847342,False,locked_oos_return_-0.1405_below_preferred_0.03;train_rpt_10.530_below_preferred_20bps;locked_oos_rpt_-87.786_below_preferred_20bps
68,a30fb_booster_rs_chandelier_1h_ethusdt_lb36_atr0p25_rel0p0_trail2p0_hold18_5p0x_0p1_0dc6de68,relative_strength_chandelier_breakout,ETHUSDT,1h,long_short,36,0.0,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,5.0,0.1,0.5,0.15163632469177935,0.16622633621898486,-0.14045709180730204,0.17226109674620527,0.05188602849224788,0.14312520792645012,0.7239843785457875,2.964858550192122,-8.705681697879976,288,60,32,3221,727,335,0.9122280388350449,-0.014590011527205515,10.530300325818011,55.40877873966162,-87.78568237956377,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.9122_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-87.786_not_above_10.000,1.651603095972847,0.06415567109847342,0.09591704286568348,0.06415567109847342,False,locked_oos_return_-0.1405_below_preferred_0.03;train_rpt_10.530_below_preferred_20bps;locked_oos_rpt_-87.786_below_preferred_20bps
69,a30fb_booster_rs_chandelier_2h_ethusdt_lb36_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_f9536860,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,36,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.15,0.6,0.3308086017030778,0.1353385478305491,-0.07849390744247264,0.08823346803870025,0.0357901850087885,0.08239474088984855,1.499553411889853,2.947309639553828,-6.387201358302119,130,22,16,639,143,66,2.444304353828795,0.1954700538725287,42.41135919270228,102.52920290193114,-81.76448691924234,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_trade_event_count_22_below_30;locked_oos_trade_event_count_16_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-81.764_not_above_10.000,1.645220156977528,0.12101207411745651,0.012779945946943316,0.012779945946943316,False,locked_oos_return_-0.0785_below_preferred_0.03;locked_oos_trade_event_count_16_below_20;locked_oos_rpt_-81.764_below_preferred_20bps
70,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail3p0_hold6_4p0x_0p15_5d460d5a,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.0,-0.005,6,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,4.0,0.15,0.6,0.1543427323908657,0.1730773287242915,-0.11772557469815847,0.14757786834667375,0.054269215212539135,0.12455695364762709,0.7001641030592846,2.9069468859848255,-7.069205537796319,222,44,35,1130,246,173,0.8917559193251151,-0.01873459633342578,11.587292221536467,65.55959421374678,-56.05979747531356,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8918_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.060_not_above_10.000,1.6320796301022682,0.1510386444671834,0.01914678048651397,0.01914678048651397,False,locked_oos_return_-0.1177_below_preferred_0.03;train_rpt_11.587_below_preferred_20bps;locked_oos_rpt_-56.060_below_preferred_20bps
71,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail3p0_hold18_4p0x_0p15_53e05cf4,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.0,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,4.0,0.15,0.6,0.19447177737038124,0.15617868166288762,-0.18737519577488726,0.20879345733445276,0.10422315540931049,0.1920938606796755,0.7362162189889523,2.2940096523701468,-9.153721305839156,174,40,27,1836,425,264,1.245187725365421,0.03829309570749362,18.627564882220426,65.07445069286985,-115.66370109560943,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-115.664_not_above_10.000,1.6248413339593413,0.09628671517520271,0.05463166310294265,0.05463166310294265,False,locked_oos_return_-0.1874_below_preferred_0.03;validation_mdd_0.1042_above_preferred_0.10;train_rpt_18.628_below_preferred_20bps;locked_oos_rpt_-115.664_below_preferred_20bps
72,a30fb_booster_rs_chandelier_30m_ethusdt_lb12_atr0p25_rel0p005_trail2p0_hold18_4p0x_0p15_c2884598,relative_strength_chandelier_breakout,ETHUSDT,30m,long_short,12,0.005,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.15,0.6,0.44001191546772844,0.18124600271071056,-0.03452358169094982,0.21599643161229487,0.07926230574792592,0.05748162547784097,1.3288772468476493,2.5010891339586596,-1.6947493637217026,682,132,62,7024,1455,667,2.4277054880489586,0.2587659127570179,10.752979361381438,22.884596301857393,-9.280532712620921,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-9.281_not_above_10.000,1.6232648441056743,0.03537201367475884,0.14089041147462456,0.03537201367475884,False,locked_oos_return_-0.0345_below_preferred_0.03;train_rpt_10.753_below_preferred_20bps;locked_oos_rpt_-9.281_below_preferred_20bps
73,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold18_4p0x_0p125_5d3f25a9,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.125,0.5,0.26456184900894164,0.13866983297558289,-0.1302012064953476,0.1572238051096766,0.07343916498067538,0.13259933238418897,1.1603026973188808,2.651847059808205,-9.46920759013496,142,30,18,1469,322,165,1.9078543857157881,0.12589201603335876,37.262232254780514,92.44655531705526,-144.6680072170529,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-144.668_not_above_10.000,1.6209613535084255,0.07988895262792339,0.05443233788494184,0.05443233788494184,False,locked_oos_return_-0.1302_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-144.668_below_preferred_20bps
74,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold18_5p0x_0p1_c468d49e,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,18,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,5.0,0.1,0.5,0.26456184900894164,0.13866983297558289,-0.1302012064953476,0.1572238051096766,0.07343916498067538,0.13259933238418897,1.1603026973188808,2.651847059808205,-9.46920759013496,142,30,18,1469,322,165,1.9078543857157881,0.12589201603335876,37.262232254780514,92.44655531705526,-144.6680072170529,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-144.668_not_above_10.000,1.6209613535084255,0.07988895262792339,0.05443233788494184,0.05443233788494184,False,locked_oos_return_-0.1302_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-144.668_below_preferred_20bps
75,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold12_4p0x_0p15_b40d24c0,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.0,-0.005,12,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.15,0.6,0.16067093069640248,0.15900307595008933,-0.18020791200512565,0.2554546230724972,0.09666149335785768,0.18496819514530516,0.6756697708041017,2.4725675199088184,-9.59450283565832,200,42,29,1533,330,208,1.0104894495678605,0.0016678547463131466,13.389244224700207,63.09645871035291,-103.56776552018717,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-103.568_not_above_10.000,1.6188883903551095,0.11935973460297755,0.035416086644543654,0.035416086644543654,False,locked_oos_return_-0.1802_below_preferred_0.03;train_rpt_13.389_below_preferred_20bps;locked_oos_rpt_-103.568_below_preferred_20bps
212,a30fb_booster_rs_chandelier_6h_bnbusdt_lb36_atr0p0_rel0p005_trail2p0_hold18_4p0x_0p15_68127392,relative_strength_chandelier_breakout,BNBUSDT,6h,long_short,36,0.005,-0.005,18,2,adx15_btc_regime_atr0.0_trail2.0,False,,,,,4.0,0.15,0.6,0.10041818012030657,0.10128108701967853,0.006688240077563856,0.11138772385673601,0.029477214778825256,0.045024031847975876,0.6009739652075817,3.285839185934799,0.5213486610556141,48,6,6,502,62,70,0.9914800786132528,-0.0008629068993719624,34.86742365288423,281.33635283244035,18.578444659899603,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_48_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_6_below_20;train_return_below_validation_return;train_validation_return_ratio_0.9915_below_1.00,1.3005107051811942,0.10128108701967853,0.0,0.0,False,locked_oos_return_0.0067_below_preferred_0.03;locked_oos_trade_event_count_6_below_20;locked_oos_rpt_18.578_below_preferred_20bps
216,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_2p0x_0p15_6b5e20db,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,2.0,0.15,0.3,0.1571847530724948,0.1023072923853634,0.015535835216138993,0.10300250113525666,0.031982030952160345,0.015995301530388972,0.8958392818432553,3.05544356238171,1.3884211427870061,212,39,15,2185,388,150,1.5363983290694774,0.054877460687131396,24.714583816430004,87.44213024390035,34.524078258086654,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,1.281857186340003,0.08880253795599535,0.012403309102053228,0.012403309102053228,False,locked_oos_return_0.0155_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
217,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_3p0x_0p1_92523163,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,3.0,0.1,0.30000000000000004,0.15718475307249524,0.10230729238536318,0.015535835216138993,0.10300250113525666,0.031982030952160345,0.015995301530388972,0.8958392818432552,3.05544356238171,1.3884211427870066,212,39,15,2185,388,150,1.5363983290694851,0.05487746068713206,24.714583816430064,87.44213024390014,34.52407825808665,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,1.2818571863400012,0.08880253795599513,0.012403309102053228,0.012403309102053228,False,locked_oos_return_0.0155_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
219,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_2p0x_0p15_d915678f,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,2.0,0.15,0.3,0.1463762870725276,0.1023072923853634,0.015535835216138993,0.11138073714536234,0.031982030952160345,0.015995301530388972,0.8436802391069871,3.05544356238171,1.3884211427870061,214,39,15,2190,388,150,1.4307512559434026,0.04406899468716419,22.800044715346974,87.44213024390035,34.524078258086654,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,1.2741990299356711,0.08880253795599535,0.012403309102053228,0.012403309102053228,False,locked_oos_return_0.0155_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
220,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_3p0x_0p1_71149123,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,3.0,0.1,0.30000000000000004,0.1463762870725276,0.10230729238536318,0.015535835216138993,0.11138073714536201,0.031982030952160345,0.015995301530388972,0.843680239106987,3.05544356238171,1.3884211427870066,214,39,15,2190,388,150,1.4307512559434057,0.04406899468716441,22.800044715346974,87.44213024390014,34.52407825808665,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,1.274199029935669,0.08880253795599513,0.012403309102053228,0.012403309102053228,False,locked_oos_return_0.0155_below_preferred_0.03;locked_oos_trade_event_count_15_below_20
255,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold18_4p0x_0p15_cef61ef2,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,4.0,0.15,0.6,0.4814073621985058,0.14646278888785136,0.06388458149982079,0.20964744090941645,0.15380701301794497,0.033958595372826195,1.2183936086152019,1.9681105188640302,2.425238345774155,236,49,23,2424,481,237,3.2868919529255054,0.3349445733106544,33.997695070515945,49.81727513192224,46.293174999870146,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1538_above_0.12,1.2280926893576283,0.188478801862912,-0.03535276599734183,-0.03535276599734183,False,validation_mdd_0.1538_above_preferred_0.10;validation_min_half_return_-0.0354_below_0
260,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail2p0_hold18_4p0x_0p15_6b6b4ec3,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.15,0.6,0.45380719172255946,0.14646278888785136,0.06388458149982079,0.22437253673628454,0.15380701301794497,0.033958595372826195,1.1687842752869644,1.9681105188640302,2.425238345774155,238,49,23,2429,481,237,3.0984470196730043,0.3073444028347081,31.779215106621816,49.81727513192224,46.293174999870146,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1538_above_0.12,1.2192187695020518,0.188478801862912,-0.03535276599734183,-0.03535276599734183,False,validation_mdd_0.1538_above_preferred_0.10;validation_min_half_return_-0.0354_below_0
323,a30fb_booster_rs_chandelier_6h_bnbusdt_lb36_atr0p0_rel0p005_trail2p0_hold18_4p0x_0p125_c4498772,relative_strength_chandelier_breakout,BNBUSDT,6h,long_short,36,0.005,-0.005,18,2,adx15_btc_regime_atr0.0_trail2.0,False,,,,,4.0,0.125,0.5,0.08566881542533111,0.08398680911657674,0.00568213003602569,0.09335627836492888,0.024591065943415424,0.03762868789533791,0.6009739652075821,3.2858391859347984,0.5213486610556137,48,6,6,502,62,70,1.020027029559126,0.001682006308754369,35.69533976055463,279.9560303885891,18.940433453418965,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_48_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_6_below_20,1.1690183095662041,0.08398680911657674,0.0,0.0,False,validation_return_0.0840_below_preferred_0.10;locked_oos_return_0.0057_below_preferred_0.03;locked_oos_trade_event_count_6_below_20;locked_oos_rpt_18.940_below_preferred_20bps
324,a30fb_booster_rs_chandelier_6h_bnbusdt_lb36_atr0p0_rel0p005_trail2p0_hold18_5p0x_0p1_211dd76e,relative_strength_chandelier_breakout,BNBUSDT,6h,long_short,36,0.005,-0.005,18,2,adx15_btc_regime_atr0.0_trail2.0,False,,,,,5.0,0.1,0.5,0.08566881542533111,0.08398680911657674,0.00568213003602569,0.09335627836492888,0.024591065943415424,0.03762868789533791,0.6009739652075821,3.2858391859347984,0.5213486610556137,48,6,6,502,62,70,1.020027029559126,0.001682006308754369,35.69533976055463,279.9560303885891,18.940433453418965,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_48_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_6_below_20,1.1690183095662041,0.08398680911657674,0.0,0.0,False,validation_return_0.0840_below_preferred_0.10;locked_oos_return_0.0057_below_preferred_0.03;locked_oos_trade_event_count_6_below_20;locked_oos_rpt_18.940_below_preferred_20bps
416,a30fb_booster_rs_chandelier_6h_bnbusdt_lb36_atr0p0_rel0p005_trail2p0_hold18_3p0x_0p15_11e7e5e7,relative_strength_chandelier_breakout,BNBUSDT,6h,long_short,36,0.005,-0.005,18,2,adx15_btc_regime_atr0.0_trail2.0,False,,,,,3.0,0.15,0.44999999999999996,0.07797258445560096,0.07540151431427256,0.0051627136944378815,0.08425980912639486,0.022143983481551333,0.03391479611811643,0.6009739652075821,3.285839185934799,0.5213486610556143,48,6,6,502,62,70,1.0340983886691215,0.002571070141328402,36.09841872944489,279.26486783063916,19.121161831251417,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_48_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_6_below_20,1.0994806783756874,0.07540151431427256,0.0,0.0,False,validation_return_0.0754_below_preferred_0.10;locked_oos_return_0.0052_below_preferred_0.03;locked_oos_trade_event_count_6_below_20;locked_oos_rpt_19.121_below_preferred_20bps
427,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p01_trail3p0_hold18_4p0x_0p125_58de53d0,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.01,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,4.0,0.125,0.5,0.4015766054241956,0.12243683933414617,0.05336637616501516,0.17696677950707151,0.12959854812619653,0.02836243336996702,1.218393608615202,1.9681105188640304,2.425238345774155,236,49,23,2424,481,237,3.2798674615263503,0.2791397660900494,34.03191571391488,49.974220136386194,46.405544491317535,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,validation_mdd_0.1296_above_0.12,1.0926781073622045,0.15586812702452368,-0.028923098499511912,-0.028923098499511912,False,validation_mdd_0.1296_above_preferred_0.10;validation_min_half_return_-0.0289_below_0
