rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons,booster_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return,booster_target_gate_pass,booster_target_reasons
1,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p15_866d30f9,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.2516812425646826,0.25550481775595557,-0.05829428527697689,0.16330300803419795,0.04537928323618623,0.0647905154237135,0.9679807401391608,4.013962645056685,-3.749571152720861,240,46,25,2018,425,221,0.9850352129370608,-0.0038235751912729654,17.477864066991845,92.57420933186798,-38.86285685131792,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.9850_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.863_not_above_10.000,2.6835175389095838,0.09594223300525218,0.14559397379290173,0.09594223300525218,False,locked_oos_return_-0.0583_below_preferred_0.03;train_rpt_17.478_below_preferred_20bps;locked_oos_rpt_-38.863_below_preferred_20bps
2,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p15_499b43f0,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.15,0.6,0.4487637085148397,0.22721730042003951,-0.07737128083289746,0.0816097533332153,0.034707239167000026,0.08127686647829235,1.7834159655047381,3.994379141080946,-5.81154735678419,164,32,20,867,196,75,1.9750419870548768,0.2215464080948002,45.606067938499976,118.34234396877058,-64.47606736074788,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.476_not_above_10.000,2.5458047086587654,0.16518333009991437,0.053239665139050985,0.053239665139050985,False,locked_oos_return_-0.0774_below_preferred_0.03;locked_oos_rpt_-64.476_below_preferred_20bps
3,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p15_4f222cb4,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.3929115134865484,0.2182703474289791,-0.07827604448583014,0.08160975333321607,0.037390573570419416,0.08217780017030796,1.58744368017364,3.8464572226119578,-5.878024443844091,164,32,20,878,197,79,1.8001140242578948,0.1746411660575693,39.930031858389064,113.68247261925994,-65.23003707152512,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.230_not_above_10.000,2.435869651410229,0.15668863199159722,0.053239665139050985,0.053239665139050985,False,locked_oos_return_-0.0783_below_preferred_0.03;locked_oos_rpt_-65.230_below_preferred_20bps
4,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p15_dbb8df09,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,12,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.15,0.6,0.36067442794185367,0.22233461887573425,-0.136144402413648,0.1622248233802268,0.06054835141859127,0.14195031939463554,1.3789355879274872,3.5762628581990925,-8.998388367975732,152,30,18,1158,274,112,1.6222144341068152,0.13833980906611942,39.54763464274711,123.51923270874126,-126.0596318644889,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-126.060_not_above_10.000,2.427490679590395,0.15037764126452813,0.06255074423396234,0.06255074423396234,False,locked_oos_return_-0.1361_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-126.060_below_preferred_20bps
5,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p125_ed09e150,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.125,0.5,0.21176029808727503,0.20994472520685048,-0.04869079960546563,0.13678023511008353,0.03781282703491673,0.05423646669298776,0.9679807401391606,4.013962645056686,-3.749571152720861,240,46,25,2018,425,221,1.008647861377016,0.0018155728804245541,17.64669150727292,91.2803153073263,-38.9526396843725,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.953_not_above_10.000,2.307356469873998,0.07997727415814015,0.12034276475865857,0.07997727415814015,False,locked_oos_return_-0.0487_below_preferred_0.03;train_rpt_17.647_below_preferred_20bps;locked_oos_rpt_-38.953_below_preferred_20bps
6,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_5p0x_0p1_68624f57,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,5.0,0.1,0.5,0.21176029808727503,0.20994472520685048,-0.04869079960546563,0.13678023511008353,0.03781282703491673,0.05423646669298776,0.9679807401391606,4.013962645056686,-3.749571152720861,240,46,25,2018,425,221,1.008647861377016,0.0018155728804245541,17.64669150727292,91.2803153073263,-38.9526396843725,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.953_not_above_10.000,2.307356469873998,0.07997727415814015,0.12034276475865857,0.07997727415814015,False,locked_oos_return_-0.0487_below_preferred_0.03;train_rpt_17.647_below_preferred_20bps;locked_oos_rpt_-38.953_below_preferred_20bps
7,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p15_58aa5594,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.0,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.21127052260312262,0.24306208740262414,-0.08318847596300394,0.18741534221102019,0.04537928323618623,0.10713716384485739,0.8402904780824765,3.756761622192705,-4.7994097038254795,246,48,31,2057,461,266,0.8692039341090663,-0.031791564799501515,14.313721043571993,84.39655812591117,-44.72498707688384,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8692_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.725_not_above_10.000,2.2786964975536357,0.09594223300525218,0.1342405192233016,0.09594223300525218,False,locked_oos_return_-0.0832_below_preferred_0.03;train_rpt_14.314_below_preferred_20bps;locked_oos_rpt_-44.725_below_preferred_20bps
8,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail2p0_hold12_4p0x_0p15_8805e5b8,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.0,-0.005,12,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.15,0.6,0.2332462802806594,0.22836278176099656,-0.025992440487929924,0.18721796288966497,0.10563311059150515,0.0728324311859403,0.7944189339905728,3.1798454436751373,-0.9666361996691496,234,49,34,1813,371,219,1.0213848267305392,0.004883498519662854,16.61298292597289,77.67441556496482,-12.74139239604408,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.741_not_above_10.000,2.1879975855832408,0.22080998751554093,0.006186707450539508,0.006186707450539508,False,locked_oos_return_-0.0260_below_preferred_0.03;validation_mdd_0.1056_above_preferred_0.10;train_rpt_16.613_below_preferred_20bps;locked_oos_rpt_-12.741_below_preferred_20bps
9,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p5_rel0p0_trail3p0_hold12_4p0x_0p15_f37ffd11,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.0,-0.005,12,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.23248201498020316,0.22836278176099656,-0.025992440487929924,0.1877216587999867,0.10563311059150515,0.0728324311859403,0.7925612748409213,3.1798454436751373,-0.9666361996691496,234,49,34,1814,371,219,1.018038111059261,0.004119233219206597,16.558548075513045,77.67441556496482,-12.74139239604408,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-12.741_not_above_10.000,2.1877798461814013,0.22080998751554093,0.006186707450539508,0.006186707450539508,False,locked_oos_return_-0.0260_below_preferred_0.03;validation_mdd_0.1056_above_preferred_0.10;train_rpt_16.559_below_preferred_20bps;locked_oos_rpt_-12.741_below_preferred_20bps
10,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail3p0_hold18_4p0x_0p15_1f67c762,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail3.0,False,,,,,4.0,0.15,0.6,0.29591754818429306,0.20985339565201167,0.030255439257693473,0.1988918271104393,0.06315026704140625,0.03188313248794106,0.8958392818432553,3.05544356238171,1.3884211427870061,212,39,15,2185,388,150,1.4101156060157198,0.08606415253228139,23.263958190589076,89.6809383128255,33.61715473077052,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,2.182812639611241,0.18198334707447583,0.023579053500641267,0.023579053500641267,False,locked_oos_trade_event_count_15_below_20
11,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_4p0x_0p125_05459e55,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.125,0.5,0.36652770118546507,0.18697875675715192,-0.06480725436871582,0.06828669220445427,0.028922699305833244,0.06810867084254235,1.7834159655047381,3.9943791410809464,-5.8115473567841915,164,32,20,867,196,75,1.960263869234682,0.17954894442831315,44.69850014456891,116.86172297321995,-64.80725436871582,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.807_not_above_10.000,2.1812645922726537,0.1364918520254088,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0648_below_preferred_0.03;locked_oos_rpt_-64.807_below_preferred_20bps
12,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_5p0x_0p1_6d748517,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,5.0,0.1,0.5,0.36652770118546507,0.18697875675715192,-0.06480725436871582,0.06828669220445427,0.028922699305833244,0.06810867084254235,1.7834159655047381,3.9943791410809464,-5.8115473567841915,164,32,20,867,196,75,1.960263869234682,0.17954894442831315,44.69850014456891,116.86172297321995,-64.80725436871582,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.807_not_above_10.000,2.1812645922726537,0.1364918520254088,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0648_below_preferred_0.03;locked_oos_rpt_-64.807_below_preferred_20bps
13,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold12_4p0x_0p15_8eb92429,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.005,-0.005,12,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.15,0.6,0.202693782155823,0.3022481588524746,-0.08301894697887136,0.2159212455862044,0.04537928323618634,0.09027669363781865,0.794505310785314,4.530703550170723,-5.037412915179236,236,44,23,2137,443,220,0.6706204031990698,-0.09955437669665157,14.314532638123094,114.48793895927068,-60.1586572310662,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.6706_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-60.159_not_above_10.000,2.174821826438819,0.12265927195846893,0.15996740184643454,0.12265927195846893,False,locked_oos_return_-0.0830_below_preferred_0.03;train_rpt_14.315_below_preferred_20bps;locked_oos_rpt_-60.159_below_preferred_20bps
14,a30fb_booster_rs_chandelier_2h_solusdt_lb12_atr0p25_rel0p015_trail2p0_hold18_4p0x_0p15_cc80b247,relative_strength_chandelier_breakout,SOLUSDT,2h,long_short,12,0.015,-0.005,18,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.15,0.6,0.2717732471869154,0.20985339565201167,0.030255439257693473,0.21381731128557646,0.06315026704140625,0.03188313248794106,0.8436802391069871,3.05544356238171,1.3884211427870061,214,39,15,2190,388,150,1.2950624236625745,0.06191985153490376,21.166140746644505,89.6809383128255,33.61715473077052,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_15_below_20,2.1744213698354624,0.18198334707447583,0.023579053500641267,0.023579053500641267,False,locked_oos_trade_event_count_15_below_20
15,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p005_trail3p0_hold6_3p0x_0p15_38519586,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,3.0,0.15,0.44999999999999996,0.1913879684637989,0.18761773197364184,-0.04387190575965938,0.12340142194708437,0.03402979424332442,0.04892313438944074,0.9679807401391609,4.013962645056685,-3.7495711527208617,240,46,25,2018,425,221,1.0200953100247834,0.003770236490157064,17.721108191092494,90.63658549451297,-38.997249564141676,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-38.997_not_above_10.000,2.104182760688069,0.07198659495726689,0.10786621545485575,0.07198659495726689,False,locked_oos_return_-0.0439_below_preferred_0.03;train_rpt_17.721_below_preferred_20bps;locked_oos_rpt_-38.997_below_preferred_20bps
16,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_4p0x_0p125_9a5b2f3e,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.125,0.5,0.3226101111746751,0.17976742647463606,-0.06557137591503026,0.06828669220445438,0.031152698978932025,0.06887009488775564,1.5874436801736405,3.846457222611958,-5.878024443844092,164,32,20,878,197,79,1.7945971497800417,0.14284268470003902,39.34269648471648,112.35464154664754,-65.57137591503026,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.571_not_above_10.000,2.089364405907854,0.12958724816313416,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0656_below_preferred_0.03;locked_oos_rpt_-65.571_below_preferred_20bps
17,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail3p0_hold6_5p0x_0p1_7f9dfbe3,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,5.0,0.1,0.5,0.3226101111746751,0.17976742647463606,-0.06557137591503026,0.06828669220445438,0.031152698978932025,0.06887009488775564,1.5874436801736405,3.846457222611958,-5.878024443844092,164,32,20,878,197,79,1.7945971497800417,0.14284268470003902,39.34269648471648,112.35464154664754,-65.57137591503026,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-65.571_not_above_10.000,2.089364405907854,0.12958724816313416,0.0444234638741734,0.0444234638741734,False,locked_oos_return_-0.0656_below_preferred_0.03;locked_oos_rpt_-65.571_below_preferred_20bps
18,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_4p0x_0p125_f4b06ee9,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,12,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,4.0,0.125,0.5,0.29790473630552095,0.18324153067644167,-0.11468541240663677,0.1367906201208947,0.05042920379785654,0.11964832610148712,1.3789355879274867,3.5762628581990925,-8.998388367975734,152,30,18,1158,274,112,1.6257490057291957,0.11466320562907928,39.197991619147494,122.16102045096112,-127.42823600737418,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-127.428_not_above_10.000,2.084031741892702,0.12453647197604067,0.052203783659630076,0.052203783659630076,False,locked_oos_return_-0.1147_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-127.428_below_preferred_20bps
19,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold12_5p0x_0p1_fb40f0ff,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,12,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,5.0,0.1,0.5,0.29790473630552095,0.18324153067644167,-0.11468541240663677,0.1367906201208947,0.05042920379785654,0.11964832610148712,1.3789355879274867,3.5762628581990925,-8.998388367975734,152,30,18,1158,274,112,1.6257490057291957,0.11466320562907928,39.197991619147494,122.16102045096112,-127.42823600737418,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-127.428_not_above_10.000,2.084031741892702,0.12453647197604067,0.052203783659630076,0.052203783659630076,False,locked_oos_return_-0.1147_below_preferred_0.03;locked_oos_trade_event_count_18_below_20;locked_oos_rpt_-127.428_below_preferred_20bps
20,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p5_rel0p005_trail2p0_hold6_3p0x_0p15_ce45d834,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.005,-0.005,6,2,adx15_btc_regime_atr0.5_trail2.0,False,,,,,3.0,0.15,0.44999999999999996,0.32651552485096724,0.1672191588718337,-0.058476024819068884,0.06158308365152931,0.02603042937524991,0.061468522005761694,1.7834159655047381,3.9943791410809455,-5.811547356784191,164,32,20,867,196,75,1.9526203041197412,0.15929636597913355,44.243296050266565,116.12441588321786,-64.97336091007654,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-64.973_not_above_10.000,2.00221142576919,0.12231996180914262,0.04000570121760805,0.04000570121760805,False,locked_oos_return_-0.0585_below_preferred_0.03;locked_oos_rpt_-64.973_below_preferred_20bps
21,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_4p0x_0p125_e33eea72,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.0,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,4.0,0.125,0.5,0.17919329570168996,0.2000018780988142,-0.06965839119768813,0.1586288412196083,0.03781282703491673,0.09003610788369831,0.8402904780824759,3.7567616221927054,-4.799409703825479,246,48,31,2057,461,266,0.8959580650195523,-0.020808582397124242,14.568560626153655,83.33411587450591,-44.94089754689556,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8960_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.941_not_above_10.000,1.9969724984059516,0.07997727415814015,0.1111362311158215,0.07997727415814015,False,locked_oos_return_-0.0697_below_preferred_0.03;train_rpt_14.569_below_preferred_20bps;locked_oos_rpt_-44.941_below_preferred_20bps
22,a30fb_booster_rs_chandelier_1h_solusdt_lb36_atr0p5_rel0p0_trail3p0_hold6_5p0x_0p1_495728a9,relative_strength_chandelier_breakout,SOLUSDT,1h,long_short,36,0.0,-0.005,6,2,adx15_btc_regime_atr0.5_trail3.0,False,,,,,5.0,0.1,0.5,0.17919329570168996,0.2000018780988142,-0.06965839119768813,0.1586288412196083,0.03781282703491673,0.09003610788369831,0.8402904780824759,3.7567616221927054,-4.799409703825479,246,48,31,2057,461,266,0.8959580650195523,-0.020808582397124242,14.568560626153655,83.33411587450591,-44.94089754689556,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_below_validation_return;train_validation_return_ratio_0.8960_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-44.941_not_above_10.000,1.9969724984059516,0.07997727415814015,0.1111362311158215,0.07997727415814015,False,locked_oos_return_-0.0697_below_preferred_0.03;train_rpt_14.569_below_preferred_20bps;locked_oos_rpt_-44.941_below_preferred_20bps
23,a30fb_booster_rs_chandelier_2h_ethusdt_lb24_atr0p25_rel0p0_trail2p0_hold6_4p0x_0p15_5d910ec7,relative_strength_chandelier_breakout,ETHUSDT,2h,long_short,24,0.0,-0.005,6,2,adx15_btc_regime_atr0.25_trail2.0,False,,,,,4.0,0.15,0.6,0.20062892845913294,0.18572161311734559,-0.11685953467918186,0.14757786834667408,0.051044547752569724,0.12369761930591527,0.8647459073645598,3.1017321868210668,-7.016719075476183,222,44,35,1119,244,169,1.0802669925786632,0.014907315341787353,15.062231866301273,70.34909587778242,-55.64739746627708,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.6, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.6, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-55.647_not_above_10.000,1.9603980722453889,0.15949184918046955,0.022621775181443038,0.022621775181443038,False,locked_oos_return_-0.1169_below_preferred_0.03;train_rpt_15.062_below_preferred_20bps;locked_oos_rpt_-55.647_below_preferred_20bps
