rank,model_id,family,symbol,asset_group,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,allocation_fraction,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_sharpe,validation_sharpe,train_trade_event_count,validation_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,sample_gate_pass,execution_efficiency_proxy_gate_pass,strict_backtest_gate_pass,relaxed_backtest_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,real_execution_allowed,rejection_reasons
1,az69_xsmom_4h_tonusdt_lb12_top0p2_hold12_lev4_7b6290aa,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,12,2,4,0.1,0.4,0.2553696556408027,0.6164547914828673,0.21993491000758603,0.047534488394900265,0.8698742732923077,7.789942326343293,233,29,1635,263,0.4142552854954977,-0.3610851358420646,27.400177643862953,531.4265443817822,4.658575107344188,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_29_below_30;train_return_below_validation_return_possible_validation_spike
2,az69_xsmom_4h_tonusdt_lb12_top0p2_hold6_lev4_96e0f9cc,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,6,2,4,0.1,0.4,0.2932954610136358,0.49458788919174324,0.1270226662714612,0.0802264880874285,1.0310479840161155,6.588882335069312,285,35,1326,245,0.5930097914304775,-0.20129242817810744,25.727672018739984,353.277063708388,4.394786589748094,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
3,az69_xsmom_4h_tonusdt_lb12_top0p2_hold12_lev3_1fea90e9,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,12,2,3,0.1,0.30000000000000004,0.19386028056101057,0.43712649434153583,0.16921755811473782,0.0356870651006399,0.8698742732923078,7.789942326343293,233,29,1635,263,0.4434878303430942,-0.24326621378052526,27.73394571688277,502.4442463695813,3.770950371687084,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_29_below_30;train_return_below_validation_return_possible_validation_spike
4,az69_xsmom_4h_tonusdt_lb12_top0p2_hold6_lev3_854ababf,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,6,2,3,0.1,0.30000000000000004,0.2195446814047517,0.35500995842159444,0.0966602874668766,0.06069173073618983,1.0310479840161157,6.588882335069308,285,35,1326,245,0.6184183744615692,-0.13546527701684274,25.677740515175632,338.1047223062804,3.5743956635218175,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
5,az69_xsmom_1h_tonusdt_lb48_top0p1_hold12_lev4_c3dd7d3d,cross_sectional_momentum_rank,TONUSDT,crypto_core,1h,long_short,48,0.1,0.45,12,2,4,0.1,0.4,0.0832623366331644,0.6991649165634626,0.22128460454070342,0.07502215544408575,0.4256877730115871,7.875072929913766,351,39,4428,935,0.11908826467211152,-0.6159025799302982,5.930365857062991,448.18263882273243,3.499142142616248,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_5.930_not_above_10.000
6,az69_xsmom_4h_tonusdt_lb12_top0p1_hold6_lev4_fc135014,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.1,0.45,6,2,4,0.1,0.4,0.20265769096780217,0.35937947748405863,0.1666215532616696,0.08815986237042106,0.9130967801241655,5.2014185200060385,221,33,1055,219,0.5639100273242277,-0.15672178651625646,22.925078163778526,272.2571799121656,3.344927403403805,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
7,az69_xsmom_1h_tonusdt_lb48_top0p2_hold12_lev4_e30a9f1a,cross_sectional_momentum_rank,TONUSDT,crypto_core,1h,long_short,48,0.2,0.45,12,2,4,0.1,0.4,0.021429340777133987,0.7607498471316254,0.2342692774076066,0.07502215544408564,0.1844905127806006,8.264916034641466,469,47,5487,1049,0.02816870862075411,-0.7393205063544914,1.1422889540050098,404.6541740061837,3.242081820397724,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_1.142_not_above_10.000
8,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev4_9597e7a1,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,4,0.1,0.4,0.22497081854188794,0.14314379238953734,0.19249799556517,0.04341848716759733,0.9045601597669828,5.218157846287058,55,9,1089,224,1.5716421563687137,0.0818270261523506,102.25946297358543,397.6216455264926,3.13063652347466,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_55_below_80;validation_trade_event_count_9_below_30
9,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev4_9597e7a1,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,4,0.1,0.4,0.22673040499081165,0.14314379238953734,0.1879449574249713,0.04341848716759733,0.9346837351677212,5.218157846287058,59,9,1139,224,1.58393459615636,0.08358661260127431,96.0722055045812,397.6216455264926,3.0979049026795034,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_59_below_80;validation_trade_event_count_9_below_30
10,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev4_73407855,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,4,0.1,0.4,0.22495841739495614,0.12477634635672064,0.12753655330601843,0.019075820616664907,1.1549354554554356,6.544239436981039,26,1,580,97,1.802893128091978,0.10018207103823551,216.3061705720732,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
11,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev4_a9cda151,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,4,0.1,0.4,0.19176542848988487,0.12477634635672064,0.14446906525202696,0.019075820616664907,1.0029292874508982,6.544239436981039,26,1,599,97,1.536873246325473,0.06698908213316423,184.38983508642775,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
12,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev4_73407855,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,4,0.1,0.4,0.25124158750740855,0.12477634635672064,0.10881664831926674,0.019075820616664907,1.2789147327595995,6.544239436981039,22,1,536,97,2.0135353762414145,0.1264652411506879,285.5018039856915,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
13,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev4_a9cda151,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,4,0.1,0.4,0.21832102456752667,0.12477634635672064,0.1254056376747702,0.019075820616664907,1.130737999957894,6.544239436981039,22,1,549,97,1.7496988086457748,0.09354467821080603,248.0920733721894,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
14,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev4_73407855,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,4,0.1,0.4,0.25855582223545626,0.12477634635672064,0.11733808662640444,0.019075820616664907,1.3084518582140703,6.544239436981039,22,1,563,97,2.0721541364600955,0.13377947587873562,293.813434358473,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
15,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev4_a9cda151,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,4,0.1,0.4,0.2247047045275663,0.12477634635672064,0.13376845312488994,0.019075820616664907,1.1571558474134422,6.544239436981039,22,1,575,97,1.8008597870397844,0.09992835817084567,255.3462551449617,3119.4086589180156,3.053516452366631,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
16,az69_voladj_1h_tonusdt_lb48_th0p75_hold12_lev4_ac0a371c,volatility_adjusted_trend_persistence,TONUSDT,crypto_core,1h,long_short,48,0.75,0.2,12,2,4,0.1,0.4,0.047316799820814825,0.6241467969465919,0.1639635718728213,0.07502215544408597,0.2692703928721466,7.2296632805377925,465,51,6991,982,0.07581037033642538,-0.5768299971257771,2.543913968861012,305.9543122287215,3.012221362083682,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_2.544_not_above_10.000
17,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev4_9597e7a1,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,4,0.1,0.4,0.19435761535062146,0.14314379238953734,0.19561551075272776,0.04341848716759733,0.8257954535806241,5.218157846287058,61,9,1133,224,1.3577788607256953,0.05121382296108412,79.65476038959895,397.6216455264926,2.961092860054651,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_61_below_80;validation_trade_event_count_9_below_30
18,az69_xsmom_4h_tonusdt_lb12_top0p2_hold12_lev2_295ef0fa,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,12,2,2,0.1,0.2,0.13038515001356954,0.27560150722006904,0.11573528852077508,0.02381550927006959,0.8698742732923077,7.789942326343293,233,29,1635,263,0.47309302234496275,-0.1452163572064995,27.9796459256587,475.17501244839485,2.9233207868263977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_29_below_30;train_return_below_validation_return_possible_validation_spike
19,az69_xsmom_1h_tonusdt_lb48_top0p1_hold12_lev3_ee921b05,cross_sectional_momentum_rank,TONUSDT,crypto_core,1h,long_short,48,0.1,0.45,12,2,3,0.1,0.30000000000000004,0.06638167275624252,0.49261940949416516,0.1694326579400418,0.05669711352514939,0.4256877730115872,7.875072929913767,351,39,4428,935,0.13475245083096704,-0.42623773673792265,6.304052493470324,421.0422303368932,2.8461955291875043,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_6.304_not_above_10.000
20,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev3_d2989887,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,3,0.1,0.30000000000000004,0.1698198869789218,0.1060034430047152,0.14734608134489113,0.03268069840126786,0.9045601597669832,5.218157846287059,55,9,1089,224,1.6020223698900793,0.0638164439742066,102.92114362358896,392.60534446190815,2.8207543593841677,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_55_below_80;validation_trade_event_count_9_below_30
21,az69_xsmom_4h_tonusdt_lb12_top0p1_hold6_lev3_c89a319e,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.1,0.45,6,2,3,0.1,0.30000000000000004,0.1526145448960503,0.26182037133757263,0.12731807987335741,0.06660557571524428,0.9130967801241654,5.201418520006038,221,33,1055,219,0.5828979010165711,-0.10920582644152232,23.018785052194612,264.4650215531036,2.8139676728554672,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
22,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev3_d2989887,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,3,0.1,0.30000000000000004,0.17071489087104896,0.1060034430047152,0.14374572243809958,0.03268069840126786,0.9346837351677214,5.218157846287059,59,9,1139,224,1.6104655285909468,0.06471144786633376,96.44909088759827,392.60534446190815,2.791163450114153,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_59_below_80;validation_trade_event_count_9_below_30
23,az69_xsmom_4h_tonusdt_lb12_top0p2_hold6_lev2_6d0c2766,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,12,0.2,0.45,6,2,2,0.1,0.2,0.14575354493081627,0.22649542357919072,0.06538418502134857,0.04081214542267364,1.0310479840161155,6.588882335069312,285,35,1326,245,0.6435165118462348,-0.08074187864837445,25.570797356283556,323.5648908274153,2.7878368201773247,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
24,az69_voladj_4h_ethusdt_lb48_th0p75_hold6_lev4_5cc9561e,volatility_adjusted_trend_persistence,ETHUSDT,crypto_core,4h,long_short,48,0.75,0.2,6,2,4,0.1,0.4,0.3789306276931814,0.11526722688396362,0.138483984395377,0.041858918161651326,1.2076518208701077,4.399929033689958,107,11,1591,198,3.2874099424170287,0.2636634008092178,88.53519338625733,261.9709701908264,2.7765073720809714,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_11_below_30
25,az69_pullback_4h_ethusdt_slow72_z-0p5_hold12_lev4_aa052f2c,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,12,2,4,0.1,0.4,0.14487447619365446,0.13765854148739187,0.23622375637032234,0.048008539303795894,0.6417363263479205,4.988353313468113,55,9,1189,230,1.0524190844120158,0.007215934706262583,65.8520346334793,382.38483746497747,2.7756000533051446,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_55_below_80;validation_trade_event_count_9_below_30
26,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev3_e1649b98,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,3,0.1,0.30000000000000004,0.1673838516047499,0.0924148949897694,0.0970354278458081,0.014326421581050242,1.1549354554554363,6.544239436981036,26,1,580,97,1.811221574436456,0.07496895661498049,214.59468154455112,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
27,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev3_93c3a057,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,3,0.1,0.30000000000000004,0.14361661679381488,0.0924148949897694,0.11018369179251486,0.014326421581050242,1.0029292874508984,6.544239436981036,26,1,599,97,1.5540418761468446,0.051201721804045475,184.12386768437804,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
28,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev3_e1649b98,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,3,0.1,0.30000000000000004,0.18606142585303598,0.0924148949897694,0.08258843355442913,0.014326421581050242,1.2789147327596002,6.544239436981036,22,1,536,97,2.013327244202718,0.09364653086326657,281.9112512924787,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
29,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev3_93c3a057,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,3,0.1,0.30000000000000004,0.16260747378605633,0.0924148949897694,0.09540743372631999,0.014326421581050242,1.1307379999578941,6.544239436981036,22,1,549,97,1.7595375053345832,0.07019257879628693,246.3749602819035,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
30,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev3_e1649b98,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,3,0.1,0.30000000000000004,0.19126707356336592,0.0924148949897694,0.08913513975959564,0.014326421581050242,1.3084518582140707,6.544239436981036,22,1,563,97,2.0696563425683676,0.09885217857359652,289.79859630813013,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
31,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev3_93c3a057,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,3,0.1,0.30000000000000004,0.1671825963411615,0.0924148949897694,0.10186266274606903,0.014326421581050242,1.1571558474134427,6.544239436981036,22,1,575,97,1.8090438382218483,0.0747677013513921,253.30696415327495,3080.4964996589797,2.7650802605230527,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
32,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev3_d2989887,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,3,0.1,0.30000000000000004,0.14745197378648522,0.1060034430047152,0.1498521242415224,0.03268069840126786,0.8257954535806239,5.218157846287059,61,9,1133,224,1.3910111747967122,0.04144853078177002,80.5748490636531,392.60534446190815,2.658878101581277,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_61_below_80;validation_trade_event_count_9_below_30
33,az69_pullback_4h_ethusdt_slow72_z-0p5_hold12_lev4_aa052f2c,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,12,2,4,0.1,0.4,0.1250368992131896,0.13765854148739187,0.24558541712339255,0.048008539303795894,0.5602053291224239,4.988353313468113,51,9,1141,230,0.9083119569782869,-0.01262164227420226,61.29259765352432,382.38483746497747,2.6555640703565384,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_51_below_80;validation_trade_event_count_9_below_30;train_return_below_validation_return_possible_validation_spike
34,az69_xsmom_1h_tonusdt_lb48_top0p2_hold12_lev3_17a3e546,cross_sectional_momentum_rank,TONUSDT,crypto_core,1h,long_short,48,0.2,0.45,12,2,3,0.1,0.30000000000000004,0.021581959160432707,0.5331600983489126,0.1787919084290095,0.05669711352514917,0.1844905127806007,8.264916034641466,469,47,5487,1049,0.040479321740819696,-0.5115781391884799,1.5338990163775907,378.12772932546994,2.6368681784032115,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_1.534_not_above_10.000
35,az69_voladj_4h_ethusdt_lb48_th0p75_hold12_lev4_b628c39d,volatility_adjusted_trend_persistence,ETHUSDT,crypto_core,4h,long_short,48,0.75,0.2,12,2,4,0.1,0.4,0.3033456041535023,0.11269336625894599,0.14288359585325205,0.044070156458903664,0.9961507019130645,4.225884270445759,101,11,1646,208,2.691778710882387,0.19065223789455632,75.08554558255007,256.12128695215,2.6311303445900673,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_11_below_30
36,az69_xsmom_4h_tonusdt_lb48_top0p2_hold12_lev4_a617f82e,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,48,0.2,0.45,12,2,4,0.1,0.4,0.15517074206336545,0.20083733273562077,0.19678036862717008,0.11328900027055877,0.6537216498910161,2.954628218471422,119,16,1520,261,0.7726190143524255,-0.045666590672255314,32.59889539146333,313.80833239940745,2.5407343932431417,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_16_below_30;train_return_below_validation_return_possible_validation_spike
37,az69_voladj_4h_ethusdt_lb48_th0p75_hold6_lev3_75d741c3,volatility_adjusted_trend_persistence,ETHUSDT,crypto_core,4h,long_short,48,0.75,0.2,6,2,3,0.1,0.30000000000000004,0.28059637407099447,0.08568392463495855,0.10421604462339862,0.0315254226424011,1.207651820870108,4.399929033689959,107,11,1591,198,3.2747843340092846,0.19491244943603592,87.41320064516962,259.6482564695713,2.52745004328336,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_11_below_30
38,az69_voladj_1h_tonusdt_lb48_th1p25_hold12_lev4_967985f5,volatility_adjusted_trend_persistence,TONUSDT,crypto_core,1h,long_short,48,1.25,0.2,12,2,4,0.1,0.4,0.07489817199201076,0.38903298710287215,0.27903817034686684,0.07502215544408575,0.38909342263379915,5.495745127029668,255,25,4500,664,0.1925239619133002,-0.3141348151108614,7.342958038432427,389.03298710287214,2.5261508855783914,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_25_below_30;train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_7.343_not_above_10.000
39,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev2_50a6b9ee,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,2,0.1,0.2,0.11368512945868137,0.06977330843657104,0.10024335327496592,0.021865033361513575,0.9045601597669828,5.218157846287058,55,9,1089,224,1.6293498474711048,0.04391182102211033,103.35011768971034,387.62949131428354,2.519830741145815,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_55_below_80;validation_trade_event_count_9_below_30
40,az69_voladj_1h_tonusdt_lb48_th0p75_hold12_lev3_f6e721c5,volatility_adjusted_trend_persistence,TONUSDT,crypto_core,1h,long_short,48,0.75,0.2,12,2,3,0.1,0.30000000000000004,0.04298028375602492,0.4429038478335199,0.1252070454038221,0.0566971135251495,0.26927039287214655,7.2296632805377925,465,51,6991,982,0.09704201931472152,-0.39992356407749496,3.0810239251630755,289.4796391068757,2.5180812443015936,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_3.081_not_above_10.000
41,az69_voladj_4h_tonusdt_lb12_th0p75_hold6_lev4_1ea74433,volatility_adjusted_trend_persistence,TONUSDT,crypto_core,4h,long_short,12,0.75,0.2,6,2,4,0.1,0.4,0.16668834975679658,0.22473791406924826,0.21567373668749668,0.11750794828189726,0.6130129489678767,3.307155175340777,341,43,1875,262,0.7417010629787864,-0.058049564312451674,12.22055350123142,130.66157794723736,2.5006052794540397,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_return_below_validation_return_possible_validation_spike
42,az69_pullback_4h_ethusdt_slow72_z-0p5_hold12_lev3_66f7d9a8,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,12,2,3,0.1,0.30000000000000004,0.1118289442017153,0.10202903385766326,0.18210723518251215,0.036156747869929395,0.641736326347921,4.988353313468115,55,9,1189,230,1.0960502121163227,0.009799910344052032,67.77511769800927,377.885310583938,2.500552588762605,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_55_below_80;validation_trade_event_count_9_below_30
43,az69_xsmom_4h_tonusdt_lb48_top0p2_hold6_lev4_a6620b0d,cross_sectional_momentum_rank,TONUSDT,crypto_core,4h,long_short,48,0.2,0.45,6,2,4,0.1,0.4,0.1521358316392878,0.2005965819635629,0.20935271160012803,0.11328900027055977,0.6572139902267177,2.9515731134037617,128,16,1424,261,0.7584168690716889,-0.048460750324275104,29.714029617048396,313.432159318067,2.4962446750503346,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,validation_trade_event_count_16_below_30;train_return_below_validation_return_possible_validation_spike
44,az69_pullback_4h_ethusdt_slow72_z-0p5_hold6_lev2_50a6b9ee,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-0.5,0.0,6,2,2,0.1,0.2,0.11402335939095032,0.06977330843657104,0.09771428171771501,0.021865033361513575,0.9346837351677212,5.218157846287058,59,9,1139,224,1.6341974022144266,0.04425005095437928,96.62996558555112,387.62949131428354,2.4917471210254076,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_59_below_80;validation_trade_event_count_9_below_30
45,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev2_3c5ed260,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,2,0.1,0.2,0.11060053579741824,0.06084157825703218,0.0656265699463896,0.009563975580568318,1.1549354554554356,6.544239436981039,26,1,580,97,1.8178446214885102,0.04975895754038606,212.69333807195818,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
46,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev2_b48a566f,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,2,0.1,0.2,0.09549946954498734,0.06084157825703218,0.07470030223331359,0.009563975580568318,1.0029292874508982,6.544239436981039,26,1,599,97,1.5696415556733085,0.034657891287955156,183.65282604805256,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_26_below_80;validation_trade_event_count_1_below_30
47,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev2_3c5ed260,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,2,0.1,0.2,0.12237845565743033,0.06084157825703218,0.05571753872969387,0.009563975580568318,1.2789147327595995,6.544239436981039,22,1,536,97,2.011428026084869,0.06153687740039815,278.1328537668871,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
48,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev2_b48a566f,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,2,0.1,0.2,0.10755061911479813,0.06084157825703218,0.06452145197853554,0.009563975580568318,1.130737999957894,6.544239436981039,22,1,549,97,1.7677157988972325,0.04670904085776595,244.43322526090483,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
49,az69_pullback_4h_ethusdt_slow72_z-1p0_hold6_lev2_3c5ed260,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,6,2,2,0.1,0.2,0.1256661714023266,0.06084157825703218,0.0601874812267571,0.009563975580568318,1.3084518582140703,6.544239436981039,22,1,563,97,2.0654653446272473,0.06482459314529443,285.6049350052877,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
50,az69_pullback_4h_ethusdt_slow72_z-1p0_hold12_lev2_b48a566f,trend_pullback_reclaim,ETHUSDT,crypto_core,4h,long_short,72,-1.0,0.0,12,2,2,0.1,0.2,0.11046026998266112,0.06084157825703218,0.06894971946035144,0.009563975580568318,1.1571558474134422,6.544239436981039,22,1,575,97,1.8155391945292596,0.04961869172562894,251.0460681424116,3042.0789128516085,2.484183535563977,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,False,train_trade_event_count_22_below_80;validation_trade_event_count_1_below_30
