rank,model_id,family,symbol,timeframe,side,lookback_bars,entry_threshold,exit_threshold,min_hold_bars,cooldown_bars,vol_filter_mode,vol_quantile_max,adx_threshold,trend_strength_threshold,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
1332,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool6_none_2p0x_0p15_e10508a2,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,18,6,none,,0.0,0.0,2.0,0.15,0.3,0.2296672627836187,0.08520530879484567,0.005180139178732057,0.09087219082367681,0.04305903035789216,0.02188844094131126,1.2748726170691345,2.2577942651247334,0.6345081234204675,358,90,30,3508,843,290,2.6954571966472587,0.14446195398877304,21.38428889977828,31.557521775868764,5.755710198591174,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_5.756_not_above_10.000
1333,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold18_cool6_none_3p0x_0p1_1e2be51a,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,18,6,none,,0.0,0.0,3.0,0.1,0.30000000000000004,0.22966726278361937,0.08520530879484545,0.005180139178732279,0.0908721908236767,0.04305903035789238,0.02188844094131126,1.2748726170691347,2.257794265124734,0.6345081234204675,358,90,30,3508,843,290,2.6954571966472733,0.14446195398877393,21.384288899778337,31.557521775868683,5.75571019859142,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_5.756_not_above_10.000
1334,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_adx20_4p0x_0p1_8b59b507,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.2033276751332327,0.0939586067946474,0.007907805855064565,0.1257145932210284,0.037411979000711026,0.013064623511563789,1.1121175146832178,2.2284109917904065,0.8906472024406544,360,94,30,2407,627,199,2.164013304045881,0.10936906833858528,14.119977439807826,24.9889911687892,6.589838212553804,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.590_not_above_10.000
1395,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_none_3p0x_0p15_c986963b,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.35559984990608284,0.0992351130985023,0.005645679824471284,0.16510475235978883,0.07563096683348203,0.026291972060153213,1.332257719808579,1.8635377241483193,0.5274506952225203,428,100,34,2947,696,212,3.5834075137608696,0.25636473680758054,18.463128240191217,22.052247355222736,3.689986813379924,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.690_not_above_10.000
1425,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold12_cool0_none_3p0x_0p15_1729c419,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,12,0.025,0.0,12,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.26978675696017196,0.09376614719510945,0.009387313914032136,0.14843906743637258,0.061967120193572756,0.019712763933902644,1.1377393916425027,1.8049850501864706,0.8738200006630361,334,78,28,2807,690,224,2.8772298428642613,0.1760206097650625,17.949884029286224,26.714002049888737,7.450249138120744,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_7.450_not_above_10.000
1432,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_adx20_3p0x_0p15_25ec3224,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,18,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.2728612311744545,0.0913779691598795,0.009066827327249838,0.16761837154518755,0.05975242588605667,0.020535526442351903,1.2148761660368288,1.8273791048904917,0.8055798506428045,322,80,28,3074,760,268,2.986072394507288,0.181483262014575,18.831002841577263,25.38276921107764,7.195894704166539,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_7.196_not_above_10.000
1438,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold18_cool6_trend_strength2_4p0x_0p1_458c010c,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.02,0.005,18,6,trend_strength2,,0.0,2.0,4.0,0.1,0.4,0.2129718011940689,0.09213009696731,0.0024027899998686486,0.13064523863905886,0.07178758372309024,0.046094466422927693,1.0004272529893687,1.9919899423109697,0.2307878549121453,220,46,22,1992,416,200,2.3116419954451635,0.12084170422675888,24.201341044780555,50.07070487353804,2.7304431816689188,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.730_not_above_10.000
1500,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold12_cool0_adx20_3p0x_0p15_95ec6f9b,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,12,0.02,0.005,12,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.12804282402309664,0.11842415037124887,0.01655562327994775,0.14857332215004093,0.0783153786126013,0.03489977560326263,0.5976143928716909,2.147507405321343,1.388670719464543,402,101,34,3157,770,239,1.0812222306150738,0.009618673651847764,7.078099724880965,26.05591867354211,10.820668810423367,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_per_turnover_proxy_bps_7.078_not_above_10.000
1679,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_adx20_3p0x_0p15_3afd064c,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.2868453419149142,0.0994668495351907,0.005645679824471284,0.168259326373141,0.07563096683348236,0.026291972060153213,1.1281023530053338,1.8659456900822837,0.5274506952225203,428,100,34,2930,696,212,2.8838285645453188,0.18737849237972348,14.893319933276956,22.10374434115349,3.689986813379924,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.690_not_above_10.000
1720,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_adx20_3p0x_0p15_d4470900,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,6,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.2448949589185414,0.08450383799858319,0.008853480041820516,0.13250789934892881,0.042020586489774914,0.014688907241364735,1.209803648299893,1.8491357557888675,0.8906472024406548,346,88,30,2316,582,199,2.898033565323357,0.16039112091995822,15.728642191300027,21.33935302994525,6.5581333643114945,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.558_not_above_10.000
1777,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_none_4p0x_0p1_76155d61,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,0,none,,0.0,0.0,4.0,0.1,0.4,0.3146458932329752,0.08837367832826692,0.005069870233728846,0.1474325710501425,0.0674293514921046,0.023384646217768812,1.3322577198085792,1.8635377241483195,0.5274506952225211,428,100,34,2947,696,212,3.5604028165967327,0.22627221490470828,18.378848903795276,22.09341958206673,3.7278457600947394,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.728_not_above_10.000
1803,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p025_x0p0_hold12_cool0_none_4p0x_0p1_0294e801,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,12,0.025,0.0,12,0,none,,0.0,0.0,4.0,0.1,0.4,0.23986478415059298,0.08353212088245998,0.008389361727460187,0.13268721216166623,0.054993985559063985,0.0175247636667637,1.1377393916425032,1.80498505018647,0.8738200006630361,334,78,28,2807,690,224,2.871527522785066,0.156332663268133,17.953950909475523,26.77311566745512,7.490501542375166,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_7.491_not_above_10.000
1804,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_adx20_4p0x_0p1_8bcb30a3,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,18,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.24208314981222667,0.08138450277819254,0.008110521521306202,0.15025576494635862,0.05314494024944871,0.018263053933715745,1.2148761660368288,1.8273791048904917,0.8055798506428038,322,80,28,3074,760,268,2.974560776908676,0.16069864703403414,18.795275606539334,25.43265711818517,7.241537072594823,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_7.242_not_above_10.000
1843,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_3p0x_0p15_5060b623,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,6,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.2281182922603695,0.08450383799858319,0.008902625720860646,0.13250789934892782,0.042020586489774914,0.014688907241364735,1.1397707601881086,1.8491357557888675,0.8954132482322636,346,88,30,2318,582,200,2.699502148815941,0.14361445426178632,14.651142727062911,21.33935302994525,6.594537571007887,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.595_not_above_10.000
1856,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p025_x0p0_hold24_cool0_none_3p0x_0p1_0eca2f65,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,6,0.025,0.0,24,0,none,,0.0,0.0,3.0,0.1,0.30000000000000004,0.13027185956701715,0.09288197079863103,0.00011691917024192477,0.12271841811160744,0.057053385507504495,0.027212198204711435,0.7877781435187686,2.377188708283938,0.05199203335724072,346,75,28,4612,1053,370,1.4025527069128167,0.037389888768386115,12.55027548815194,41.28087591050267,0.13918948838324374,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_0.139_not_above_10.000
1857,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p025_x0p0_hold24_cool0_none_2p0x_0p15_49e2f2a7,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,6,0.025,0.0,24,0,none,,0.0,0.0,2.0,0.15,0.3,0.13027185956701715,0.09288197079863059,0.00011691917024192477,0.12271841811160766,0.057053385507504495,0.027212198204711435,0.7877781435187688,2.3771887082839385,0.051992033357241195,346,75,28,4612,1053,370,1.4025527069128234,0.03738988876838656,12.550275488151941,41.28087591050248,0.13918948838324377,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_0.139_not_above_10.000
1879,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_3p0x_0p15_75cc81df,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,6,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.2727857270189189,0.09644293365278722,0.014386661247751231,0.16087091749279347,0.07661680766051326,0.0262919720601531,1.090423396594292,1.817899858351878,1.3303083101985318,410,99,32,2814,693,200,2.828467744469481,0.17634279336613168,14.785134255767964,21.64824548884113,9.990736977605023,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_9.991_not_above_10.000
1975,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb12_e0p02_x0p005_hold12_cool0_adx20_4p0x_0p1_cd82501e,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,12,0.02,0.005,12,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.11667953211034865,0.10527009154416467,0.01476161104103979,0.13298421071437982,0.06966336513691629,0.031069063021313514,0.5976143928716909,2.1475074053213437,1.388670719464542,402,101,34,3157,770,239,1.1083825462562393,0.011409440566183982,7.256189807857503,26.056953352516004,10.854125765470434,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_per_turnover_proxy_bps_7.256_not_above_10.000
2005,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_none_3p0x_0p1_280e438f,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,18,0,none,,0.0,0.0,3.0,0.1,0.30000000000000004,0.16652626593989805,0.0746743516144035,0.005427483846015324,0.11590450442256517,0.03992857560530194,0.01371111912185441,1.1350412612070995,2.1657424243477728,0.7142198622112655,320,80,28,3069,761,268,2.2300329676753132,0.09185191432549455,17.346486035406045,31.11431317266812,6.461290292875384,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.461_not_above_10.000
2006,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold18_cool0_none_2p0x_0p15_e9944e41,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,18,0,none,,0.0,0.0,2.0,0.15,0.3,0.16652626593990072,0.07467435161440283,0.005427483846015324,0.11590450442256472,0.03992857560530205,0.01371111912185441,1.1350412612070997,2.1657424243477728,0.714219862211266,320,80,28,3069,761,268,2.2300329676753687,0.09185191432549789,17.346486035406325,31.11431317266785,6.461290292875385,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.461_not_above_10.000
2083,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_adx20_4p0x_0p1_59222927,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.2551868637974253,0.08857878636588778,0.005069870233728846,0.15029134349014206,0.06742935149210494,0.023384646217768812,1.1281023530053338,1.8659456900822842,0.5274506952225211,428,100,34,2930,696,212,2.880902688634028,0.1666080774315375,14.905774754522502,22.14469659147195,3.7278457600947394,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_3.728_not_above_10.000
2119,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_adx20_4p0x_0p1_b3eed5ad,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,6,adx20,,20.0,0.0,4.0,0.1,0.4,0.21727428955164996,0.07523385105938307,0.007907805855064565,0.1186153746735884,0.037411979000711026,0.013064623511563789,1.2098036482998937,1.8491357557888675,0.8906472024406544,346,88,30,2316,582,199,2.887985747003068,0.14204043849226689,15.699009360668349,21.37325314187019,6.589838212553804,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.590_not_above_10.000
2230,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_none_4p0x_0p1_7ed4687b,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,6,none,,0.0,0.0,4.0,0.1,0.4,0.2026873530583444,0.07523385105938307,0.007951442799395414,0.11861537467358896,0.037411979000711026,0.013064623511563789,1.1397707601881095,1.8491357557888675,0.8954132482322633,346,88,30,2318,582,200,2.694097805765128,0.12745350199896133,14.645039960863032,21.37325314187019,6.626202332829512,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.626_not_above_10.000
2274,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold18_cool6_trend_strength2_3p0x_0p1_713a684a,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.02,0.005,18,6,trend_strength2,,0.0,2.0,3.0,0.1,0.30000000000000004,0.16086184088501332,0.06920936335338856,0.0019352326495838401,0.0989661669898304,0.05423569800231398,0.03469735038763666,1.0004272529893685,1.9919899423109695,0.23078785491214523,220,46,22,1992,416,200,2.3242785815503004,0.09165247753162475,24.37300619469898,50.15171257491924,2.932170681187636,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.932_not_above_10.000
2275,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p02_x0p005_hold18_cool6_trend_strength2_2p0x_0p15_90d55690,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.02,0.005,18,6,trend_strength2,,0.0,2.0,2.0,0.15,0.3,0.16086184088501332,0.06920936335338834,0.0019352326495838401,0.0989661669898304,0.05423569800231398,0.03469735038763666,1.000427252989368,1.9919899423109697,0.23078785491214598,220,46,22,1992,416,200,2.324278581550308,0.09165247753162498,24.373006194698988,50.151712574919095,2.9321706811876367,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.932_not_above_10.000
2291,debrepair_debounced_efficiency_repair_1h_solusdt_short_only_lb6_e0p02_x0p005_hold12_cool6_adx20_3p0x_0p15_5ebd097f,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,short_only,6,0.02,0.005,12,6,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.1918230555574445,0.09667408145315126,0.014386661247751231,0.21501620642723074,0.07661680766051271,0.0262919720601531,0.8291475532371376,1.8203500677483684,1.3303083101985318,412,99,32,2808,693,200,1.9842242375005434,0.09514897410429324,10.346443126075755,21.700130516981204,9.990736977605023,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_9.991_not_above_10.000
2292,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_none_3p0x_0p1_e1c1827a,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,0,none,,0.0,0.0,3.0,0.1,0.30000000000000004,0.13256046846518443,0.07756557926068619,0.00602043083853343,0.10532847514827648,0.03413379531865102,0.009810201837083699,0.9790461035803315,2.4024751154012387,0.8954132482322643,362,92,30,2422,626,200,1.7090115193966222,0.05499488920449824,12.206304646886226,28.10347074662543,6.689367598370477,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.30000000000000004, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.30000000000000004, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.689_not_above_10.000
2293,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb6_e0p02_x0p005_hold12_cool0_none_2p0x_0p15_ef0c4a96,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,6,0.02,0.005,12,0,none,,0.0,0.0,2.0,0.15,0.3,0.13256046846518532,0.07756557926068597,0.00602043083853343,0.10532847514827581,0.03413379531865102,0.009810201837083699,0.9790461035803314,2.4024751154012387,0.8954132482322636,362,92,30,2422,626,200,1.7090115193966386,0.05499488920449935,12.20630464688631,28.10347074662535,6.6893675983704775,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.3, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.3, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_6.689_not_above_10.000
2336,debrepair_debounced_efficiency_repair_1h_ethusdt_short_only_lb12_e0p02_x0p005_hold36_cool0_trend_strength2_3p0x_0p15_c649b339,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,short_only,12,0.02,0.005,36,0,trend_strength2,,0.0,2.0,3.0,0.15,0.44999999999999996,0.1616550346870953,0.08917563224965286,0.003071859467827176,0.14413940434501638,0.11240165713861927,0.036980875967132176,0.8617407658916033,1.932625134065369,0.281276425423726,138,40,23,2490,726,416,1.8127713884274097,0.07247940243744244,26.0314065518672,49.54201791647381,2.967980162151861,True,False,False,False,train_dominant_shadow_until_execution_efficiency,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_per_turnover_proxy_bps_2.968_not_above_10.000
