rank,model_id,family,symbol,timeframe,side,lookback_bars,entry_threshold,exit_threshold,min_hold_bars,cooldown_bars,vol_filter_mode,vol_quantile_max,adx_threshold,trend_strength_threshold,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
1,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p02_x0p005_hold48_cool0_none_3p0x_0p15_852b9c04,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.02,0.005,48,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.7852823829149143,0.33602286131872305,-0.030944365243869565,0.2072924307032562,0.09406289445782923,0.07875883939453932,1.7430401297065288,3.966548071457592,-1.2393761140471982,298,69,31,7631,1806,767,2.3369909411314174,0.4492595215961912,58.55946181319271,108.21992313002355,-22.18234067660901,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-22.182_not_above_10.000
2,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p025_x0p0_hold36_cool0_none_3p0x_0p15_add89ccd,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.025,0.0,36,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.48280992322360716,0.29645251164621866,-0.08109044617961292,0.26650692746077664,0.07239087528807608,0.10376745492308559,1.2823608703196159,3.815793008857278,-3.774675314288524,330,79,37,6835,1578,682,1.628624836209127,0.1863574115773885,32.51245274233045,83.39029863466068,-48.702970678446206,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-48.703_not_above_10.000
3,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p03_x-0p005_hold36_cool0_none_3p0x_0p15_55d08563,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.03,-0.005,36,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.3091701043515407,0.2855992371615985,-0.015297427713579115,0.22212239595288075,0.05287123661523485,0.04413488104654051,0.9700762406189477,4.001646896134879,-0.8495695494281252,272,65,19,5533,1354,364,1.0825312680250796,0.02357086718994217,25.258995453557247,97.64076484157215,-17.891728319975574,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-17.892_not_above_10.000
4,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p02_x0p005_hold48_cool0_none_4p0x_0p1_15347fae,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.02,0.005,48,0,none,,0.0,0.0,4.0,0.1,0.4,0.6854140435399003,0.2952022563567116,-0.027344122302963347,0.18625728253089202,0.08393290039385404,0.07019569104802703,1.743040129706529,3.966548071457593,-1.2393761140471988,298,69,31,7631,1806,767,2.3218455441332098,0.3902117871831887,57.501178149320495,106.95733925967811,-22.05171153464786,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-22.052_not_above_10.000
5,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_none_3p0x_0p15_1ab3a5ef,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.02,0.005,48,6,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.5735667877796538,0.2788254630294422,-0.07913264824231314,0.19799020438818882,0.0824066561659289,0.11399293501392105,1.4577620949776156,3.563018856145988,-3.4989663755579525,274,65,31,6811,1640,715,2.05708180862624,0.29474132475021153,46.51798765447314,95.32494462545036,-56.72591271850405,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.726_not_above_10.000
6,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_3p0x_0p15_39042791,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.02,0.005,48,6,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.6065612636422733,0.2781002997388118,-0.07913264824231314,0.19799020438818582,0.08292698128293241,0.11399293501392105,1.516710612460104,3.555152299545969,-3.4989663755579525,274,65,31,6802,1639,715,2.1810881333531382,0.32846096390346147,49.19393865711868,95.07702555173053,-56.72591271850405,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.726_not_above_10.000
7,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p03_x-0p005_hold18_cool0_adx20_3p0x_0p15_c4348f34,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.03,-0.005,18,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.38824964772302506,0.2709439284568198,-0.09888265344261904,0.1348661282306921,0.06488778133734263,0.11141326115382122,1.3359269375678666,3.9190164070307145,-6.92129962737496,240,61,22,2670,696,218,1.4329520131132971,0.11730571926620526,35.949041455835655,98.70452767097262,-99.88146812385763,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-99.881_not_above_10.000
8,debrepair_debounced_efficiency_repair_2h_solusdt_long_short_lb6_e0p02_x0p005_hold18_cool0_trend_strength2_3p0x_0p15_a11dc409,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,2h,long_short,6,0.02,0.005,18,0,trend_strength2,,0.0,2.0,3.0,0.15,0.44999999999999996,0.4965432556685623,0.2751941496545067,-0.044412800535522656,0.1401374026477692,0.07812716678582998,0.09001176300713087,1.5475429738698299,4.328753747596866,-2.4265531288121647,278,58,25,2533,526,235,1.8043379784488476,0.22134910601405555,39.69170708781473,105.4383715151367,-39.47804492046459,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-39.478_not_above_10.000
9,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p02_x0p005_hold36_cool6_none_3p0x_0p15_5670d97a,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.02,0.005,36,6,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.38797747074058364,0.2762194400752629,-0.11505695264024796,0.20496553421981756,0.0801667503545771,0.14118633999090102,1.1109863100099704,3.605597388519808,-5.409306621440964,338,81,35,6821,1557,658,1.404598715553364,0.11175803066532075,25.508051988204056,75.78036764753442,-73.05203342237967,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-73.052_not_above_10.000
10,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p025_x0p0_hold36_cool0_adx20_3p0x_0p15_33936e96,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.025,0.0,36,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.6748772235517706,0.2685188629096502,-0.08109044617961292,0.1840600448934303,0.06169028475405458,0.10376745492308559,1.64237224885925,3.4835396009141886,-3.774675314288524,328,77,37,6645,1534,682,2.513332643520279,0.4063583606421204,45.72338912952375,77.49462133034639,-48.702970678446206,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-48.703_not_above_10.000
11,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb12_e0p03_x-0p005_hold36_cool6_none_3p0x_0p15_638fafdb,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,12,0.03,-0.005,36,6,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.26935714383754883,0.2700162291773869,-0.03221809783075735,0.18856717684093216,0.08254076712170577,0.052361440673166726,0.9993568639571107,3.9777002659558636,-1.9242677218049014,252,59,22,5523,1278,437,0.9975590899041662,-0.0006590853398380503,23.752834553575738,101.70102793875213,-32.543533162381166,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_0.2694_below_validation_return_0.2700;train_validation_return_ratio_0.9976_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-32.544_not_above_10.000
12,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p025_x0p0_hold36_cool0_none_4p0x_0p1_52035153,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.025,0.0,36,0,none,,0.0,0.0,4.0,0.1,0.4,0.4282170386907225,0.26084954424310736,-0.07224258012118734,0.240366629847376,0.06455672422880232,0.09267849560111419,1.2823608703196159,3.815793008857278,-3.7746753142885234,330,79,37,6835,1578,682,1.6416246381923192,0.16736749444761512,32.440684749297155,82.54732412756562,-48.81255413593739,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-48.813_not_above_10.000
13,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p03_x-0p005_hold36_cool0_none_4p0x_0p1_70923856,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.03,-0.005,36,0,none,,0.0,0.0,4.0,0.1,0.4,0.2776229033450399,0.25126567749538364,-0.013501120032087477,0.1993514637090701,0.047107960099606494,0.03929430139348855,0.9700762406189477,4.00164689613488,-0.8495695494281256,272,65,19,5533,1354,364,1.1048978360768773,0.026357225849656274,25.516810969213225,96.64064519053217,-17.76463162116773,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_19_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-17.765_not_above_10.000
14,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x0p0_hold36_cool0_none_3p0x_0p15_459e5d57,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.03,0.0,36,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.3161002140981901,0.25737179648524844,-0.03435407947520763,0.18986106170187533,0.07239087528807608,0.0624245278945027,0.9614398265598031,3.4619491792252495,-1.7799428900425698,310,67,30,6457,1426,520,1.2281851330058526,0.058728417612941675,22.659513555425814,85.36377992877229,-25.447466277931586,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-25.447_not_above_10.000
15,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p025_x0p0_hold36_cool0_adx20_3p0x_0p15_06ff7723,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,6,0.025,0.0,36,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.2536177400528232,0.24775350778998617,-0.04164031814054736,0.16313624838693386,0.05048633170868144,0.06706181126496624,0.9493255522068847,3.7037697315044014,-2.3566496518897364,276,63,28,5332,1241,488,1.0236696235510336,0.005864232262837055,20.420107894752274,87.39100803879583,-33.04787154011696,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-33.048_not_above_10.000
16,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb6_e0p025_x0p0_hold36_cool0_none_3p0x_0p15_eefffa61,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,6,0.025,0.0,36,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.24009160119062267,0.24364488802719042,-0.04164031814054736,0.16313624838693275,0.05048633170868144,0.06706181126496624,0.9103466152297925,3.6491919103620294,-2.3566496518897364,274,63,28,5325,1242,488,0.9854161239936575,-0.0035532868365677484,19.472149326084566,85.94175944521709,-33.04787154011696,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_return_0.2401_below_validation_return_0.2436;train_validation_return_ratio_0.9854_below_1.00;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-33.048_not_above_10.000
17,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_none_4p0x_0p1_0e7c61e6,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.02,0.005,48,6,none,,0.0,0.0,4.0,0.1,0.4,0.5055090178631736,0.24564548110476792,-0.07046838003219325,0.17755460408824553,0.07351033549419106,0.1018592228666737,1.457762094977616,3.5630188561459883,-3.4989663755579534,274,65,31,6811,1640,715,2.057880387580074,0.2598635367584057,46.123085571457445,94.4790311941415,-56.829338735639716,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.829_not_above_10.000
18,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb6_e0p02_x0p005_hold48_cool6_adx20_4p0x_0p1_ede008dd,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,6,0.02,0.005,48,6,adx20,,20.0,0.0,4.0,0.1,0.4,0.5335317768934504,0.2450175762593687,-0.07046838003219325,0.1775546040882443,0.07397736030853486,0.1018592228666737,1.5167106124601035,3.55515229954597,-3.4989663755579534,274,65,31,6802,1639,715,2.177524506767093,0.28851420063408173,48.679906650862264,94.23752933052643,-56.829338735639716,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-56.829_not_above_10.000
19,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p03_x-0p005_hold18_cool0_adx20_4p0x_0p1_fd529f17,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.03,-0.005,18,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.34347830951497493,0.23852858454775494,-0.0883176035354909,0.12029284931669137,0.057817861259292336,0.09959794336157646,1.3359269375678666,3.9190164070307136,-6.921299627374961,240,61,22,2670,696,218,1.4399880423815972,0.10494972496721999,35.77899057447656,97.75761661793236,-100.36091310851238,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-100.361_not_above_10.000
20,debrepair_debounced_efficiency_repair_2h_solusdt_long_short_lb6_e0p02_x0p005_hold18_cool0_trend_strength2_4p0x_0p1_7bd19724,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,2h,long_short,6,0.02,0.005,18,0,trend_strength2,,0.0,2.0,4.0,0.1,0.4,0.4368332276720712,0.24203854086437926,-0.03945382456485169,0.1253808566961797,0.06971150323671038,0.0803555875208456,1.5475429738698299,4.328753747596866,-2.426553128812165,278,58,25,2533,526,235,1.8048085487213406,0.19479468680769196,39.283563639574744,104.32695726912898,-39.45382456485169,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-39.454_not_above_10.000
21,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p02_x0p005_hold36_cool6_none_4p0x_0p1_66758418,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.02,0.005,36,6,none,,0.0,0.0,4.0,0.1,0.4,0.346438503235317,0.24333400762509028,-0.10278354859790662,0.18407677576508907,0.07150510748448924,0.12642433501130534,1.1109863100099708,3.605597388519807,-5.409306621440964,338,81,35,6821,1557,658,1.4237159311043852,0.10310449561022672,25.624149647582616,75.10308877317601,-73.41682042707615,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-73.417_not_above_10.000
22,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p025_x0p0_hold36_cool0_adx20_4p0x_0p1_426198ec,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.025,0.0,36,0,adx20,,20.0,0.0,4.0,0.1,0.4,0.5912509179037859,0.23668963258449094,-0.07224258012118734,0.1649736302114605,0.054977818009406154,0.09267849560111419,1.64237224885925,3.4835396009141886,-3.7746753142885234,328,77,37,6645,1534,682,2.4980009113526656,0.354561285319295,45.06485654754465,76.8472833066529,-48.81255413593739,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-48.813_not_above_10.000
23,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb12_e0p03_x-0p005_hold18_cool0_adx20_3p0x_0p15_a3f39a91,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,12,0.03,-0.005,18,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.269936532597447,0.23801390201304273,-0.15412919719045848,0.22205485104701306,0.06291208585393415,0.1736983554889311,0.9904638520534392,3.3826167616615472,-8.353688091164566,249,57,34,2991,720,331,1.1341208656906727,0.031922630584404255,24.09072133846024,92.79294425459757,-100.73803737938462,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-100.738_not_above_10.000
24,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb6_e0p03_x-0p005_hold18_cool0_none_3p0x_0p15_a537914f,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,6,0.03,-0.005,18,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.3791789867197308,0.23676670520605225,-0.08340984906418314,0.13744995244437075,0.06572584487432909,0.09615561592485589,1.3090783810119333,3.462303236617274,-5.916708038486353,238,61,22,2693,739,218,1.6014877868479889,0.14241228151367857,35.40420044068449,86.25380881823399,-84.2523727921042,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-84.252_not_above_10.000
25,debrepair_debounced_efficiency_repair_4h_ethusdt_long_short_lb12_e0p02_x0p005_hold48_cool6_low_vol_q65_3p0x_0p15_12b53e05,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,4h,long_short,12,0.02,0.005,48,6,low_vol_q65,0.65,0.0,0.0,3.0,0.15,0.44999999999999996,0.5701480539314439,0.24022993541488313,0.04275033433240494,0.13920589472866918,0.08044498771181885,0.03999418155679535,1.672340866248249,3.3096216317369196,1.8454295813550907,72,19,9,1764,448,245,2.37334307627725,0.3299181185165607,175.97162158377898,280.97068469576976,105.5563810676665,False,True,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,train_trade_event_count_72_below_80;validation_trade_event_count_19_below_30;locked_oos_trade_event_count_9_below_20
26,debrepair_debounced_efficiency_repair_1h_ethusdt_long_short_lb12_e0p03_x-0p005_hold36_cool6_none_4p0x_0p1_99792451,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,1h,long_short,12,0.03,-0.005,36,6,none,,0.0,0.0,4.0,0.1,0.4,0.24083856508096813,0.23768763611680943,-0.02858821904990272,0.1688300913111156,0.07363363830864644,0.046597122788101686,0.9993568639571107,3.9777002659558645,-1.9242677218049014,252,59,22,5523,1278,437,1.0132565959914306,0.0031509289641586946,23.892714789778584,100.71510004949552,-32.48661255670763,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.4, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.4, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-32.487_not_above_10.000
27,debrepair_debounced_efficiency_repair_2h_ethusdt_long_short_lb12_e0p03_x-0p005_hold24_cool0_none_3p0x_0p15_f62b74da,debounced_momentum_hysteresis_efficiency_repair,ETHUSDT,2h,long_short,12,0.03,-0.005,24,0,none,,0.0,0.0,3.0,0.15,0.44999999999999996,0.2834403418916889,0.24151795687119515,-0.12020781465831876,0.2556736166811173,0.09072108260366796,0.1409717302304353,0.9943286822258314,3.228316401141826,-5.835025718250191,221,47,27,3355,777,352,1.1735787498519272,0.041922385020493724,28.500788526062234,114.19288740954855,-98.93647296980969,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-98.936_not_above_10.000
28,debrepair_debounced_efficiency_repair_1h_solusdt_long_short_lb12_e0p03_x0p0_hold36_cool0_adx20_3p0x_0p15_26d3bd92,debounced_momentum_hysteresis_efficiency_repair,SOLUSDT,1h,long_short,12,0.03,0.0,36,0,adx20,,20.0,0.0,3.0,0.15,0.44999999999999996,0.6129479916846621,0.23433246388962092,-0.042239316595447884,0.18986106170187533,0.0826445781492906,0.06924629580520747,1.5657726097794105,3.1729246103696567,-2.211394354476777,310,67,30,6334,1419,520,2.6157194846608314,0.37861552779504115,43.938924135101225,77.72221024531375,-31.288382663294733,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.44999999999999996, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.44999999999999996, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-31.288_not_above_10.000
