rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,backtest_sample_gate_pass,execution_efficiency_proxy_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons
31,htf_trend_4h_trxusdt_lb24_th0p005_4p0x_0p15_777478b2,htf_trend_persistence,TRXUSDT,4h,long_only,24,0.005,4.0,0.15,0.6,-0.09953707982520521,0.07494792151506746,0.03848748323316542,0.17146122118783902,0.01959906345842688,0.010887256362350772,-0.7067722440418643,3.8063549758606516,3.595163165229059,244,51,34,618,155,119,-1.328083258522311,-6.798980862377404,24.492784808845578,18.866413349590893,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.3281_below_0.50;train_return_per_turnover_proxy_bps_-6.799_not_above_10.000
32,htf_funding_squeeze_4h_solusdt_lb12_5e-05_5p0x_0p1_8bbad391,funding_squeeze_continuation,SOLUSDT,4h,long_only,12,5e-05,5.0,0.1,0.5,-0.18539360690865536,0.09483036706858061,-0.02031015539152159,0.21501285356082844,0.06038340013738297,0.03198044517369558,-1.335362703638358,2.8933584398074315,-2.0576388842641795,224,60,16,331,93,17,-1.9550025233433936,-16.553000616844226,31.610122356193536,-25.387694239401988,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_16_below_20;train_return_not_positive;train_validation_return_ratio_-1.9550_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-16.553_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-25.388_not_above_10.000
33,htf_trend_6h_trxusdt_lb24_th0p005_5p0x_0p1_de2b572b,htf_trend_persistence,TRXUSDT,6h,long_only,24,0.005,5.0,0.1,0.5,-0.06660583106923268,0.06989520688060713,0.035086609874411145,0.09701190080492827,0.015315212170890713,0.01196236584451893,-0.5298105086191022,4.084028478926092,3.3386332885348877,174,34,26,434,117,88,-0.9529384637634272,-7.655842651635941,41.11482757682773,26.98969990339319,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.9529_below_0.50;train_return_per_turnover_proxy_bps_-7.656_not_above_10.000
34,htf_trend_4h_trxusdt_lb12_th0p005_4p0x_0p15_873db3ff,htf_trend_persistence,TRXUSDT,4h,long_only,12,0.005,4.0,0.15,0.6,0.06316545090468528,0.06328833401321465,-0.0021366659207835426,0.07255946588026307,0.028772421127054804,0.02046736633966517,0.5609500251970712,3.415972373774799,-0.26588997859855784,296,68,43,570,149,82,0.9980583608267566,3.556613226615162,15.511846571866336,-0.8281650855750164,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.557_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-0.828_not_above_10.000
35,htf_trend_6h_trxusdt_lb48_th0p02_5p0x_0p15_a2f6d62d,htf_trend_persistence,TRXUSDT,6h,long_only,48,0.02,5.0,0.15,0.75,-0.13246663342101106,0.07862614630027154,-0.007121675325685972,0.1918828438009602,0.03082568334587399,0.03096547750855838,-0.8907824872123533,3.1634243954699675,-0.4716666758669014,150,14,28,363,85,88,-1.6847656874231618,-11.774811859645427,74.8820440954967,-3.3912739646123677,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_14_below_30;train_return_not_positive;train_validation_return_ratio_-1.6848_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-11.775_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.391_not_above_10.000
36,htf_trend_4h_trxusdt_lb48_th0p01_4p0x_0p1_5a3f2000,htf_trend_persistence,TRXUSDT,4h,long_only,48,0.01,4.0,0.1,0.4,-0.04857115422698288,0.06669269582658455,0.01743508240610714,0.11073722654652296,0.016165061529777924,0.013069393352675651,-0.5516769225022671,4.6448222451604435,2.403248637941867,216,43,36,647,177,133,-0.7282829644985173,-5.6216613688637596,38.77482315499101,12.10769611535218,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.7283_below_0.50;train_return_per_turnover_proxy_bps_-5.622_not_above_10.000
37,htf_trend_2h_ethusdt_lb6_th0p04_5p0x_0p15_6ff0ac58,htf_trend_persistence,ETHUSDT,2h,long_only,6,0.04,5.0,0.15,0.75,0.0006400386466920427,0.071031784605464,-0.02097430171961001,0.10125505869589502,0.04310636463782247,0.02097430171961001,0.06938103237619635,1.9859291602895783,-6.329014133158482,172,48,16,196,49,16,0.009010595049062146,0.049615398968375406,19.731051279295556,-17.478584766341676,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_16_below_20;train_validation_return_ratio_0.0090_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_0.050_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-17.479_not_above_10.000
38,htf_trend_6h_trxusdt_lb24_th0p01_5p0x_0p1_c2bb2e20,htf_trend_persistence,TRXUSDT,6h,long_only,24,0.01,5.0,0.1,0.5,-0.06035700585597259,0.06601092418933563,0.039243647617941635,0.10279631767468278,0.015315212170890602,0.010525721637258179,-0.48578622019925355,3.9154775599432625,3.797387203699312,164,32,30,406,107,75,-0.9143487475323598,-7.36061047024056,41.25682761833477,26.162431745294423,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.9143_below_0.50;train_return_per_turnover_proxy_bps_-7.361_not_above_10.000
39,htf_trend_2h_solusdt_lb6_th0p04_5p0x_0p15_835a5edc,htf_trend_persistence,SOLUSDT,2h,long_only,6,0.04,5.0,0.15,0.75,0.08617490302944764,0.06680322173385944,-0.055251154485442266,0.1124628364805339,0.05466735739350104,0.05643546789929499,0.5459530153583644,2.147592914344025,-7.342874783496152,248,34,16,280,47,14,1.2899812433113476,4.633059302658475,26.197341856415466,-46.04262873786856,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_16_below_20;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.633_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-46.043_not_above_10.000
40,htf_trend_6h_trxusdt_lb48_th0p01_4p0x_0p15_54566888,htf_trend_persistence,TRXUSDT,6h,long_only,48,0.01,4.0,0.15,0.6,-0.08890866339178916,0.07296273754988669,-0.002538018337166381,0.12954709558380983,0.029392978998866393,0.039860661784643536,-0.6799989837448084,3.398048166585684,-0.16955808601082983,163,24,34,432,102,111,-1.2185488973875163,-9.090865377483553,50.668567742976876,-1.2441266358658731,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_24_below_30;train_return_not_positive;train_validation_return_ratio_-1.2185_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-9.091_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-1.244_not_above_10.000
41,htf_trend_1h_solusdt_lb48_th0p005_4p0x_0p15_3c9b9537,htf_trend_persistence,SOLUSDT,1h,long_only,48,0.005,4.0,0.15,0.6,-0.13418357844582607,0.0897701109051523,-0.1126863640432717,0.2957555632408515,0.06976163966188353,0.11425365903405071,-0.3452609490118574,1.7410122058081878,-4.749506402351245,710,137,96,2841,663,419,-1.4947467157258985,-3.1498492592916914,10.92093806632023,-19.56360486862356,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.4947_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-3.150_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-19.564_not_above_10.000
42,htf_funding_squeeze_2h_solusdt_lb24_0p0_4p0x_0p1_92c36647,funding_squeeze_continuation,SOLUSDT,2h,long_only,24,0.0,4.0,0.1,0.4,-0.10831484462240348,0.07093527838201608,-0.03646136308291359,0.12859750231132672,0.019928477733951677,0.03646136308291359,-1.274941093703733,2.947672606614621,-5.3698939729610435,212,54,22,371,117,21,-1.526953119702764,-12.772976960189089,32.840406658340775,-41.43336713967453,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.5270_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-12.773_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-41.433_not_above_10.000
43,htf_trend_6h_ethusdt_lb6_th0p005_5p0x_0p15_f186602f,htf_trend_persistence,ETHUSDT,6h,long_only,6,0.005,5.0,0.15,0.75,-0.05075437558184814,0.09325465418987777,-0.1079494422825722,0.4267786073577149,0.10242126819265585,0.12382203006933556,-0.03209182548669384,1.4734859865041645,-4.836981239075816,330,69,40,453,112,59,-0.5442556837807375,-2.050681841690834,18.02022303186044,-35.98314742752407,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.5443_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-2.051_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-35.983_not_above_10.000
44,htf_trend_1h_solusdt_lb48_th0p01_5p0x_0p15_9a5bf58b,htf_trend_persistence,SOLUSDT,1h,long_only,48,0.01,5.0,0.15,0.75,-0.21415285199145562,0.09821270499407997,-0.15647719393732118,0.3983609543700376,0.07663130249779149,0.1557768473805491,-0.496840693422054,1.6010681543754048,-5.590115578839291,662,123,96,2629,613,380,-2.180500496390607,-4.3132497883475445,10.64636368499512,-21.73294360240572,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-2.1805_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-4.313_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-21.733_not_above_10.000
45,htf_trend_1h_solusdt_lb12_th0p04_5p0x_0p15_bb629bbe,htf_trend_persistence,SOLUSDT,1h,long_only,12,0.04,5.0,0.15,0.75,0.0657072421541165,0.0694048017632829,-0.024406816871410775,0.13315532289098508,0.06042792687107734,0.033713660189329975,0.4229972932303046,2.078124679712836,-3.4579231690002623,358,48,22,567,98,30,0.9467247291941332,2.447197100711974,19.279111600911918,-14.792010225097439,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_2.447_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-14.792_not_above_10.000
46,htf_trend_4h_ethusdt_lb48_th0p04_5p0x_0p15_7b98b200,htf_trend_persistence,ETHUSDT,4h,long_only,48,0.04,5.0,0.15,0.75,0.10540880299674749,0.06953030599240972,0.027616127979402938,0.19503194083758646,0.07270745832733416,0.05888377691163582,0.5495314963953939,1.5866498046262982,0.9979224143965324,156,24,16,454,99,68,1.5160123559395011,9.009299401431408,38.62794777356096,23.01343998283578,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_24_below_30;locked_oos_trade_event_count_16_below_20;train_return_per_turnover_proxy_bps_9.009_not_above_10.000
47,htf_funding_squeeze_2h_solusdt_lb24_5e-05_4p0x_0p1_66f264b2,funding_squeeze_continuation,SOLUSDT,2h,long_only,24,5e-05,4.0,0.1,0.4,-0.10501549739918659,0.07203080409395013,-0.03361769177155893,0.13608373027288256,0.032170419431336694,0.03774454171447761,-0.9500941843511729,2.569511491965271,-4.331141457577213,296,78,28,643,187,34,-1.4579248242490026,-8.86955214520157,23.086796183958374,-30.015796224606188,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.4579_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-8.870_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-30.016_not_above_10.000
48,htf_trend_1h_ethusdt_lb12_th0p02_5p0x_0p1_903884e2,htf_trend_persistence,ETHUSDT,1h,long_only,12,0.02,5.0,0.1,0.5,-0.05996181459346206,0.06803187164407509,0.0051353419803681355,0.1776968053457907,0.033183733157971074,0.01722696898581333,-0.3624555863250466,2.2485255680490517,0.5332714456394636,698,127,48,1213,243,86,-0.8813782885052251,-1.7181035700132394,10.713680573870093,2.13972582515339,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.8814_below_0.50;train_return_per_turnover_proxy_bps_-1.718_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_2.140_not_above_10.000
49,htf_trend_4h_trxusdt_lb48_th0p005_3p0x_0p1_57d675db,htf_trend_persistence,TRXUSDT,4h,long_only,48,0.005,3.0,0.1,0.30000000000000004,-0.03166263015435877,0.057957777155098755,0.017937938787642604,0.08560117914919052,0.01069065104025635,0.007966657178401504,-0.4730674106367603,5.346202202831785,3.202305850677632,234,43,34,691,190,143,-0.5463051156987531,-4.510346175834582,44.92850942255717,17.586214497688825,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.5463_below_0.50;train_return_per_turnover_proxy_bps_-4.510_not_above_10.000
50,htf_funding_squeeze_2h_solusdt_lb24_-2e-05_4p0x_0p1_2844a32e,funding_squeeze_continuation,SOLUSDT,2h,long_only,24,-2e-05,4.0,0.1,0.4,-0.12931834352080962,0.06877583603079107,-0.0016815556089918582,0.14675766921069944,0.019928477733951677,0.008418259001767403,-1.6796280647903026,3.2430678828637642,-0.589619047926965,174,50,12,288,104,10,-1.8802874815351363,-18.580221770231265,34.387918015395535,-3.5032408520663703,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_12_below_20;train_return_not_positive;train_validation_return_ratio_-1.8803_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-18.580_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.503_not_above_10.000
51,htf_trend_1h_ethusdt_lb12_th0p04_4p0x_0p15_19c69768,htf_trend_persistence,ETHUSDT,1h,long_only,12,0.04,4.0,0.15,0.6,0.10229921371550743,0.05141448485713096,-0.008487047201237163,0.10459822089759319,0.027105387983780593,0.013432479477683001,0.8774564879996809,1.9650162071685613,-1.936131878711755,256,62,20,413,102,31,1.989696366690699,6.660105059603349,13.821098079873915,-7.072539334364303,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_6.660_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-7.073_not_above_10.000
52,htf_funding_squeeze_4h_solusdt_lb12_0p0_4p0x_0p1_a4b6dc4f,funding_squeeze_continuation,SOLUSDT,4h,long_only,12,0.0,4.0,0.1,0.4,-0.11507100516881807,0.0678681775328247,-0.026600340503143083,0.1409690180495975,0.022778334190956318,0.03109809286843035,-1.3949912930147608,3.0251330237932246,-3.7926699936587607,156,44,14,193,59,12,-1.6955075169531928,-18.440866212951615,38.56146450728676,-47.50060804132693,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_14_below_20;train_return_not_positive;train_validation_return_ratio_-1.6955_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-18.441_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-47.501_not_above_10.000
53,htf_funding_squeeze_4h_solusdt_lb6_-2e-05_5p0x_0p1_937a14c3,funding_squeeze_continuation,SOLUSDT,4h,long_only,6,-2e-05,5.0,0.1,0.5,-0.21382411761161368,0.08613929727943592,-0.008329935829477497,0.23790351925326247,0.05399521810450758,0.01491090824515584,-2.7350943298674415,2.581761340189065,-1.4508223582645157,152,52,8,156,69,9,-2.482306268624042,-28.13475231731759,33.1304989536292,-20.824839573693744,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_8_below_20;train_return_not_positive;train_validation_return_ratio_-2.4823_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-28.135_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-20.825_not_above_10.000
54,htf_trend_4h_ethusdt_lb12_th0p04_5p0x_0p15_d7568255,htf_trend_persistence,ETHUSDT,4h,long_only,12,0.04,5.0,0.15,0.75,0.20601128164317184,0.05188946608775691,-0.07890985363022773,0.27504595816868016,0.05666699611613668,0.08290497393797547,0.9961675078826768,1.3104208426679758,-6.353105070485231,164,37,18,313,76,19,3.970194669082928,16.748884686436735,18.698906698290777,-58.45174342979832,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_18_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-58.452_not_above_10.000
55,htf_trend_4h_trxusdt_lb24_th0p005_5p0x_0p1_9fb715a6,htf_trend_persistence,TRXUSDT,4h,long_only,24,0.005,5.0,0.1,0.5,-0.08248838513434298,0.062188271720298394,0.03203493393753609,0.14422228488115996,0.01635432669990733,0.009078958445677854,-0.7067722440418646,3.8063549758606507,3.595163165229059,244,51,34,618,155,119,-1.3264299336914773,-6.761343043798605,24.38755753737192,18.844078786785936,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.3264_below_0.50;train_return_per_turnover_proxy_bps_-6.761_not_above_10.000
56,htf_trend_6h_trxusdt_lb48_th0p005_4p0x_0p15_53c4ae13,htf_trend_persistence,TRXUSDT,6h,long_only,48,0.005,4.0,0.15,0.6,-0.09097475900580954,0.06824958657241353,0.001969256581693335,0.12474496657521306,0.033656517022768284,0.040476740750321594,-0.683963978338948,3.1515865743164277,0.21070039334208063,177,24,30,464,107,121,-1.33297157645467,-8.566361488305983,47.39554623084274,1.094031434274075,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_24_below_30;train_return_not_positive;train_validation_return_ratio_-1.3330_below_0.50;train_return_per_turnover_proxy_bps_-8.566_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_1.094_not_above_10.000
57,htf_trend_4h_trxusdt_lb12_th0p005_5p0x_0p1_d0a32b1a,htf_trend_persistence,TRXUSDT,4h,long_only,12,0.005,5.0,0.1,0.5,0.05347032153648712,0.05256693673175583,-0.0017521864552920707,0.06035846866400152,0.024026769985049157,0.017073070510640553,0.5609500251970709,3.415972373774799,-0.26588997859855884,296,68,43,570,149,82,1.017185418456875,3.6128595632761566,15.460863744634068,-0.8149704443218934,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_3.613_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-0.815_not_above_10.000
58,htf_trend_4h_trxusdt_lb48_th0p02_4p0x_0p1_73388111,htf_trend_persistence,TRXUSDT,4h,long_only,48,0.02,4.0,0.1,0.4,0.001105992363259256,0.05391437593620085,0.012358792950534436,0.05353646901056963,0.01556293348527904,0.012823685243776195,0.051947847766783246,4.035687131410975,1.8083078507745003,186,39,26,534,142,95,0.0205138674806887,0.14865488753484624,34.56049739500054,11.883454760129265,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_validation_return_ratio_0.0205_below_0.50;train_return_per_turnover_proxy_bps_0.149_not_above_10.000
59,htf_trend_2h_trxusdt_lb48_th0p005_4p0x_0p15_eccffb21,htf_trend_persistence,TRXUSDT,2h,long_only,48,0.005,4.0,0.15,0.6,-0.0615623817512535,0.06075106527670804,0.03180243306754438,0.13053736618055722,0.02089275814007885,0.01803819622765579,-0.4266749776014208,3.2577296083993867,2.6816438469758057,350,71,56,1237,311,237,-1.0133547695147418,-2.931541988154929,14.260813445236629,9.465009841531064,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.0134_below_0.50;train_return_per_turnover_proxy_bps_-2.932_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_9.465_not_above_10.000
60,htf_trend_4h_solusdt_lb12_th0p02_5p0x_0p15_630dacc6,htf_trend_persistence,SOLUSDT,4h,long_only,12,0.02,5.0,0.15,0.75,-0.136089059253801,0.08700022349030934,-0.07698612193411469,0.35420526603511404,0.08140119837098758,0.10522176754330037,-0.26341145889470663,1.6400829699755264,-3.742337236371049,290,53,36,563,131,64,-1.564238042089162,-6.256968241554069,21.886848676807382,-28.51337849411655,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.5642_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-6.257_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-28.513_not_above_10.000
61,htf_funding_squeeze_2h_solusdt_lb6_-2e-05_4p0x_0p1_b9d3c968,funding_squeeze_continuation,SOLUSDT,2h,long_only,6,-2e-05,4.0,0.1,0.4,-0.1370771222842112,0.07351824481652747,-0.010723692572633947,0.15453083856293104,0.04202752471017135,0.012776726001524907,-1.7865918035454154,2.7365563612875556,-3.909565108528158,294,111,10,330,129,12,-1.8645320304681052,-11.656217881310477,16.558163246965645,-26.80923143158487,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_10_below_20;train_return_not_positive;train_validation_return_ratio_-1.8645_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-11.656_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-26.809_not_above_10.000
62,htf_trend_6h_trxusdt_lb24_th0p005_4p0x_0p1_17b2d315,htf_trend_persistence,TRXUSDT,6h,long_only,24,0.005,4.0,0.1,0.4,-0.052606883337892985,0.055631747338172,0.028042482649084377,0.07778347747297876,0.012262714658216156,0.009569697844182934,-0.5298105086191021,4.084028478926091,3.3386332885348873,174,34,26,434,117,88,-0.9456270179347128,-7.5584602496972675,40.90569657218529,26.963925624119593,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-0.9456_below_0.50;train_return_per_turnover_proxy_bps_-7.558_not_above_10.000
63,htf_funding_squeeze_4h_solusdt_lb12_-2e-05_3p0x_0p1_5b93b68e,funding_squeeze_continuation,SOLUSDT,4h,long_only,12,-2e-05,3.0,0.1,0.30000000000000004,-0.08880411354169016,0.05912129001596833,-0.007423651493877137,0.11148283698727068,0.014230869373358712,0.010867179384315473,-1.499367112017995,3.628528596631397,-2.544233148073627,130,40,10,152,53,6,-1.502066573948313,-22.770285523510292,49.2677416799736,-24.74550497959045,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_10_below_20;train_return_not_positive;train_validation_return_ratio_-1.5021_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-22.770_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-24.746_not_above_10.000
64,htf_donchian_4h_ethusdt_lb12_5p0x_0p15_3fdfe510,htf_donchian_breakout,ETHUSDT,4h,long_only,12,0.0,5.0,0.15,0.75,0.14279317931084368,0.04655842868914051,-0.05021872405603256,0.07969326980028935,0.034725414679632194,0.06227563427223737,1.0757756821059727,1.6976360535066037,-3.712882705130775,184,36,28,130,30,19,3.0669673210889394,10.347331834119107,17.243862477459448,-23.913678121920267,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-23.914_not_above_10.000
65,htf_funding_squeeze_4h_solusdt_lb12_5e-05_4p0x_0p1_de6755d6,funding_squeeze_continuation,SOLUSDT,4h,long_only,12,5e-05,4.0,0.1,0.4,-0.14983880347548817,0.07552825591217305,-0.016221879728966604,0.175505560977542,0.04851992358083945,0.025627191443794217,-1.3353627036383577,2.8933584398074315,-2.057638884264179,224,60,16,331,93,17,-1.9838774464715043,-16.72308074503216,31.470106630072106,-25.346687076510317,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_16_below_20;train_return_not_positive;train_validation_return_ratio_-1.9839_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-16.723_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-25.347_not_above_10.000
66,htf_trend_1h_solusdt_lb48_th0p005_5p0x_0p1_642fb7d1,htf_trend_persistence,SOLUSDT,1h,long_only,48,0.005,5.0,0.1,0.5,-0.10785347986678184,0.07510222175572867,-0.09452710366635075,0.25164557454398495,0.058329191463549646,0.09593289670230598,-0.3452609490118579,1.7410122058081883,-4.749506402351244,710,137,96,2841,663,419,-1.4360890709409002,-3.0381261934304744,10.963827993537032,-19.693146597156407,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,train_return_not_positive;train_validation_return_ratio_-1.4361_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-3.038_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-19.693_not_above_10.000
67,htf_trend_6h_trxusdt_lb48_th0p01_5p0x_0p1_049fbe68,htf_trend_persistence,TRXUSDT,6h,long_only,48,0.01,5.0,0.1,0.5,-0.07364845321609303,0.06057470749554539,-0.0020402833710875257,0.10886685163775023,0.024520508892298065,0.03330225430677869,-0.6799989837448087,3.3980481665856854,-0.16955808601083036,163,24,34,432,102,111,-1.2158284581317884,-9.036620026514482,50.47892291295449,-1.200166688875015,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_24_below_30;train_return_not_positive;train_validation_return_ratio_-1.2158_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-9.037_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-1.200_not_above_10.000
68,htf_trend_6h_trxusdt_lb48_th0p02_4p0x_0p15_3b42707f,htf_trend_persistence,TRXUSDT,6h,long_only,48,0.02,4.0,0.15,0.6,-0.1059039570176411,0.06262540095055469,-0.0055862885598998435,0.1557421524505077,0.024687073748893118,0.024807813267352152,-0.8907824872123534,3.1634243954699675,-0.47166667586690175,150,14,28,363,85,88,-1.6910703230667794,-11.767106335293455,74.55404875066033,-3.3251717618451444,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,validation_trade_event_count_14_below_30;train_return_not_positive;train_validation_return_ratio_-1.6911_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_-11.767_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-3.325_not_above_10.000
69,htf_trend_2h_ethusdt_lb6_th0p04_4p0x_0p15_9e08fce6,htf_trend_persistence,ETHUSDT,2h,long_only,6,0.04,4.0,0.15,0.6,0.001841875531639836,0.056867448608177495,-0.01680796249348948,0.08168446703467769,0.03459081610629855,0.01680796249348948,0.06938103237619657,1.985929160289579,-6.3290141331584815,172,48,16,196,49,16,0.03238892506555984,0.17847631120541047,19.74564187783941,-17.508294264051543,False,False,False,no_promotion_shadow_or_reject,False,False,False,0,0,locked_oos_trade_event_count_16_below_20;train_validation_return_ratio_0.0324_below_0.50;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_0.178_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_-17.508_not_above_10.000
