profile_id,profile_kind,candidate_tier,weights,leverage_map,gross_notional_fraction,train_return,validation_return,locked_oos_return_report_only,train_mdd,validation_mdd,locked_oos_mdd_report_only,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count_report_only,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps_report_only,train_liquidation_count,validation_liquidation_count,locked_oos_liquidation_count_report_only,train_account_wipeout_count,validation_account_wipeout_count,locked_oos_account_wipeout_count_report_only,train_validation_score,paper_testnet_candidate,strict_promotion_profile,promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,selection_reasons,report_only_gate_reasons,optimizer,hybrid_version,best_value,best_params,learned_params,average_weights_train_validation,final_weights
balanced_mdd12_gross5,source_integer_leverage_profile,strict_promotion_paper_testnet_candidate,"{""balanced_mdd12_gross5"": 1.0}","{""SOLUSDT"": 2, ""TRXUSDT"": 1}",1.0,1.3941122472041716,0.02743589070245389,0.0,0.2925308385690246,0.07200251885357667,0.0,1178,122,0,46.31602150179972,9.114913854635844,,0,0,0,0,0,0,0.13978044157100925,True,True,True,True,False,False,,,source_profile,source_profile,,{},{},"{""balanced_mdd12_gross5"": 1.0}","{""balanced_mdd12_gross5"": 1.0}"
growth_mdd20_gross8,source_integer_leverage_profile,relaxed_paper_testnet_candidate,"{""growth_mdd20_gross8"": 1.0}","{""ETHUSDT"": 8, ""SOLUSDT"": 4, ""TRXUSDT"": 12}",3.9,5.540523177820092,0.3601014533250393,0.0,0.43498737710156254,0.09237073912507687,0.0,1082,131,0,54.981871368662226,28.831181210971923,,0,0,0,0,0,0,3.5837468674384776,True,False,False,True,False,False,,,source_profile,source_profile,,{},{},"{""growth_mdd20_gross8"": 1.0}","{""growth_mdd20_gross8"": 1.0}"
aggressive_mdd30_gross10_shadow,source_integer_leverage_profile,relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 1.0}","{""ETHUSDT"": 8, ""SOLUSDT"": 4, ""TRXUSDT"": 12}",4.9,11.57074444618598,0.3465446971886248,0.0,0.5479880361195086,0.123630182694764,0.0,1907,194,0,82.63046808673842,22.401079326995784,,0,0,0,0,0,0,3.3301669814874324,True,False,False,True,False,False,,,source_profile,source_profile,,{},{},"{""aggressive_mdd30_gross10_shadow"": 1.0}","{""aggressive_mdd30_gross10_shadow"": 1.0}"
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.1, ""growth_mdd20_gross8"": 0.8}",{},3.71,5.582484033452826,0.3229133568159541,0.0,0.43074100999352904,0.0910316417549385,0.0,4167,447,0,57.18059217499746,27.27308756891504,,0,0,0,0,0,0,3.201653357387435,False,False,False,False,False,False,,locked_oos_return_not_positive_report_only;locked_oos_trade_event_count_0_below_20_report_only;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10bps_report_only,coarse_5pct_grid_baseline_not_selected_by_this_runner,grid_baseline,,"{""min_profile_weight"": 0.1, ""weight_step"": 0.05}",{},"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.1, ""growth_mdd20_gross8"": 0.8}","{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.1, ""growth_mdd20_gross8"": 0.8}"
hybrid_v3_5_optuna_three_profile_blend,optuna_v3_5_style_train_validation_selected,optuna_hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.9142036046718318, ""balanced_mdd12_gross5"": 0.04274976787133024, ""growth_mdd20_gross8"": 0.04304662745683793}",{},4.690229277844974,34.474698937578815,0.38071745670312374,0.0,0.404163621922222,0.07478878649336307,0.0,4167,447,0,368.2224518864362,36.77294736884808,,0,0,0,0,0,0,3.9885516491451156,True,False,False,True,False,False,,,optuna_tpe,v3_5,3.9885516491451156,"{""bias_combine_ratio"": 0.479066919399783, ""bias_correction_alpha"": 0.9967034416258701, ""bias_window"": 6, ""default_weight_ratio_ceiling"": 0.892421673195961, ""default_weight_ratio_floor"": 0.4830721534663079, ""default_weight_ratio_steps"": 7, ""high_vol_boost_base"": 0.01214539311989684, ""high_vol_boost_scale"": 0.18784553470218612, ""high_vol_threshold_quantile"": 81.12182606532174, ""mape_window"": 25, ""max_boost"": 0.3245291321829881, ""max_single_weight"": 0.914203604671838, ""min_boost"": 0.13519249066054015, ""short_vol_window"": 14, ""warmup_ratio"": 0.6208276771313106}","{""cv_score"": 17.434785739892973, ""default_idx"": 2, ""default_weight_ratio"": 0.892421673195961, ""high_vol_best_idx"": 2, ""high_vol_threshold"": 0.008967026722262439, ""high_vol_weight_boost"": 0.13519249066054015}","{""aggressive_mdd30_gross10_shadow"": 0.9142036046718318, ""balanced_mdd12_gross5"": 0.04274976787133024, ""growth_mdd20_gross8"": 0.04304662745683793}","{""aggressive_mdd30_gross10_shadow"": 0.914203604671838, ""balanced_mdd12_gross5"": 0.041881045072758326, ""growth_mdd20_gross8"": 0.04391535025540365}"
hybrid_v3_6_optuna_three_profile_blend,optuna_v3_6_style_train_validation_selected,optuna_hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.25513669666835037, ""balanced_mdd12_gross5"": 0.34683758458980146, ""growth_mdd20_gross8"": 0.39802571874184817}",{},3.1493077013579263,5.533178844091436,0.24874983964673048,0.0,0.3603839472334418,0.057826750136289684,0.0,4167,447,0,83.62789763459865,33.75310916440891,,0,0,0,0,0,0,2.6815949415357143,True,False,False,True,False,False,,,optuna_tpe,v3_6,2.6815949415357143,"{""bias_combine_ratio"": 0.1946831608768226, ""bias_correction_alpha"": 0.8893897118280154, ""bias_window"": 6, ""default_weight_ratio_ceiling"": 0.5757059530167724, ""default_weight_ratio_floor"": 0.2752032310895767, ""default_weight_ratio_steps"": 3, ""high_vol_boost_base"": 0.005879064208410906, ""high_vol_boost_scale"": 0.3250029384844835, ""high_vol_threshold_quantile"": 73.11695386672358, ""mape_window"": 57, ""max_boost"": 0.4893580579747659, ""max_single_weight"": 0.787182384632231, ""min_boost"": 0.14618735623826912, ""short_vol_window"": 5, ""warmup_ratio"": 0.7122288630342668}","{""cv_score"": 17.83794843027448, ""default_idx"": 2, ""default_weight_ratio"": 0.5757059530167724, ""high_vol_best_idx"": 2, ""high_vol_threshold"": 0.006681365865018225, ""high_vol_weight_boost"": 0.14618735623826912}","{""aggressive_mdd30_gross10_shadow"": 0.25513669666835037, ""balanced_mdd12_gross5"": 0.34683758458980146, ""growth_mdd20_gross8"": 0.39802571874184817}","{""aggressive_mdd30_gross10_shadow"": 0.1450400020385875, ""balanced_mdd12_gross5"": 0.1330371445048524, ""growth_mdd20_gross8"": 0.72192285345656}"
