profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,profile_objective_score,dominant_anchor,dominant_anchor_abs_corr,ready_for_paper,rejection_reasons,source_profile_id,source_model_id,live_efficiency_score,efficiency_repair_reasons,sleeve_multiplier,weighted_notional_fraction,profile_weight_rank,profile_kind,gross_notional_fraction,selected_sleeve_count,train_return_stress_15bps_proxy,validation_return_stress_15bps_proxy,train_return_stress_20bps_proxy,validation_return_stress_20bps_proxy,low_sample_notional_share,validation_spike_notional_share,low_efficiency_notional_share
balanced_mdd12_gross5_69_asset_efficiency_repair_optuna,,,,,,,,,,,,,1.3052296322198482,1.0754293883944999,0.12500565978206724,0.063079986365564,2715,960,41.648025010334784,99.49617080562024,11.632279072152782,,,,True,,balanced_mdd12_gross5_69_asset_profile_optuna,,,,,,,per_asset_profile_efficiency_repair_optuna,4.999999999999999,45,1.1485319698581924,1.0213856307460019,0.9918343074965363,0.967341873097504,0.6529568340119927,0.4503183612685197,0.4963446773958117
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,,,,,,,,,,,,,1.5585161181821232,1.4944605511695985,0.43825435290269543,0.11800095701641122,2389,892,31.645354777359092,106.15106566408151,15.606530747749401,,,,True,,growth_mdd20_gross8_69_asset_profile_optuna,,,,,,,per_asset_profile_efficiency_repair_optuna,7.116263190569007,44,1.3122688997282514,1.4240674495167678,1.06602168127438,1.3536743478639373,0.6935916315641178,0.5100862045420258,0.6468228128054939
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,,,,,,,,,,,,,2.8598526432851963,2.7894504155572055,0.3472130195728399,0.10860344990175474,2742,1268,52.58529350037783,138.11364181719517,29.313863827715124,,,,False,,aggressive_mdd30_gross10_69_asset_profile_optuna,,,,,,,per_asset_profile_efficiency_repair_optuna,10.0,57,2.587927504818046,2.6884665308787725,2.3160023663508955,2.5874826462003395,0.644731572926717,0.6481280949067568,0.732092068960346
