profile_id,symbol,asset_group,family,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,integer_leverage,notional_fraction,train_return,validation_return,train_mdd,validation_mdd,train_trade_event_count,validation_trade_event_count,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,train_validation_score,profile_objective_score,dominant_anchor,dominant_anchor_abs_corr,ready_for_paper,rejection_reasons,source_profile_id,source_model_id,live_efficiency_score,efficiency_repair_reasons
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,SOLUSDT,crypto_core,cross_sectional_momentum_rank,1h,short_only,12,0.1,0.55,18,18,3,0.30000000000000004,0.17256472241980236,0.012032991770708712,0.1420777235450762,0.022737973084949625,372,38,15.462788747294116,10.555255939218167,0.2694987239229204,,high_beta_alt_sol,0.010176742246560387,False,validation_return_0.0120_below_0.02,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_solusdt_lb12_th0p1_exit0p55_hold18_cool18_lev3_short_only_801ed849,-5.7069981918572745,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,BNBUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,long_only,72,1.5,0.35000000000000003,60,6,4,0.4,0.10156475869841342,0.036940935573601674,0.09022543444588904,0.010918919324192089,119,16,21.337134180338953,57.72021183375261,1.1264083491969679,,crypto_liquidity_eth,0.023762043652567868,False,validation_trade_event_count_16_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_bnbusdt_lb72_th1p5_exit0p35_hold60_cool6_lev4_long_only_43849e2d,-0.11405787062092787,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,TRXUSDT,crypto_core,trend_pullback_reclaim,4h,long_only,96,-0.25,0.0,36,15,7,0.7000000000000001,0.12678257664827597,0.01719340358334942,0.10347452905373922,0.048916084796377435,21,4,86.2466507811401,61.40501279767649,1.3686730046733273,,crypto_liquidity_eth,0.03262824357613399,False,train_trade_event_count_21_below_80;validation_trade_event_count_4_below_30;validation_return_0.0172_below_0.02,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_trend_pullback_reclaim_4h_trxusdt_lb96_th-0p25_exit0_hold36_cool15_lev7_long_only_55b42e66,0.4796243322866831,validation_events_4_below_6
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,XRPUSDT,crypto_core,cross_sectional_momentum_rank,4h,short_only,12,0.15000000000000002,0.55,12,12,10,1.0,0.1761113558258418,0.014530627274598196,0.3973217669719711,0.061022442292408274,122,12,14.435357034905067,12.108856062165165,0.14878867703176052,,precious_metal_gold,0.02738426940100244,False,validation_trade_event_count_12_below_30;validation_return_0.0145_below_0.02,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_xrpusdt_lb12_th0p15_exit0p55_hold12_cool12_lev10_short_only_28df18b1,-5.691505010051812,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,DOGEUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,short_only,24,0.8,0.15000000000000002,6,6,5,0.5,0.10220108363233549,0.018012218677277536,0.18785049368696638,0.060044704375569746,729,72,2.8038706071971324,5.003394077021538,0.009896115847628562,,high_beta_alt_sol,0.020673833199590236,False,validation_return_0.0180_below_0.02;train_return_per_turnover_proxy_bps_2.804_not_above_10.000;validation_return_per_turnover_proxy_bps_5.003_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_dogeusdt_lb24_th0p8_exit0p15_hold6_cool6_lev5_short_only_7280f918,-9.252427654766551,train_rpt_2.804_not_above_10bps;validation_rpt_5.003_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,ADAUSDT,crypto_core,cross_sectional_momentum_rank,2h,short_only,24,0.2,0.65,24,12,8,0.8,0.22089427080739776,0.026745954793611526,0.3897529711225015,0.05912753780819813,171,16,16.14724201808463,20.895277182509002,0.38430651592954446,,crypto_beta_btc,0.029314071317840237,False,validation_trade_event_count_16_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_adausdt_lb24_th0p2_exit0p65_hold24_cool12_lev8_short_only_c87ef7f0,-3.287237608097107,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,AVAXUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,short_only,12,0.9,0.15000000000000002,60,18,2,0.2,0.14515415147691835,0.0319925062657207,0.10923516601892702,0.017757078025148698,453,55,16.02142952283867,29.084096605200635,0.6895690390607478,,high_beta_alt_sol,0.012006394974430989,True,,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_avaxusdt_lb12_th0p9_exit0p15_hold60_cool18_lev2_short_only_364ed725,-1.4461201559479502,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,TONUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,long_short,48,1.1,0.1,60,9,7,0.7000000000000001,0.5941603890259917,0.9190164830530254,0.33836323023063253,0.16880787810171494,407,44,20.855050509862814,298.38197501721595,7.228763664114464,,energy_crude_beta,0.027352967936484195,False,train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_tonusdt_lb48_th1p1_exit0p1_hold60_cool9_lev7_long_short_03b58684,-1.8998451960721123,train_below_validation_spike_risk
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,XAUUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,2h,long_only,48,0.8,0.3,42,9,2,0.2,0.015323465839438333,0.003528957412184841,0.02772902119035725,0.0055852689061876015,26,8,29.46820353738141,22.055983826155256,0.5018188695597979,,precious_metal_gold,0.13940159198732216,False,train_trade_event_count_26_below_80;validation_trade_event_count_8_below_30;validation_return_0.0035_below_0.02,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_xauusdt_lb48_th0p8_exit0p3_hold42_cool9_lev2_long_only_9922a479,-1.5784012164306453,
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,XAGUSDT,tradfi_commodity,cross_sectional_momentum_rank,30m,long_only,48,0.25,0.5,66,3,5,0.5,0.10494617463350142,0.015405975767483593,0.16279681516608557,0.0526541591454065,65,39,32.291130656461974,7.90050039358133,0.2926162263864438,,silver_metal_beta,0.024929468244222926,False,train_trade_event_count_65_below_80;validation_return_0.0154_below_0.02;validation_return_per_turnover_proxy_bps_7.901_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_xagusdt_lb48_th0p25_exit0p5_hold66_cool3_lev5_long_only_d79b20e5,-4.144663828557565,validation_rpt_7.901_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,XPTUSDT,tradfi_commodity,cross_sectional_momentum_rank,4h,long_short,6,0.25,0.35,36,3,5,0.5,0.009868993570314677,0.07844805613589445,0.08906449750881207,0.044708810722339454,17,15,11.610580670958443,104.5974081811926,1.3285233337611357,,crypto_beta_btc,0.03664168799328749,False,train_trade_event_count_17_below_80;validation_trade_event_count_15_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_xptusdt_lb6_th0p25_exit0p35_hold36_cool3_lev5_long_short_24772d75,-3.828520922951358,train_below_validation_spike_risk
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,XPDUSDT,tradfi_commodity,cross_sectional_momentum_rank,4h,long_short,72,0.25,0.65,42,12,10,1.0,0.12039211038331188,0.06870317772302714,0.11328920988049807,0.0651066546670237,7,5,171.988729119017,137.4063554460543,2.3366980141451075,,precious_metal_gold,0.08013911468608248,False,train_trade_event_count_7_below_80;validation_trade_event_count_5_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_xpdusdt_lb72_th0p25_exit0p65_hold42_cool12_lev10_long_short_7b003790,1.5936162449307896,train_events_7_below_15;validation_events_5_below_6
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,COPPERUSDT,tradfi_commodity,cross_sectional_momentum_rank,4h,long_short,6,0.25,0.55,36,12,9,0.9,0.08837665582583587,0.06353795550386221,0.03846740734772791,0.05458163346452305,5,11,196.39256850185748,64.17975303420425,1.931725743808646,,crypto_liquidity_eth,0.07740944219805095,False,train_trade_event_count_5_below_80;validation_trade_event_count_11_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_copperusdt_lb6_th0p25_exit0p55_hold36_cool12_lev9_long_short_e8a3a95d,1.0737166457956597,train_events_5_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,CLUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,30m,long_only,6,1.7000000000000002,0.05,18,0,5,0.5,0.014022165929923558,-0.034581927281588265,0.02157523944082773,0.06384677320476984,6,87,46.74055309974519,-7.949868340595003,-0.2827426632806802,,crypto_beta_btc,0.061952352091168,False,train_trade_event_count_6_below_80;validation_return_-0.0346_below_0.02;validation_return_per_turnover_proxy_bps_-7.950_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_clusdt_lb6_th1p7_exit0p05_hold18_cool0_lev5_long_only_a4b194fe,-10.643484859347994,validation_return_not_positive;train_events_6_below_15;validation_rpt_-7.950_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,BZUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,1h,long_only,48,0.9,0.2,42,15,10,1.0,0.0012424053999910978,0.1488272991218269,0.001829156758734407,0.16759780715536732,1,18,12.424053999910978,82.68183284545938,0.8063871187927605,,high_beta_alt_sol,0.03915610365427174,False,train_trade_event_count_1_below_80;validation_trade_event_count_18_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_1h_bzusdt_lb48_th0p9_exit0p2_hold42_cool15_lev10_long_only_0cebc054,-8.430113851144341,train_below_validation_spike_risk;train_events_1_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,NATGASUSDT,tradfi_commodity,volatility_adjusted_trend_persistence,30m,short_only,72,0.8,0.5,12,3,4,0.4,0.00016770612623773218,0.003083264824889076,0.0004272084134191445,0.025753147061440385,2,46,2.0963265779716522,1.6756874048310193,-0.0565845668582184,,high_beta_alt_sol,0.03824220603032023,False,train_trade_event_count_2_below_80;validation_return_0.0031_below_0.02;train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_2.096_not_above_10.000;validation_return_per_turnover_proxy_bps_1.676_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_natgasusdt_lb72_th0p8_exit0p5_hold12_cool3_lev4_short_only_1791612e,-11.699906633250958,train_below_validation_spike_risk;train_events_2_below_15;train_rpt_2.096_not_above_10bps;validation_rpt_1.676_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,EWYUSDT,tradfi_etf_index,cross_sectional_momentum_rank,4h,short_only,6,0.05,0.65,54,18,4,0.4,0.018127326235432673,0.03330644143172523,0.0348674952671324,0.03289503049478515,2,2,226.5915779429084,416.33051789656537,2.0306112672907917,,precious_metal_gold,0.18250942171546522,False,train_trade_event_count_2_below_80;validation_trade_event_count_2_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_ewyusdt_lb6_th0p05_exit0p65_hold54_cool18_lev4_short_only_a41f0619,-0.7647674361240653,train_below_validation_spike_risk;train_events_2_below_15;validation_events_2_below_6
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,EWJUSDT,tradfi_etf_index,volatility_adjusted_trend_persistence,30m,long_only,6,0.7000000000000001,0.45,60,15,3,0.30000000000000004,0.013914375517563915,0.027712859227313036,0.016920223232850695,0.016277949816570048,19,61,24.41118511853318,15.143638922028979,0.4801594166234784,,energy_crude_beta,0.1404155174464466,False,train_trade_event_count_19_below_80;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_ewjusdt_lb6_th0p7_exit0p45_hold60_cool15_lev3_long_only_8d17fb34,-3.7839921415871447,train_below_validation_spike_risk
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,TSLAUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_only,6,0.05,0.55,60,12,8,0.8,0.017399584962139558,0.06047151555267227,0.026613702193013067,0.08720974156180106,14,28,15.535343716196033,26.99621230030012,0.3750919947474658,,us_equity_beta_spy,0.06439092066731275,False,train_trade_event_count_14_below_80;validation_trade_event_count_28_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_tslausdt_lb6_th0p05_exit0p55_hold60_cool12_lev8_long_only_69a959e7,-3.7768465027249185,train_below_validation_spike_risk;train_events_14_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,INTCUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,6,0.3,0.5,72,12,4,0.4,0.03887366891650634,0.34703302161616456,0.06567440042656636,0.06330837924957533,30,29,32.39472409708862,299.16639794496945,2.421611541060999,,crypto_beta_btc,0.03873936586308228,False,train_trade_event_count_30_below_80;validation_trade_event_count_29_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_intcusdt_lb6_th0p3_exit0p5_hold72_cool12_lev4_long_only_b3059cfe,-7.49964622025175,train_below_validation_spike_risk
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,HOODUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,24,0.6000000000000001,0.15000000000000002,48,9,3,0.30000000000000004,-0.020658362289761478,0.07539900566806135,0.07353761903799094,0.05937348753328053,67,61,-10.277792183960933,41.20164244156357,0.22657147091642194,,precious_metal_gold,0.0325580114660653,False,train_trade_event_count_67_below_80;train_return_not_positive;train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_-10.278_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_hoodusdt_lb24_th0p6_exit0p15_hold48_cool9_lev3_long_only_d4bcfe8f,-9.202810604374298,train_return_not_positive;train_below_validation_spike_risk;train_rpt_-10.278_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,MSTRUSDT,tradfi_equity,cross_sectional_momentum_rank,4h,long_short,72,0.25,0.5,42,6,3,0.30000000000000004,0.02596900326040208,0.04972954838627475,0.0403149975667928,0.037400138295623275,7,7,123.66192028762893,236.80737326797492,2.112831057613389,,us_equity_beta_spy,0.044402390249856045,False,train_trade_event_count_7_below_80;validation_trade_event_count_7_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_mstrusdt_lb72_th0p25_exit0p5_hold42_cool6_lev3_long_short_2f23f336,0.7127243128698155,train_below_validation_spike_risk;train_events_7_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,AMZNUSDT,tradfi_equity,volatility_adjusted_trend_persistence,30m,long_only,72,0.9,0.2,66,0,2,0.2,0.008452935637138559,0.027590523268133715,0.009636630899426568,0.013891839752965818,25,32,16.905871274277118,43.11019260645893,0.7020326931246804,,us_equity_beta_spy,0.06421485707354987,False,train_trade_event_count_25_below_80;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_amznusdt_lb72_th0p9_exit0p2_hold66_cool0_lev2_long_only_33a980cd,-1.926994262336933,train_below_validation_spike_risk
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,CRCLUSDT,tradfi_equity,cross_sectional_momentum_rank,1h,long_only,72,0.2,0.5,36,9,9,0.9,0.3302773357331408,0.28667270438528947,0.0918081242220038,0.14431152709235473,14,15,262.1248696294768,212.35015139651074,4.090589027735276,,us_equity_beta_spy,0.02335154873307586,False,train_trade_event_count_14_below_80;validation_trade_event_count_15_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_crclusdt_lb72_th0p2_exit0p5_hold36_cool9_lev9_long_only_338f341f,6.125507725752149,train_events_14_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,COINUSDT,tradfi_equity,volatility_adjusted_trend_persistence,4h,long_only,12,0.9,0.25,60,6,3,0.30000000000000004,0.029499613039241757,0.019903510637306887,0.03978964275426633,0.061767461696672354,7,9,140.47434780591308,73.71670606409957,1.5944213494243882,,energy_crude_beta,0.04857202523179792,False,train_trade_event_count_7_below_80;validation_trade_event_count_9_below_30;validation_return_0.0199_below_0.02,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_4h_coinusdt_lb12_th0p9_exit0p25_hold60_cool6_lev3_long_only_bebc6c46,0.5273650912520449,train_events_7_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,PLTRUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,12,0.1,0.5,18,3,6,0.6000000000000001,0.012887205130036161,0.15362737365633428,0.0600597632165093,0.04659358876819353,104,78,2.06525723237759,32.82636189237911,0.7402224305377114,,precious_metal_gold,0.021830229684105373,False,train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_2.065_not_above_10.000,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_pltrusdt_lb12_th0p1_exit0p5_hold18_cool3_lev6_long_short_f560078b,-8.02413953585962,train_below_validation_spike_risk;train_rpt_2.065_not_above_10bps
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,PAYPUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,12,0.25,0.65,72,15,2,0.2,0.007500885651985811,0.03089978489774703,0.019121928895727613,0.034029054664105995,3,15,125.01476086643017,102.99928299249011,1.9497833372191695,,energy_crude_beta,0.10443655862159933,False,train_trade_event_count_3_below_80;validation_trade_event_count_15_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_paypusdt_lb12_th0p25_exit0p65_hold72_cool15_lev2_long_short_b6fccdcf,-0.6523365704301727,train_below_validation_spike_risk;train_events_3_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,METAUSDT,tradfi_equity,cross_sectional_momentum_rank,30m,long_short,24,0.1,0.39999999999999997,24,0,8,0.8,0.0518769498362992,0.02491392529446368,0.011380073852272465,0.025657316202584712,6,14,108.07697882562333,22.24457615577114,1.2145483161067454,,tech_growth_qqq,0.0346363411773756,False,train_trade_event_count_6_below_80;validation_trade_event_count_14_below_30,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_metausdt_lb24_th0p1_exit0p4_hold24_cool0_lev8_long_short_089c05c4,-1.5674264120641241,train_events_6_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,NVDAUSDT,tradfi_equity,cross_sectional_momentum_rank,2h,long_short,72,0.3,0.44999999999999996,18,3,3,0.30000000000000004,0.004199365600570326,0.02687677544485112,0.0018122735961291214,0.03569618856327428,1,19,139.97885335234417,47.15223762254582,1.3223885331801168,,tech_growth_qqq,0.08427666330030507,False,train_trade_event_count_1_below_80;validation_trade_event_count_19_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_nvdausdt_lb72_th0p3_exit0p45_hold18_cool3_lev3_long_short_4917d4dc,-1.3023920827183595,train_below_validation_spike_risk;train_events_1_below_15
growth_mdd20_gross8_69_asset_efficiency_repair_optuna,GOOGLUSDT,tradfi_equity,volatility_adjusted_trend_persistence,2h,long_only,6,0.7000000000000001,0.55,42,18,2,0.2,0.0125975083565808,0.045078046067647426,0.0048934341965483075,0.015391010711307995,2,21,314.93770891452,107.32868111344625,2.09999834411993,,crypto_liquidity_eth,0.03183027225753281,False,train_trade_event_count_2_below_80;validation_trade_event_count_21_below_30;train_return_below_validation_return_possible_validation_spike,growth_mdd20_gross8_69_asset_profile_optuna,az69_growth_mdd20_gross8_69_asset_profile_optuna_volatility_adjusted_trend_persistence_2h_googlusdt_lb6_th0p7_exit0p55_hold42_cool18_lev2_long_only_c44daa20,-0.5954026585170391,train_below_validation_spike_risk;train_events_2_below_15
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,BTCUSDT,crypto_core,cross_sectional_momentum_rank,4h,long_only,24,0.25,0.65,12,18,7,0.7000000000000001,0.0619272282147203,0.037525872118689074,0.09478568615433591,0.02777590697255483,36,6,24.57429691060329,89.34731456830731,1.4429259044735465,,crypto_beta_btc,0.018392902375531903,False,train_trade_event_count_36_below_80;validation_trade_event_count_6_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_4h_btcusdt_lb24_th0p25_exit0p65_hold12_cool18_lev7_long_only_9c818112,0.835869275201767,
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,ETHUSDT,crypto_core,cross_sectional_momentum_rank,1h,short_only,6,0.25,0.39999999999999997,18,15,7,0.7000000000000001,-0.19286299387756423,0.014166193258726034,0.4719015411388481,0.08807876230010891,491,71,-5.611376022041438,2.850340695920731,-1.5785169443018734,,us_equity_beta_spy,0.013732332958323504,False,validation_return_0.0142_below_0.02;train_return_not_positive;train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_-5.611_not_above_10.000;validation_return_per_turnover_proxy_bps_2.850_not_above_10.000,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_1h_ethusdt_lb6_th0p25_exit0p4_hold18_cool15_lev7_short_only_fc65fb38,-22.437542430581455,train_return_not_positive;train_below_validation_spike_risk;train_rpt_-5.611_not_above_10bps;validation_rpt_2.850_not_above_10bps
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,SOLUSDT,crypto_core,volatility_adjusted_trend_persistence,30m,short_only,24,0.9,0.05,66,18,3,0.30000000000000004,0.09217029157525247,0.014525375811144992,0.12424268188090537,0.038231750785350904,350,41,8.7781230071669,11.809248626947145,0.189428965756944,,crypto_beta_btc,0.019451956497518613,False,validation_return_0.0145_below_0.02;train_return_per_turnover_proxy_bps_8.778_not_above_10.000,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_30m_solusdt_lb24_th0p9_exit0p05_hold66_cool18_lev3_short_only_93739a8c,-5.794719407714298,train_rpt_8.778_not_above_10bps
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,BNBUSDT,crypto_core,cross_sectional_momentum_rank,2h,long_only,24,0.25,0.39999999999999997,42,12,3,0.30000000000000004,0.02721159077766777,0.020097233366703326,0.1188721322252384,0.02103659541851932,70,10,12.957900370317985,66.99077788901108,0.9591018149401551,,silver_metal_beta,0.014042420177990397,False,train_trade_event_count_70_below_80;validation_trade_event_count_10_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_2h_bnbusdt_lb24_th0p25_exit0p4_hold42_cool12_lev3_long_only_f069edb3,-1.3423124044253192,
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,TRXUSDT,crypto_core,volatility_adjusted_trend_persistence,1h,long_short,24,1.5,0.35000000000000003,24,9,6,0.6000000000000001,-0.06714318628937921,0.043747915997803144,0.2085586895842173,0.028377107053193518,358,40,-3.1258466615167224,18.228298332417975,-0.24220746514165803,,crypto_beta_btc,0.02361857486481662,False,train_return_not_positive;train_return_below_validation_return_possible_validation_spike;train_return_per_turnover_proxy_bps_-3.126_not_above_10.000,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_1h_trxusdt_lb24_th1p5_exit0p35_hold24_cool9_lev6_long_short_02ebcdd6,-11.784980058803647,train_return_not_positive;train_below_validation_spike_risk;train_rpt_-3.126_not_above_10bps
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,XRPUSDT,crypto_core,cross_sectional_momentum_rank,30m,short_only,24,0.3,0.35,48,15,4,0.4,0.08220061575144189,-0.04916617580548621,0.33021598862119084,0.07135393222894781,517,71,3.974884707516532,-17.31203373432613,-0.9117262902200073,,crypto_liquidity_eth,0.025622198032629318,False,validation_return_-0.0492_below_0.02;train_return_per_turnover_proxy_bps_3.975_not_above_10.000;validation_return_per_turnover_proxy_bps_-17.312_not_above_10.000,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_cross_sectional_momentum_rank_30m_xrpusdt_lb24_th0p3_exit0p35_hold48_cool15_lev4_short_only_b6063b03,-15.741170954504758,validation_return_not_positive;train_rpt_3.975_not_above_10bps;validation_rpt_-17.312_not_above_10bps
aggressive_mdd30_gross10_69_asset_efficiency_repair_optuna,DOGEUSDT,crypto_core,volatility_adjusted_trend_persistence,4h,long_only,48,0.7000000000000001,0.25,24,3,4,0.4,0.1083971968331634,0.026084054404087675,0.13339891654125202,0.03696054144481431,38,6,71.31394528497593,108.68356001703197,1.8053503395454862,,crypto_liquidity_eth,0.022509446904884024,False,train_trade_event_count_38_below_80;validation_trade_event_count_6_below_30,aggressive_mdd30_gross10_69_asset_profile_optuna,az69_aggressive_mdd30_gross10_69_asset_profile_optuna_volatility_adjusted_trend_persistence_4h_dogeusdt_lb48_th0p7_exit0p25_hold24_cool3_lev4_long_only_326457f4,1.6097017207413926,
