decision_rank,status,fill_count,total_abs_notional_quote,realized_pnl_quote,realized_return_per_turnover_bps,avg_bbo_spread_bps,bbo_spread_multiplier,return_per_turnover_threshold_bps,mean_all_in_cost_bps,p95_all_in_cost_bps,timeout_rate,cancel_rate,partial_fill_rate,actual_fill_efficiency_gate_pass,ready_for_real,real_money_execution,rejection_reasons
1,pending_paper_testnet_fill_telemetry,0,0,0,,,5.0,,,,0.0,0.0,0.0,False,False,False,fill_count_0_below_30;mean_all_in_cost_bps_above_limit_or_missing;missing_bbo_spread_telemetry;missing_paper_testnet_fill_telemetry;missing_turnover_notional_telemetry;p95_all_in_cost_bps_above_limit_or_missing
