decision_rank,model_id,decision,family,symbol,timeframe,train_return,validation_return,locked_oos_return,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons
2107,divtd_hysteresis_trend_12h_trxusdt_long_only_lb48_e0p01_x0p0_4p0x_0p15_abb4ecdf,no_promotion_shadow_or_reject,stateful_momentum_hysteresis,TRXUSDT,12h,0.031231632766840267,0.09043408434030864,0.07348389830753521,False,False,False,train_trade_event_count_34_below_80;validation_trade_event_count_3_below_30;locked_oos_trade_event_count_1_below_20;train_return_0.0312_below_validation_return_0.0904;train_validation_return_ratio_0.3454_below_1.00
2121,divtd_debounced_hysteresis_trend_12h_btcusdt_long_only_lb24_e0p02_x0p005_hold12_3p0x_0p1_90babe45,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BTCUSDT,12h,0.010710995791702205,0.003956083455875614,0.018727740992227515,False,False,False,train_trade_event_count_25_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0040_below_0.02
2123,divtd_vol_contraction_breakout_4h_solusdt_long_only_lb48_3p0x_0p15_d2d4a466,no_promotion_shadow_or_reject,volatility_contraction_breakout,SOLUSDT,4h,0.09091770340397187,0.0030808684888319338,0.020583414570241265,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_4_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0031_below_0.02
2169,divtd_debounced_hysteresis_trend_6h_solusdt_long_short_lb6_e0p02_x0p005_hold6_3p0x_0p1_c4685191,train_dominant_shadow_until_execution_efficiency,debounced_momentum_hysteresis,SOLUSDT,6h,0.1946052506069198,0.022749188510859053,0.00012599268609303493,False,False,False,locked_oos_return_per_turnover_proxy_bps_0.145_not_above_10.000
2183,divtd_debounced_hysteresis_trend_12h_bnbusdt_long_only_lb24_e0p02_x0p005_hold12_4p0x_0p1_dea1bc73,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,12h,0.061187783350934,0.006524478259990474,0.004151304645085174,False,False,False,train_trade_event_count_29_below_80;validation_trade_event_count_4_below_30;locked_oos_trade_event_count_3_below_20;validation_return_0.0065_below_0.02
2184,divtd_debounced_hysteresis_trend_12h_bnbusdt_long_only_lb24_e0p02_x0p005_hold24_4p0x_0p1_ceb2e98f,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,12h,0.07771394081183858,0.006524478259990474,0.004151304645085174,False,False,False,train_trade_event_count_23_below_80;validation_trade_event_count_4_below_30;locked_oos_trade_event_count_3_below_20;validation_return_0.0065_below_0.02
2242,divtd_hysteresis_trend_6h_ethusdt_long_only_lb48_e0p01_x0p0_3p0x_0p1_1e5f211f,no_promotion_shadow_or_reject,stateful_momentum_hysteresis,ETHUSDT,6h,0.024944142104110334,0.004463077781728941,0.005273817150007742,False,False,False,train_trade_event_count_68_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_12_below_20;validation_return_0.0045_below_0.02
2264,divtd_debounced_hysteresis_trend_4h_bnbusdt_long_short_lb24_e0p02_x0p005_hold24_2p0x_0p1_f06cd2ac,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,4h,0.026755980371433452,0.012095625293957024,0.005864467009286445,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_16_below_20;validation_return_0.0121_below_0.02
2299,divtd_range_zscore_reversion_12h_solusdt_lb72_2p0_2p0x_0p1_8d8b3ec5,no_promotion_shadow_or_reject,range_zscore_mean_reversion,SOLUSDT,12h,0.013724290863586841,0.02143831100672955,0.028809017137922943,False,False,False,train_trade_event_count_15_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;train_return_0.0137_below_validation_return_0.0214;train_validation_return_ratio_0.6402_below_1.00
2322,divtd_debounced_hysteresis_trend_12h_bnbusdt_long_only_lb24_e0p02_x0p005_hold12_3p0x_0p15_e3886180,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,12h,0.06728221273790291,0.007205563236739154,0.004597074394071754,False,False,False,train_trade_event_count_29_below_80;validation_trade_event_count_4_below_30;locked_oos_trade_event_count_3_below_20;validation_return_0.0072_below_0.02
2323,divtd_debounced_hysteresis_trend_12h_bnbusdt_long_only_lb24_e0p02_x0p005_hold24_3p0x_0p15_b4f0d306,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,12h,0.08590198027371398,0.007205563236739154,0.004597074394071754,False,False,False,train_trade_event_count_23_below_80;validation_trade_event_count_4_below_30;locked_oos_trade_event_count_3_below_20;validation_return_0.0072_below_0.02
2461,divtd_debounced_hysteresis_trend_12h_btcusdt_long_only_lb24_e0p02_x0p005_hold12_4p0x_0p1_2b45cdae,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BTCUSDT,12h,0.013039499766706042,0.004939620208698203,0.024832360667033315,False,False,False,train_trade_event_count_25_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0049_below_0.02
2585,divtd_debounced_hysteresis_trend_4h_solusdt_short_only_lb12_e0p02_x0p005_hold24_3p0x_0p1_fa4fad04,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,SOLUSDT,4h,0.17715320514793187,0.01939364974400859,0.010606557911382763,False,False,False,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_11_below_20;validation_return_0.0194_below_0.02
2614,divtd_range_zscore_reversion_6h_ethusdt_lb48_2p0_2p0x_0p1_e189ac8f,no_promotion_shadow_or_reject,range_zscore_mean_reversion,ETHUSDT,6h,0.030111055631346417,0.013575922926380768,0.001953269090011478,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;validation_return_0.0136_below_0.02
2618,divtd_hysteresis_trend_6h_ethusdt_long_only_lb48_e0p01_x0p0_4p0x_0p1_9f946d5d,no_promotion_shadow_or_reject,stateful_momentum_hysteresis,ETHUSDT,6h,0.02934920038537414,0.00529898473255197,0.006640382568555481,False,False,False,train_trade_event_count_68_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_12_below_20;validation_return_0.0053_below_0.02
2620,divtd_debounced_hysteresis_trend_12h_btcusdt_long_only_lb24_e0p02_x0p005_hold12_3p0x_0p15_8ee25e93,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BTCUSDT,12h,0.013967980698766258,0.005368310587070546,0.027857979222400298,False,False,False,train_trade_event_count_25_below_80;validation_trade_event_count_6_below_30;locked_oos_trade_event_count_4_below_20;validation_return_0.0054_below_0.02
2785,divtd_debounced_hysteresis_trend_4h_bnbusdt_long_short_lb24_e0p02_x0p005_hold24_3p0x_0p1_12f75d3a,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,4h,0.03644834849859757,0.017412185793715507,0.008608597002839558,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_16_below_20;validation_return_0.0174_below_0.02
2815,divtd_hysteresis_trend_6h_ethusdt_long_only_lb48_e0p01_x0p0_3p0x_0p15_921ef332,no_promotion_shadow_or_reject,stateful_momentum_hysteresis,ETHUSDT,6h,0.030802001055804995,0.005594454107258784,0.007250415189761439,False,False,False,train_trade_event_count_68_below_80;validation_trade_event_count_12_below_30;locked_oos_trade_event_count_12_below_20;validation_return_0.0056_below_0.02
3179,divtd_debounced_hysteresis_trend_4h_solusdt_short_only_lb12_e0p02_x0p005_hold24_4p0x_0p1_eeb532c9,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,SOLUSDT,4h,0.23151450671946128,0.02411429608078941,0.013876926391120703,False,False,False,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_11_below_20
3353,divtd_debounced_hysteresis_trend_1h_ethusdt_short_only_lb12_e0p02_x0p005_hold12_4p0x_0p1_d0ceb039,train_dominant_shadow_until_execution_efficiency,debounced_momentum_hysteresis,ETHUSDT,1h,0.09779150822001448,0.02189710664731548,0.015562459935175132,False,False,False,train_return_per_turnover_proxy_bps_7.066_not_above_10.000;validation_return_per_turnover_proxy_bps_5.950_not_above_10.000
3367,divtd_range_zscore_reversion_6h_ethusdt_lb48_2p0_3p0x_0p1_db6777bf,no_promotion_shadow_or_reject,range_zscore_mean_reversion,ETHUSDT,6h,0.04039154651633203,0.01913931444464212,0.0027209380555703877,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;validation_return_0.0191_below_0.02
3374,divtd_debounced_hysteresis_trend_4h_bnbusdt_long_short_lb24_e0p02_x0p005_hold24_4p0x_0p1_f5e5420b,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,BNBUSDT,4h,0.04357800230706821,0.022231376336501185,0.01122603078381923,False,False,False,validation_trade_event_count_28_below_30;locked_oos_trade_event_count_16_below_20
3496,divtd_debounced_hysteresis_trend_4h_solusdt_short_only_lb12_e0p02_x0p005_hold24_3p0x_0p15_d9d8448b,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,SOLUSDT,4h,0.2574551603234574,0.0261405992971393,0.015461763344420065,False,False,False,validation_trade_event_count_29_below_30;locked_oos_trade_event_count_11_below_20;validation_mdd_0.1312_above_0.12
3633,divtd_range_zscore_reversion_12h_solusdt_lb72_2p0_3p0x_0p1_88f114a5,no_promotion_shadow_or_reject,range_zscore_mean_reversion,SOLUSDT,12h,0.014057474676345771,0.031062779816412034,0.04318466992691272,False,False,False,train_trade_event_count_15_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;train_return_0.0141_below_validation_return_0.0311;train_validation_return_ratio_0.4526_below_1.00
4184,divtd_range_zscore_reversion_6h_ethusdt_lb48_2p0_4p0x_0p1_5fdd9cf0,no_promotion_shadow_or_reject,range_zscore_mean_reversion,ETHUSDT,6h,0.04734170771776802,0.023866483386403514,0.0033480748681746775,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;validation_mdd_0.1436_above_0.12
4613,divtd_range_zscore_reversion_6h_ethusdt_lb48_2p0_3p0x_0p15_230725ce,no_promotion_shadow_or_reject,range_zscore_mean_reversion,ETHUSDT,6h,0.049544236634294414,0.025912494203953917,0.0036086723586337133,False,False,False,train_trade_event_count_58_below_80;validation_trade_event_count_16_below_30;locked_oos_trade_event_count_7_below_20;validation_mdd_0.1603_above_0.12
5319,divtd_debounced_hysteresis_trend_2h_dogeusdt_long_short_lb12_e0p02_x0p005_hold12_3p0x_0p15_a9a6b467,no_promotion_shadow_or_reject,debounced_momentum_hysteresis,DOGEUSDT,2h,0.07781354984003741,0.3458328953710983,0.0,False,False,False,locked_oos_trade_event_count_0_below_20;train_return_0.0778_below_validation_return_0.3458;train_validation_return_ratio_0.2250_below_1.00;locked_oos_return_not_positive;train_return_per_turnover_proxy_bps_4.539_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000
5520,divtd_range_zscore_reversion_12h_solusdt_lb72_2p0_4p0x_0p1_1b83a0e5,no_promotion_shadow_or_reject,range_zscore_mean_reversion,SOLUSDT,12h,0.010050466738192432,0.03992271401953684,0.057534118017922076,False,False,False,train_trade_event_count_15_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_4_below_20;train_return_0.0101_below_validation_return_0.0399;train_validation_return_ratio_0.2517_below_1.00
