profile_id,profile_kind,candidate_tier,weights,leverage_map,gross_notional_fraction,train_return,validation_return,locked_oos_return_report_only,train_mdd,validation_mdd,locked_oos_mdd_report_only,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count_report_only,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps_report_only,train_liquidation_count,validation_liquidation_count,locked_oos_liquidation_count_report_only,train_account_wipeout_count,validation_account_wipeout_count,locked_oos_account_wipeout_count_report_only,train_validation_score,paper_testnet_candidate,strict_promotion_profile,promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,selection_reasons,report_only_gate_reasons
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.3, ""growth_mdd20_gross8"": 0.6}",{},3.13,2.2301187816848573,0.6445702509970548,0.18346621125903662,0.40085874484477724,0.18161666646453178,0.08380919741220905,3363,789,362,33.04932358728866,40.78913152963486,22.89321328413235,0,0,0,0,0,0,6.42355509899468,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.25, ""balanced_mdd12_gross5"": 0.5, ""growth_mdd20_gross8"": 0.25}",{},2.7,2.015467833513848,0.6251952996471013,0.15335858976350325,0.39038510290043993,0.1804298787334654,0.0847205117209191,3363,789,362,33.19965133655394,43.68176766093284,22.225882574420762,0,0,0,0,0,0,6.257604076212187,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.2, ""balanced_mdd12_gross5"": 0.45, ""growth_mdd20_gross8"": 0.35}",{},2.795,2.059567098929516,0.6256557916632834,0.16041855954068618,0.3908543618268082,0.17936052960947246,0.08321976743116055,3363,789,362,33.214672342239744,42.88324280150677,22.448720898500724,0,0,0,0,0,0,6.257392989162686,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.15, ""balanced_mdd12_gross5"": 0.4, ""growth_mdd20_gross8"": 0.45}",{},2.8899999999999997,2.096795340300589,0.6255154595000221,0.16743453500934669,0.39204549635469776,0.1783479039049135,0.081801622142187,3363,789,362,33.12054306407704,42.07408754288169,22.65077584000902,0,0,0,0,0,0,6.249732145909996,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.3, ""balanced_mdd12_gross5"": 0.55, ""growth_mdd20_gross8"": 0.15}",{},2.605,1.9648127658113106,0.6241345696941121,0.14625591384793468,0.3913874195572824,0.18204419547106254,0.08624273933587157,3363,789,362,33.07361922679994,44.46907391703832,21.980149360976057,0,0,0,0,0,0,6.2488219659549635,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.35, ""growth_mdd20_gross8"": 0.55}",{},2.985,2.1268829252680628,0.624774375177156,0.17440523025749144,0.3934253208792974,0.17739229033684822,0.08202895362430473,3363,789,362,32.919680153356005,41.25489048167826,22.833887176943108,0,0,0,0,0,0,6.235034587973441,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.2, ""balanced_mdd12_gross5"": 0.5, ""growth_mdd20_gross8"": 0.3}",{},2.65,1.9494954216696314,0.605170096501598,0.1513810216976179,0.38365679245306517,0.1752122595814054,0.08281132123498902,3363,789,362,32.96546897771518,43.43897616922787,22.36056450481801,0,0,0,0,0,0,6.061402766120749,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.25, ""balanced_mdd12_gross5"": 0.55, ""growth_mdd20_gross8"": 0.2}",{},2.555,1.9027718210937614,0.6043967481264727,0.14432247047635238,0.38404516211081907,0.17638463748764177,0.0843259973972883,3363,789,362,32.89872566717404,44.26436809978378,22.12177659048933,0,0,0,0,0,0,6.057448569651576,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.15, ""balanced_mdd12_gross5"": 0.45, ""growth_mdd20_gross8"": 0.4}",{},2.745,1.989717134455725,0.6053503987975957,0.15839654379437396,0.3847389891383999,0.17416353079739455,0.08131820506715881,3363,789,362,32.92176056282249,42.60405727439751,22.576474315047598,0,0,0,0,0,0,6.057295397902005,True,False,False,True,False,False,,
hybrid_mdd20_three_profile_blend,hybrid_train_validation_selected,hybrid_relaxed_paper_testnet_candidate,"{""aggressive_mdd30_gross10_shadow"": 0.1, ""balanced_mdd12_gross5"": 0.4, ""growth_mdd20_gross8"": 0.5}",{},2.84,2.0231479170113507,0.6049373770440123,0.16536775430379547,0.38601265478918734,0.17317196092108145,0.0802590087410473,3363,789,362,32.76989725957029,41.760139240923124,22.771654407022233,0,0,0,0,0,0,6.046227982666808,True,False,False,True,False,False,,
